lettr,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
F,3.0,6.0,6.0,4.0,3.0,9.0,7.0,1.0,5.0,12.0,5.0,6.0,4.0,9.0,3.0,8.0
J,4.0,9.0,5.0,6.0,2.0,8.0,7.0,1.3037108,8.0,12.0,5.0,7.0,0.0,7.0,1.0,6.0
D,5.0,8.0,5.0,3.0,3.0,7.0,7.0,5.0,7.0,11.0,6.0,9.0,5.0,7.0,5.0,8.0
Y,3.0,2.0,5.0,4.0,1.0,8.0,10.0,2.0,5.0,6.0,12.0,8.0,2.0,11.0,1.0,8.0
I,2.0,10.0,3.0,8.0,1.0,7.0,7.0,0.0,7.0,13.0,6.0,8.0,0.0,8.0,1.0,8.0
N,5.0,10.0,6.0,8.0,4.0,6.0,9.0,7.0,6.0,8.0,6.0,6.2236958,4.0,9.0,2.0,8.0
Q,1.0,0.0,2.0,0.0,0.0,8.0,7.0,6.0,2.0,6.0,6.0,9.0,2.0,8.0,2.0,8.0
T,4.0,5.0,4.0,7.0,1.0,5.0,15.0,2.0,6.0,10.0,11.0,5.0,0.0,8.0,0.0,8.0
Y,3.0,4.0,3.0,3.0,2.0,6.0,10.0,2.0,7.0,10.0,9.0,5.0,1.0,11.0,3.0,4.0
Y,3.0,7.0,4.0,5.0,2.0,7.0,10.0,0.0,7.0,7.0,9.0,8.0,0.0,9.0,1.0,7.0
E,2.0,1.0,2.0,2.0,1.0,3.7095087,7.0,5.0,9.0,7.0,6.0,13.722805,0.0,8.0,6.4981327,8.0
B,5.0,9.0,7.0,6.0,8.0,8.0,5.0,5.0,4.0,6.0,5.0,7.0,6.0,9.0,7.0,11.0
O,6.0,10.0,5.0,5.0,3.0,7.0,7.0,7.0,4.0,10.0,6.0,9.0,3.0,9.0,5.0,8.0
V,7.0,8.0,7.3728547,6.0,5.0,4.0,12.0,2.0,2.5987859,8.0,10.0,7.0,7.0,12.0,4.0,7.0
P,3.0,10.0,4.0,8.0,4.0,6.0,8.0,7.0,3.0,8.0,6.0,9.0,1.0,9.0,4.0,9.0
A,2.0,2.0,3.0,3.0,1.0,11.0,3.0,3.0,2.0,10.0,2.0,9.0,2.0,6.0,1.0,8.0
X,4.0,5.0,5.0,4.0,1.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0
V,4.0,11.0,6.0,8.0,2.0,8.0,8.0,4.0,3.0,6.0,14.0,8.0,3.0,10.0,0.0,8.0
K,2.0,3.0,3.0,2.0,1.0,4.0,7.0,6.0,3.0,7.0,6.0,11.0,3.0,8.0,2.0,10.0
V,5.0,10.0,5.0,7.0,3.0,4.0,10.0,3.0,3.0,10.0,9.0,7.0,2.0,8.0,3.0,7.0
U,4.0,6.0,5.0,5.0,5.0,7.0,6.0,5.0,4.0,6.0,6.0,8.0,5.0,9.0,6.0,5.0
W,7.0,9.0,8.0,7.0,7.0,4.0,12.0,2.0,2.0,10.0,9.0,7.0,6.0,11.0,1.0,7.0
A,3.0,9.0,5.0,6.0,2.0,9.0,6.0,3.0,2.0,7.0,0.0,8.0,2.0,6.0,3.0,8.0
H,5.0,8.0,5.0,6.0,5.0,7.0,8.0,4.0,4.0,7.0,6.0,8.0,6.0,9.0,7.0,7.0
V,5.0,11.0,8.0,8.0,2.0,9.0,8.0,5.0,3.0,6.0,14.0,8.0,3.0,9.0,0.0,8.0
M,4.0,5.0,5.0,4.0,4.0,8.0,6.0,6.0,5.0,6.0,8.0,9.0,7.0,5.0,2.0,8.0
A,6.0,12.0,9.0,8.0,7.0,6.0,5.0,2.0,4.0,4.0,3.0,7.0,6.0,5.0,6.0,4.0
E,4.0,7.0,4.0,5.0,3.0,3.6470776,8.0,6.0,11.680629,7.0,5.0,14.0,0.0,8.0,7.0,7.0
T,5.0,9.0,7.0,8.0,6.0,7.0,11.0,2.0,7.0,7.0,11.0,8.0,1.0,11.0,1.0,7.0
U,3.0,5.0,4.0,4.0,2.0,6.0,8.0,6.0,7.0,7.0,10.0,9.0,3.0,9.0,1.0,8.0
S,5.0,10.0,7.0,8.0,7.0,6.0,7.0,5.0,5.0,7.0,7.0,9.0,2.0,9.0,8.0,8.0
X,2.0,4.0,3.0,3.0,2.0,7.0,8.0,3.0,8.0,6.0,6.0,7.0,2.0,8.0,6.0,8.0
D,5.0,10.0,5.0,7.0,3.0,5.0,7.0,10.0,9.0,7.0,6.0,6.0,3.0,8.0,4.0,8.0
P,7.0,10.0,9.0,7.0,5.0,8.0,10.0,3.0,6.0,14.0,5.0,3.0,2.0,10.0,3.0,8.0
X,6.0,11.0,9.0,7.0,6.0,8.0,10.0,3.0,6.0,7.0,6.0,6.0,5.0,11.0,9.0,7.0
O,1.0,1.0,2.0,1.0,0.0,8.0,7.0,6.0,4.0,7.0,6.0,8.0,2.0,8.0,3.0,8.0
C,2.0,0.0,2.0,2.0,1.0,7.0,7.0,7.0,5.0,7.0,6.0,11.0,1.0,8.0,3.0,9.0
J,3.0,6.0,4.0,8.0,1.0,12.0,2.0,11.0,4.0,12.0,6.0,13.0,1.0,6.0,0.0,8.0
S,3.0,3.0,4.0,5.0,2.0,7.0,7.0,6.0,9.0,6.0,6.0,8.0,0.0,8.0,9.0,8.0
T,1.0,1.0,2.0,0.0,0.0,6.0,12.0,1.0,5.0,7.0,10.0,7.0,0.0,8.0,0.0,8.0
D,3.0,8.0,4.0,6.0,2.0,7.0,7.0,7.0,9.0,6.0,6.0,5.0,3.0,8.0,3.0,7.0
B,10.0,13.688433,7.0,8.0,5.0,7.0,7.0,5.0,5.0,10.0,6.0,9.0,7.0,7.0,8.0,8.0
Y,3.0,7.0,5.0,4.0,2.0,8.0,11.0,2.0,3.0,5.0,11.0,9.0,1.0,11.0,0.0,8.0
L,4.0,9.0,5.0,5.0,2.0,6.0,4.0,2.0,8.0,8.0,2.0,10.0,1.0,6.0,4.0,7.0
A,3.0,2.0,5.0,3.0,2.0,9.0,4.0,2.0,2.0,9.0,1.0,8.0,2.0,7.0,2.0,8.0
O,1.0,3.0,2.0,1.0,1.0,8.0,8.0,6.0,3.0,9.0,6.0,7.0,2.0,8.0,2.0,8.0
Z,4.0,8.0,5.0,6.0,2.0,7.0,7.0,3.0,13.54999,9.0,6.0,8.0,0.0,8.0,7.0,8.0
O,3.0,7.0,3.0,5.0,3.0,6.0,8.0,7.0,5.0,8.0,8.0,8.0,3.0,9.0,4.0,8.0
E,4.0,6.0,6.0,4.0,3.0,7.0,8.0,2.0,8.0,11.0,6.0,8.0,2.0,8.0,5.0,8.0
W,3.0,9.0,5.0,6.0,6.0,7.0,8.0,4.0,3.0,7.0,8.0,8.0,8.0,10.0,2.0,8.0
Z,4.0,8.0,5.0,6.0,2.0,7.0,7.0,4.0,12.298517,9.0,6.0,8.0,0.0,8.0,8.0,8.0
I,1.0,4.0,0.0,6.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0
J,4.0,7.0,3.0,6.0,2.0,7.0,10.0,3.0,3.0,13.0,5.0,4.0,1.0,9.0,5.0,8.0
E,3.0,6.0,3.0,4.0,1.0,4.0,7.0,6.0,10.0,7.0,6.0,14.0,0.0,8.0,8.0,8.0
S,3.0,5.0,5.0,4.0,2.0,8.0,7.0,4.0,6.0,10.0,4.0,8.0,2.0,8.0,5.0,9.0
E,3.0,5.0,4.0,3.0,2.0,8.0,7.0,2.0,7.0,11.0,6.0,9.0,3.0,7.0,4.74253,10.0
K,3.0,3.0,5.0,4.0,3.0,6.0,6.0,4.0,8.0,7.0,6.0,11.0,6.0,8.0,5.0,10.0
L,3.0,6.0,4.0,4.0,2.0,9.0,4.0,2.0,7.0,7.0,1.0,6.0,1.0,6.0,2.0,8.0
G,4.0,8.0,6.0,6.0,4.0,6.0,7.0,6.0,5.0,8.0,7.0,7.0,2.0,8.0,4.0,10.0
G,5.0,10.0,6.0,8.0,8.0,7.0,7.0,5.0,3.0,6.0,6.0,10.0,4.0,8.0,7.250005,7.0
Y,6.0,10.0,8.0,8.0,8.0,8.0,6.0,6.0,5.0,7.0,7.0,8.0,8.0,10.0,8.0,3.0
G,4.0,11.0,6.0,8.0,4.0,5.0,6.0,6.0,6.0,9.0,6.0,12.0,2.0,9.0,4.0,8.0
M,3.0,3.0,3.0,1.0,1.0,10.0,4.0,3.0,3.0,9.0,4.0,9.0,3.0,5.0,0.0,9.0
X,4.0,4.0,6.0,4.0,3.0,7.0,8.0,3.0,6.0,6.0,6.0,8.0,3.0,8.0,6.0,8.0
A,7.0,10.0,8.224861,8.0,6.0,7.0,6.0,3.0,5.0,7.0,6.0,7.0,7.0,8.0,4.0,5.0
J,3.0,9.0,4.0,6.0,1.0,13.0,2.0,7.0,4.0,13.908921,4.0,12.0,1.0,6.0,0.0,8.0
W,5.0,8.0,6.0,7.0,9.0,7.0,9.0,4.0,2.0,7.0,6.0,8.0,8.0,11.0,5.0,7.0
U,2.0,4.0,4.0,3.0,2.0,9.0,6.0,4.0,6.0,8.0,6.0,7.0,3.0,8.0,1.0,8.0
T,7.0,10.0,11.0,8.0,7.0,6.0,8.0,5.0,8.0,6.0,7.0,10.0,3.0,9.0,6.0,7.0
E,4.0,7.0,6.0,5.0,5.0,8.0,8.0,6.0,5.0,6.0,5.0,9.0,3.0,8.0,6.0,11.0
T,6.0,8.0,6.0,6.0,3.0,5.0,11.0,3.0,7.246781,11.0,9.0,4.0,1.0,11.0,2.0,4.0
Z,1.0,0.0,2.0,1.0,0.0,7.0,7.0,3.0,10.432047,8.0,6.0,8.0,0.0,8.0,6.0,8.0
K,2.0,4.0,4.0,3.0,2.0,6.0,7.0,2.0,6.0,10.0,6.0,9.0,3.0,8.0,2.0,7.0
N,5.0,9.0,7.0,7.0,4.0,10.0,6.0,4.0,5.0,10.0,2.1104634,8.0,5.0,7.0,1.0,6.0
U,5.0,10.0,6.0,8.0,4.0,8.0,8.0,6.0,7.0,5.0,9.0,9.0,3.0,9.0,1.009652,8.0
Q,2.0,5.0,3.0,4.0,2.0,9.0,6.0,5.0,4.0,8.0,5.0,7.0,3.0,8.0,3.0,8.0
Q,6.0,14.0,6.0,8.0,5.0,9.775234,4.0,4.0,7.0,11.0,3.9455163,8.0,3.0,8.0,8.0,11.0
M,4.0,1.0,4.0,4.0,2.0,7.0,7.0,10.0,2.0,7.0,9.0,7.0,8.0,6.0,0.0,8.0
D,4.0,9.0,4.0,5.0,3.0,5.0,10.0,3.0,5.0,11.0,6.0,5.0,3.0,8.0,6.0,6.0
K,2.0,2.0,2.0,1.0,2.0,6.0,7.0,4.0,7.0,6.0,6.0,10.0,3.0,8.0,4.0,9.0
H,5.0,10.0,5.0,7.0,3.0,7.0,6.0,15.0,2.0,7.0,8.0,8.0,3.0,8.0,0.0,8.0
Q,5.0,9.0,5.0,6.0,3.0,8.0,5.0,5.0,8.0,9.0,5.0,9.0,3.0,8.0,6.0,9.0
Z,4.0,8.0,5.0,7.0,2.0,7.0,7.0,3.0,14.517461,8.0,6.0,8.0,0.0,8.0,8.0,8.0
Q,4.0,5.0,5.0,6.0,5.0,8.0,10.0,5.0,2.0,5.060773,8.0,11.0,5.0,10.0,6.0,10.0
K,2.6689558,1.0,3.0,3.0,2.0,5.0,7.0,4.0,7.0,7.0,6.0,10.0,4.0,8.0,4.0,9.0
S,4.0,10.0,6.0,8.0,5.0,8.0,7.0,7.0,5.0,6.0,7.0,8.0,2.0,8.0,9.0,7.0
T,3.0,11.0,4.0,8.0,4.0,7.0,11.0,3.0,7.0,7.0,11.0,8.0,1.0,11.0,1.0,8.0
C,1.0,0.0,2.0,1.0,0.0,7.0,7.0,5.0,7.0,7.0,6.0,13.0,0.0,8.0,4.0,10.0
R,5.0,9.0,7.0,7.0,4.0,8.0,8.0,3.0,6.0,9.0,3.9278781,6.0,3.0,7.0,6.0,10.0
M,5.0,9.0,6.0,7.0,4.0,7.0,7.0,12.300709,2.0,7.0,9.0,8.0,9.0,6.0,0.0,8.0
B,6.0,11.0,7.0,8.0,8.0,8.0,6.0,6.0,6.0,8.0,6.0,6.0,3.0,8.0,8.0,11.0
I,2.0,7.0,3.0,5.0,2.0,7.0,7.0,0.0,7.0,13.0,6.0,8.0,0.0,8.0,1.0,8.0
W,4.0,8.0,5.0,7.0,3.0,7.0,8.0,4.0,1.0,7.0,8.0,8.0,8.0,9.0,0.0,8.0
V,4.0,6.0,4.0,4.0,2.0,3.0,11.0,5.0,3.0,12.0,11.0,7.0,2.0,11.0,1.0,8.0
E,1.0,0.0,2.0,0.0,0.0,8.0,7.0,5.0,5.0,7.0,6.0,8.0,2.0,8.0,4.0,9.0
W,4.0,5.0,6.0,4.0,7.0,8.0,7.0,5.0,4.0,7.0,6.0,8.0,8.0,8.0,5.0,7.0
L,4.0,9.0,5.0,7.0,4.0,4.0,5.0,3.0,8.0,4.0,2.0,9.0,1.0,6.0,2.0,7.0
H,4.0,5.0,5.0,7.0,3.0,7.0,7.0,15.0,1.0,7.0,5.2843766,8.0,3.0,8.0,0.0,8.0
D,3.0,9.0,6.0,6.0,5.0,8.0,7.0,6.0,6.0,7.0,6.0,5.0,3.0,8.0,4.0,9.0
Q,5.0,9.0,7.0,8.0,4.0,8.0,7.0,9.0,7.0,6.0,5.0,9.0,3.7767818,8.0,5.0,9.0
Y,5.0,10.0,7.0,7.0,6.0,8.0,5.0,6.0,6.0,7.0,9.0,8.0,3.0,8.0,8.0,5.0
T,2.0,4.0,3.0,4.0,2.0,6.0,12.0,4.0,5.0,9.0,10.0,7.0,2.0,11.0,1.0,6.0
K,3.0,1.0,4.0,2.1880538,3.0,6.0,7.0,4.0,7.0,6.0,6.0,10.0,3.0,8.0,4.0,9.0
B,5.0,9.0,8.0,8.0,9.0,7.0,8.0,5.0,4.0,7.0,7.0,6.0,8.0,11.0,9.0,8.0
G,3.0,8.0,4.0,6.0,4.0,6.0,6.0,5.0,3.0,7.0,6.0,7.0,4.0,9.0,5.0,7.0
J,1.0,2.0,2.0,1.0,1.0,9.0,7.0,2.0,4.0,12.0,4.0,9.0,1.0,7.0,0.0,7.0
M,5.0,8.0,6.0,5.0,3.0,7.0,7.0,13.0,2.0,7.0,9.0,8.0,8.0,6.0,0.0,8.0
Y,4.0,6.0,6.0,9.0,7.0,9.0,7.0,6.0,5.0,7.0,8.0,7.0,3.0,10.0,5.0,6.0
Q,7.0,10.0,10.0,8.0,8.0,7.0,4.0,5.0,4.0,6.0,4.0,6.0,5.9095345,8.0,4.0,7.0
N,4.0,9.0,5.0,7.0,4.0,7.0,7.0,14.0,2.0,6.0,6.0,8.0,6.0,8.0,0.0,8.0
T,2.0,9.0,4.0,6.0,3.0,6.0,11.0,2.0,7.0,7.0,11.0,8.0,1.0,11.0,1.0,7.0
C,5.0,9.0,6.0,7.0,3.0,5.0,7.0,6.0,10.0,7.0,6.0,14.0,2.0,8.0,4.0,8.0
F,1.0,3.0,2.0,2.0,1.0,7.0,9.0,2.0,4.0,11.0,6.0,5.0,2.0,9.0,1.0,8.0
J,3.0,4.0,3.0,6.0,1.0,11.0,4.0,5.0,4.0,12.698165,6.0,11.0,0.0,7.0,0.0,8.0
A,2.0,7.0,4.0,5.0,3.0,9.0,3.0,2.0,2.0,7.0,2.0,8.0,2.0,6.0,3.0,6.0
N,1.0,0.0,2.0,1.0,0.0,7.0,6.0,10.0,0.0,6.0,6.0,8.0,4.0,8.0,0.0,8.0
H,7.0,10.0,10.0,8.0,12.0,8.0,10.0,5.3406563,4.0,7.0,6.0,8.0,7.0,7.0,9.0,9.0
Q,6.0,9.0,8.0,11.0,7.0,8.0,7.0,7.0,5.0,6.902038,6.0,9.0,3.0,8.0,5.0,9.0
S,3.0,7.0,4.0,5.0,3.0,7.0,8.0,5.0,8.0,7.0,6.0,7.0,1.0,8.0,8.0,8.0
F,4.0,9.0,6.0,7.0,3.0,4.0,13.0,4.0,3.0,13.0,8.0,4.0,1.0,10.0,2.0,5.0
N,4.5435996,5.0,6.0,8.0,3.0,7.0,7.0,14.0,2.0,5.0,6.0,8.0,6.0,8.0,0.0,8.0
J,2.0,6.0,4.0,4.0,1.0,9.0,4.0,5.0,4.0,14.659509,6.0,12.0,1.0,6.0,0.0,8.0
G,1.0,3.0,2.0,2.0,1.0,7.0,7.0,5.0,5.0,6.0,6.0,8.0,2.0,8.0,3.0,9.0
D,6.0,9.0,6.0,6.0,5.0,9.0,8.0,4.0,6.0,10.0,5.0,6.0,5.0,8.0,4.0,10.0
N,1.0,0.0,1.0,0.0,1.0,7.0,7.0,9.0,0.0,6.0,6.0,8.0,3.0,8.0,0.0,8.0
M,2.0,4.0,5.0,1.0,2.0,8.0,4.0,3.0,3.0,9.0,6.0,9.0,6.0,5.0,1.0,9.0
A,8.0,12.0,8.0,8.0,6.0,9.0,6.0,2.0,5.0,8.0,3.0,6.0,6.0,7.0,6.0,6.0
R,3.0,7.0,4.0,5.0,3.0,5.0,8.0,8.0,3.0,7.0,5.0,8.0,2.0,7.0,5.0,11.0
H,3.0,6.0,6.0,4.0,4.0,6.0,7.0,5.0,6.0,7.0,6.0,8.0,3.0,8.0,3.0,8.0
E,5.0,8.0,7.0,6.0,5.0,8.0,7.0,5.0,3.0,7.0,6.0,8.0,3.0,9.0,8.0,10.0
K,6.0,11.0,8.0,8.0,7.0,8.0,6.0,2.0,6.0,10.0,4.0,9.0,6.0,8.0,5.0,10.0
D,2.0,4.0,3.0,3.0,2.0,8.0,6.0,4.0,5.0,10.0,4.0,7.0,2.0,8.0,3.0,8.0
B,6.0,12.0,8.0,8.0,8.0,8.0,6.0,6.0,5.0,7.0,6.0,8.0,3.0,8.0,7.0,11.0
V,4.0,7.0,4.0,4.0,2.0,3.0,10.0,3.0,3.0,10.0,12.0,8.0,3.0,10.0,1.0,6.0
D,4.0,9.0,6.0,7.0,6.0,6.0,8.0,6.0,5.0,7.0,6.0,7.0,5.0,10.0,8.0,5.0
X,3.0,8.0,5.0,5.0,4.0,7.0,6.0,3.0,7.0,6.0,7.0,9.0,3.0,10.0,7.0,8.0
O,3.0,2.0,4.0,3.0,2.0,7.0,8.0,8.0,6.0,7.0,7.0,7.0,3.0,8.0,3.0,8.0
A,6.0,13.0,6.0,7.291481,4.0,12.0,3.0,5.0,3.0,12.0,2.0,10.0,3.0,6.0,4.0,9.0
E,4.0,9.0,3.0,6.0,4.0,3.0,8.0,5.0,9.0,7.0,6.0,14.0,0.0,8.0,6.0,8.0
M,4.0,1.0,5.0,3.0,3.0,8.0,6.0,6.0,4.0,7.0,7.0,7.0,9.462655,6.0,3.0,6.0
W,4.0,11.0,7.0,8.0,7.0,5.0,11.0,2.0,3.0,7.0,9.0,9.0,7.0,10.0,1.0,8.0
Q,6.0,9.0,7.0,8.0,7.0,8.0,4.0,5.0,4.0,8.0,5.0,10.0,3.0,8.0,5.0,8.0
S,5.0,8.0,6.0,6.0,4.0,7.0,7.0,5.0,8.0,6.0,6.0,9.160154,0.0,8.0,8.0,8.0
J,2.0,7.0,3.0,6.0,1.0,13.0,2.0,5.0,5.0,13.0,1.9626834,9.0,0.0,7.0,0.0,8.0
G,3.0,8.0,5.0,6.0,4.0,7.0,7.0,8.0,5.0,6.0,6.0,9.0,2.0,8.0,4.0,9.0
G,5.0,9.0,4.0,5.0,3.0,8.0,6.0,4.0,4.0,9.0,6.0,8.0,2.0,9.0,5.0,8.0
D,5.0,8.0,6.0,6.0,5.0,7.0,7.0,5.0,5.0,6.0,6.0,5.0,4.0,10.0,6.0,6.0
H,3.0,2.189112,4.0,4.0,3.0,8.0,7.0,6.0,6.0,7.0,6.0,7.0,3.0,8.0,4.0,8.0
C,4.0,10.0,5.0,8.0,4.0,6.0,6.0,6.0,8.0,6.0,4.0,11.0,1.0,6.0,4.0,9.0
J,2.0,7.0,3.0,5.0,1.0,14.782412,4.0,3.0,4.080016,12.0,0.0,8.0,0.0,8.0,0.0,8.0
P,1.0,3.0,3.0,2.0,1.0,8.0,6.0,2.0,4.0,11.0,5.0,9.0,1.0,8.0,1.0,8.0
C,2.0,6.0,3.0,5.0,2.0,6.0,8.0,7.0,8.0,8.0,7.0,14.0,1.0,9.0,4.0,9.0
A,5.0,9.0,9.0,7.0,6.0,11.0,2.0,2.0,2.0,9.0,2.0,9.0,4.0,5.0,3.0,8.0
P,2.0,3.0,3.0,2.0,1.0,6.0,11.0,5.0,3.0,11.0,5.0,3.0,1.0,10.0,3.0,8.0
F,2.0,4.0,3.0,4.0,3.0,6.0,9.0,4.0,5.0,10.0,9.0,6.0,2.0,10.0,3.0,7.0
K,5.0,8.0,7.0,6.0,7.0,7.0,7.0,3.0,4.0,7.0,5.0,9.0,5.0,6.0,9.0,11.0
Y,6.0,8.0,6.0,6.0,3.0,3.0,11.0,3.0,8.0,13.0,11.0,6.0,1.0,11.0,2.0,5.0
