lettr,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
Q,3.0,6.0,5.0,6.0,5.0,8.0,6.0,7.0,3.0,5.0,6.0,10.0,3.0,8.0,6.0,9.0
X,5.0,6.0,6.0,4.0,2.0,8.0,8.0,2.0,8.0,9.0,4.0,6.0,3.0,7.0,4.0,8.0
N,3.0,4.0,4.0,6.0,2.0,7.0,7.0,13.056485,2.0,5.0,6.0,8.0,6.0,8.0,0.0,8.0
C,5.0,11.0,6.0,8.0,2.0,6.0,7.0,7.0,10.0,7.0,7.0,14.0,1.0,8.0,4.0,9.0
O,4.0,9.0,5.0,7.0,4.0,8.0,7.0,7.0,4.0,9.0,7.0,7.0,3.0,8.0,2.0,8.0
K,4.0,7.0,4.0,7.0,2.0,3.0,8.0,8.0,1.0,7.0,6.0,11.0,3.0,8.0,3.0,11.0
K,6.0,10.0,7.0,5.0,4.0,10.0,6.0,2.0,5.0,10.0,3.0,7.0,5.0,9.0,5.0,11.0
O,3.0,3.0,4.0,4.0,3.0,7.0,7.0,6.0,5.0,9.0,5.0,8.0,2.0,7.0,3.0,8.0
U,2.0,0.0,3.0,1.0,1.0,8.0,4.0,11.0,5.0,6.0,14.0,8.0,3.0,10.0,0.0,8.0
J,3.0,7.0,5.0,5.0,2.0,8.0,5.0,5.0,6.0,14.0,7.0,13.0,1.0,6.0,1.0,6.0
L,2.0,3.0,3.0,2.0,1.0,5.0,4.2333646,1.0,8.0,7.0,2.0,10.0,0.0,7.0,2.0,8.0
M,5.0,10.0,7.0,8.0,7.0,9.0,6.0,3.0,4.0,8.0,6.0,8.0,8.0,6.0,2.0,8.0
G,5.0,7.0,6.0,6.0,3.0,7.0,6.0,6.0,7.0,11.0,6.0,11.0,2.0,9.0,4.0,9.0
K,3.0,7.0,4.0,5.0,4.0,5.0,7.0,3.0,7.0,6.0,7.0,10.0,3.0,7.0,7.0,8.0
L,6.0,10.0,6.0,6.0,4.0,8.0,4.0,3.0,5.0,11.0,6.0,9.0,3.0,7.0,5.0,8.0
O,6.0,10.0,8.0,8.0,7.0,8.0,6.0,4.0,5.0,9.0,4.0,7.0,5.0,8.0,4.0,9.0
L,4.0,10.0,5.0,8.0,3.0,4.0,3.0,5.0,8.0,0.0,0.0,6.0,0.0,7.0,1.0,5.0
V,4.0,5.0,6.0,3.0,2.0,4.0,12.0,3.0,3.0,10.0,11.0,6.0,3.0,10.0,1.0,8.0
M,8.0,10.0,10.78501,7.0,8.0,4.0,7.0,3.0,5.0,9.0,10.0,10.0,8.0,6.0,2.0,7.0
U,3.0,2.0,4.0,4.0,1.0,7.0,4.0,12.0,6.0,7.0,14.059121,8.0,3.0,9.0,0.0,8.0
N,2.0,3.0,4.0,2.0,1.0,6.0,8.0,3.0,4.0,10.0,7.0,7.0,4.0,8.0,0.0,7.0
S,4.0,8.0,6.0,5.0,3.0,8.0,7.0,4.0,8.0,11.403728,6.0,8.0,2.0,10.0,4.0,9.0
Z,3.0,9.0,4.0,7.0,2.0,7.0,7.0,4.0,13.823196,9.0,6.0,8.0,0.0,8.0,8.0,8.0
M,3.0,4.0,4.0,6.0,3.0,7.0,7.0,11.0,2.0,7.0,8.0,8.0,8.0,6.0,0.0,8.0
X,3.0,4.0,4.0,3.0,2.0,7.0,8.0,3.0,9.0,6.0,6.0,8.0,2.0,8.0,6.0,7.0
K,6.0,8.0,8.0,6.0,5.0,6.0,7.0,3.0,7.0,6.0,6.0,9.0,6.0,8.0,5.0,8.0
D,5.0,7.0,7.0,6.0,8.0,7.0,8.0,5.0,4.0,7.0,5.0,6.0,5.0,7.0,8.0,5.0
Z,6.0,11.0,8.0,8.0,5.0,9.0,4.0,2.0,9.0,10.0,2.0,9.0,1.0,7.0,4.0,8.0
N,6.0,10.0,9.0,8.0,5.0,5.0,9.0,3.0,4.0,10.0,7.0,8.0,6.0,8.0,1.0,7.0
U,5.0,11.0,5.0,8.0,2.0,8.0,5.0,14.538062,6.0,6.0,14.0,8.0,3.0,9.0,0.0,8.0
V,8.0,11.0,8.0,6.0,3.0,6.0,9.0,5.0,4.0,9.0,9.0,6.0,6.0,12.0,3.0,8.0
I,2.0,4.0,2.0,3.0,1.0,7.0,8.0,0.0,7.0,13.0,6.0,7.0,0.0,8.0,1.0,8.0
P,4.0,9.0,6.0,7.0,5.0,6.0,11.0,3.0,4.0,13.0,5.0,3.0,0.0,10.0,2.0,9.0
E,5.0,10.0,7.0,8.0,7.0,7.0,7.0,6.0,2.0,7.0,6.0,10.0,6.0,10.0,8.0,10.0
G,4.0,8.0,5.0,5.0,3.0,7.0,6.0,6.0,7.0,10.0,6.0,12.0,2.0,9.0,5.0,9.0
D,3.0,2.0,5.0,3.0,3.0,7.0,7.0,6.0,6.0,7.0,6.0,4.0,4.0,8.0,3.0,7.0
W,5.0,6.0,5.0,4.0,4.0,2.0,10.0,3.0,2.0,10.0,10.0,8.0,6.0,11.0,1.0,7.0
V,5.0,8.0,7.0,6.0,7.0,8.0,5.0,4.0,3.0,7.0,7.0,8.0,8.0,9.0,5.0,8.0
Y,4.0,9.0,5.0,6.0,1.0,7.0,10.0,2.0,2.0,6.0,13.0,8.0,1.0,11.0,0.0,8.0
I,1.0,5.0,2.0,4.0,1.0,7.0,7.0,0.0,8.0,13.0,6.0,8.0,0.0,8.0,1.0,8.0
F,3.0,5.0,4.0,3.0,1.0,1.0,12.0,4.0,4.0,12.0,10.0,7.0,0.0,8.0,2.0,7.0
U,6.0,8.0,7.0,7.0,4.0,3.0,9.0,5.0,7.0,11.0,10.0,9.0,3.0,9.0,2.0,7.0
X,3.0,7.0,4.0,5.0,1.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0
B,9.0,12.0,8.0,6.0,6.0,11.0,5.0,3.6534748,5.0,11.0,2.0,8.0,6.0,7.0,7.0,11.0
X,2.0,1.0,3.0,2.0,1.0,7.0,7.0,4.0,8.0,6.0,6.0,8.0,3.0,8.0,5.0,8.0
P,1.0,1.0,1.0,1.0,0.0,6.0,11.0,7.0,2.0,9.0,6.0,5.0,1.0,9.0,3.0,8.0
Z,4.0,7.0,6.0,5.0,3.0,7.0,7.0,3.0,9.0,12.0,8.0,9.0,1.0,10.0,5.0,8.0
F,5.0,9.942985,5.0,6.0,3.0,5.0,11.0,4.0,5.0,10.0,8.0,4.0,2.0,10.0,3.0,5.0
W,6.0,8.0,7.0,6.0,4.0,7.0,9.0,3.0,3.0,9.0,9.0,7.0,8.0,11.0,2.0,7.0
P,2.0,5.0,2.0,3.0,2.0,5.0,11.0,7.0,1.0,10.0,6.0,4.0,1.0,10.0,3.0,8.0
G,3.0,5.0,4.0,3.0,2.0,6.0,7.0,5.0,6.0,10.0,6.0,10.0,2.0,10.0,4.0,10.0
D,4.0,9.0,5.0,6.0,5.0,6.0,8.0,7.0,6.0,7.0,6.0,5.0,4.0,7.0,4.0,8.0
E,3.0,8.0,4.0,6.0,3.0,3.0,8.0,5.0,9.0,7.0,6.0,13.0,0.0,8.0,6.0,8.0
A,3.0,6.0,6.0,5.0,5.0,8.0,8.0,3.0,5.0,7.0,9.0,5.0,5.0,10.0,4.0,6.0
H,6.0,7.0,8.0,5.0,5.0,8.0,7.0,3.0,5.0,10.0,5.0,8.0,5.0,9.0,4.0,8.0
L,2.0,4.0,3.0,3.0,1.0,7.0,6.0,1.0,7.0,10.0,6.0,9.0,1.0,9.0,4.0,8.0
M,6.0,8.0,8.0,6.0,7.0,8.0,6.0,2.0,4.0,10.0,6.0,8.0,8.0,8.0,3.0,8.0
R,6.0,9.0,8.0,6.0,8.0,8.0,6.0,6.0,3.0,7.0,6.0,7.0,3.0,7.0,7.0,9.0
I,2.0,11.0,0.0,8.0,1.0,7.0,7.0,4.0,3.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0
A,2.0,6.0,5.0,4.0,2.0,8.0,2.0,3.0,2.0,7.0,1.0,8.0,2.0,6.0,3.0,7.0
P,4.0,4.0,6.0,5.0,6.0,7.0,7.0,5.0,3.0,7.0,6.0,7.0,6.0,11.0,6.0,8.0
Q,3.0,5.0,4.0,6.0,3.0,8.0,8.0,6.0,2.0,7.0,6.0,11.0,3.0,9.0,5.0,8.0
I,4.0,7.0,6.0,5.0,3.0,9.0,7.0,3.0,7.0,12.0,4.0,6.0,3.0,8.0,5.0,9.0
L,4.0,8.0,4.0,6.0,5.0,7.0,6.0,6.0,4.0,7.0,6.0,9.0,2.0,8.0,5.0,10.0
B,4.0,8.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,5.0,2.0,8.0,7.0,8.0
N,7.0,9.0,9.0,7.0,4.0,10.0,7.0,3.0,7.0,11.0,3.0,5.0,5.0,9.0,1.0,8.0
P,1.0,1.0,2.0,1.0,1.0,5.0,11.0,8.0,2.0,10.0,6.0,3.0,1.0,9.0,3.0,8.0
H,3.0,5.0,4.0,3.0,3.0,7.0,7.0,6.0,6.0,7.0,6.0,9.0,3.0,8.0,3.0,8.0
B,4.0,9.0,6.0,6.0,7.0,7.0,7.0,7.0,5.0,7.0,6.0,7.0,3.0,8.0,6.0,10.0
G,1.0,0.0,2.0,1.0,0.0,8.0,7.0,6.0,5.0,6.0,6.0,9.0,1.0,7.0,5.0,10.0
A,2.0,7.0,4.0,5.0,2.0,12.0,3.0,3.0,2.0,10.0,2.0,9.0,2.0,6.0,3.0,8.0
K,2.0,3.0,3.0,2.0,2.0,6.0,7.0,3.0,5.0,6.0,6.0,9.0,3.0,8.0,3.0,10.0
J,4.0,8.0,6.0,8.0,5.0,8.0,8.0,3.0,4.0,7.0,6.0,5.0,3.0,8.0,6.0,6.0
V,5.0,5.0,6.0,3.0,2.0,4.0,12.0,2.0,3.0,9.0,11.0,7.8684063,3.0,11.0,1.0,7.0
E,3.0,6.0,5.0,5.0,3.0,6.0,9.0,4.0,7.0,11.0,8.0,7.0,2.0,8.0,4.0,7.0
I,0.0,4.0,0.0,3.0,0.0,7.0,7.0,1.0,7.0,7.0,6.0,8.0,0.0,8.0,2.0,8.0
J,2.0,3.0,3.0,2.0,1.0,8.0,6.0,5.0,5.0,13.0,5.0,11.0,1.0,6.0,1.0,7.0
