lettr,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
Z,4.0,9.0,6.0,6.0,3.0,7.0,8.0,2.0,9.0,11.0,8.0,7.0,3.0,8.0,6.0,5.0
V,4.0,7.0,5.0,4.0,2.0,8.0,11.0,3.0,7.0,5.0,11.0,9.0,2.0,10.0,1.0,9.0
A,2.0,5.0,4.0,4.0,2.0,9.0,3.0,2.0,2.0,7.0,2.0,8.0,2.0,6.0,2.0,8.0
H,4.0,7.0,6.0,5.0,5.0,8.0,7.0,3.0,6.0,10.0,6.0,9.0,3.0,8.0,3.0,8.0
E,3.0,6.0,4.0,5.0,4.0,7.0,7.0,4.0,7.0,7.0,6.0,9.0,3.0,8.0,5.0,11.0
Z,2.0,7.0,4.0,5.0,2.0,7.0,8.0,2.0,10.806204,11.0,7.0,9.0,1.0,9.0,6.0,7.0
A,2.0,1.0,3.0,3.0,1.0,6.0,3.0,2.0,1.0,6.0,2.0,8.0,2.0,6.0,1.062896,7.0
W,8.0,13.0,8.0,7.0,6.0,7.0,8.0,3.0,6.0,7.0,6.0,6.0,8.0,11.0,3.0,6.0
B,4.0,6.0,5.0,4.0,4.0,8.0,7.0,4.0,5.0,10.0,6.0,6.0,3.0,8.0,6.0,8.0
M,3.0,8.0,4.0,6.0,3.0,7.0,7.0,10.191923,1.0,7.0,9.0,8.0,8.0,6.0,0.0,8.0
N,2.0,2.0,3.0,3.0,2.0,7.0,8.0,5.0,4.0,7.0,6.0,7.0,4.0,8.0,1.0,7.0
L,6.0,13.906939,6.0,7.0,3.0,9.0,2.0,3.0,4.0,12.0,6.0,12.0,2.0,8.0,6.0,9.0
V,5.0,8.0,6.0,6.0,3.0,4.0,12.0,2.0,3.0,9.0,11.0,8.0,3.0,10.0,2.0,6.0
U,4.0,7.0,5.0,6.0,5.0,6.0,8.0,3.0,4.0,6.0,7.0,10.0,6.0,9.0,3.0,9.0
W,7.0,5.0,8.0,7.0,3.0,3.0,9.0,3.0,2.0,10.0,11.0,8.0,7.0,10.0,0.0,7.0
D,1.0,0.0,2.0,1.0,1.0,7.0,7.0,8.0,5.0,6.0,6.0,7.0,2.0,7.0,3.0,8.0
J,4.0,6.0,5.0,5.0,2.0,7.0,7.0,3.0,6.0,15.0,6.0,10.0,1.0,6.0,1.0,7.0
V,4.0,10.0,5.0,8.0,2.0,4.0,11.0,3.0,4.0,9.0,11.0,8.0,3.0,10.0,1.0,8.0
D,2.0,4.0,3.0,2.0,2.0,6.0,7.0,7.0,6.0,6.0,6.0,5.601055,2.0,8.0,3.0,8.0
V,3.0,3.0,5.0,4.0,1.0,8.0,8.0,4.0,2.0,6.0,14.0,8.0,3.0,10.0,0.0,8.0
U,6.0,8.0,6.0,6.0,4.0,3.0,8.0,4.0,6.0,10.0,11.0,9.0,3.0,9.0,2.0,6.0
H,3.0,8.0,4.0,6.0,2.0,7.0,6.0,14.94168,2.0,7.0,9.0,8.0,3.0,9.0,0.0,8.0
H,5.0,10.0,8.0,7.0,9.0,8.0,7.0,5.0,4.0,6.0,6.0,8.0,8.0,7.0,6.0,7.0
A,5.0,9.0,8.0,7.0,6.0,7.0,6.0,2.082197,4.0,4.0,2.0,6.0,5.0,7.0,5.0,4.0
J,4.0,9.0,5.0,7.0,2.0,13.0,3.0,5.0,5.0,14.0,1.0,9.0,0.0,7.0,0.0,8.0
V,1.0,0.0,2.0,0.0,0.0,8.0,11.0,2.0,4.0,5.0,11.0,8.0,0.0,9.0,0.0,8.0
D,2.0,6.0,5.0,4.0,6.0,9.0,7.0,4.0,5.0,7.0,5.0,6.0,5.0,8.0,7.0,5.0
D,6.0,11.0,6.0,6.0,3.0,11.0,4.0,5.0,5.0,12.577023,2.3369043,8.0,5.0,7.0,4.0,10.0
K,5.0,8.0,7.0,6.0,7.0,7.0,7.0,4.0,6.0,7.0,8.0,10.0,5.0,10.0,5.0,6.0
Y,2.0,3.0,4.0,4.0,1.0,7.0,10.0,2.0,2.0,7.0,13.0,8.0,1.0,11.0,0.0,8.0
O,5.0,10.0,7.0,8.0,4.0,8.0,7.0,8.0,8.0,9.0,6.0,10.0,3.0,9.0,4.0,7.0
Y,3.0,5.0,5.0,4.0,3.0,7.0,12.0,2.0,2.0,6.0,11.0,8.0,1.0,11.0,2.0,8.0
C,3.0,3.0,4.0,3.0,2.0,6.0,7.0,6.0,4.0,6.0,6.0,10.0,2.0,8.0,3.0,7.0
X,4.0,9.0,7.0,7.0,4.0,7.0,8.0,3.0,10.0,7.0,6.0,8.0,3.0,8.0,7.0,7.0
P,6.0,13.0,6.0,8.0,4.0,5.0,13.344208,7.0,2.0,12.0,5.0,3.0,1.0,10.0,4.0,8.0
Y,1.0,0.0,2.0,0.0,0.0,7.0,10.0,2.0,1.0,7.0,12.0,8.0,1.0,11.0,0.0,8.0
A,2.0,4.0,4.0,3.0,2.0,9.0,2.0,2.0,2.0,8.0,2.0,8.0,2.0,6.0,3.0,8.0
P,7.0,11.0,6.0,6.0,4.0,7.0,10.0,4.0,5.0,13.0,5.0,3.0,4.0,10.0,6.0,6.0
N,6.0,9.0,7.0,5.0,3.0,5.0,9.0,4.0,4.0,6.0,6.0,10.0,6.0,9.0,2.0,7.0
D,5.0,10.0,6.0,7.0,5.0,10.0,7.0,4.912812,8.0,11.0,3.0,6.0,3.0,8.0,4.0,10.0
U,10.0,12.0,9.0,8.0,5.0,6.0,6.0,5.0,5.0,7.0,6.0,9.0,6.0,8.0,3.0,7.0
P,4.0,7.0,6.0,9.0,8.0,8.0,6.0,5.0,2.0,7.0,6.0,8.0,6.0,11.0,8.0,11.0
T,10.0,14.0,9.0,8.0,4.0,7.0,8.418125,3.0,8.0,13.0,7.0,7.0,2.0,9.0,3.0,6.0
A,3.0,9.0,5.0,7.0,3.0,12.509428,3.0,3.0,2.0,9.782209,1.0,8.715415,2.0,7.0,2.0,8.0
S,4.0,8.0,5.0,6.0,3.0,7.0,6.0,5.0,8.0,5.0,6.0,9.0,0.0,9.0,9.0,8.0
C,4.0,9.0,5.0,7.0,3.0,6.0,8.0,8.0,9.0,10.0,6.0,11.0,2.0,11.0,4.0,8.0
N,3.0,3.0,4.0,5.0,2.0,7.0,7.0,14.0,2.0,5.0,6.0,8.0,6.0,8.0,0.0,8.0
P,6.0,10.0,7.0,7.0,5.0,9.0,8.0,5.0,5.0,11.0,3.0,3.0,3.0,10.0,4.0,8.0
T,3.0,5.0,5.0,6.0,1.0,5.0,14.0,1.0,7.0,9.0,11.0,7.0,0.0,8.0,0.0,8.0
C,5.0,10.0,6.0,8.0,2.0,5.0,7.0,6.845106,12.760872,7.0,6.0,14.0,0.0,8.0,4.0,8.0
U,4.0,2.381689,5.0,4.0,3.0,7.0,7.0,4.0,3.0,6.0,8.0,8.0,7.0,8.0,1.0,7.0
W,7.0,11.0,7.0,8.0,7.0,1.0,11.0,2.0,3.0,10.0,9.0,8.0,6.0,11.0,1.0,7.0
O,4.0,7.0,5.0,5.003832,4.0,7.0,8.0,8.0,4.0,11.0,7.0,9.0,3.0,8.0,3.0,7.0
M,3.0,6.0,5.0,4.0,4.0,10.0,3.0,2.0,2.0,9.0,4.0,8.0,5.0,5.0,1.0,8.0
F,2.0,6.0,4.0,6.0,2.0,1.0,11.0,4.0,5.0,10.0,11.0,9.0,0.0,8.0,2.0,7.0
J,3.0,9.0,4.0,7.0,2.0,12.690781,3.0,5.0,4.0,13.0,4.0,10.0,0.0,7.0,0.0,8.0
K,2.0,3.0,4.0,2.0,2.0,4.0,8.0,2.0,7.0,10.0,8.0,10.0,3.0,8.0,2.0,8.0
B,5.0,9.0,7.0,7.0,10.0,9.0,8.0,4.0,4.0,6.0,8.0,6.0,9.0,10.0,9.0,7.0
R,3.0,8.0,6.0,6.0,3.0,7.0,2.0,2.0,6.0,7.0,2.0,8.0,1.0,6.0,3.0,7.0
S,5.0,10.0,8.0,7.0,5.0,8.0,8.0,6.0,8.0,7.0,7.0,7.0,3.0,9.0,9.0,8.0
U,4.0,7.0,6.0,6.0,4.0,7.0,7.0,4.0,5.0,5.0,6.0,9.0,5.0,8.0,1.0,8.0
R,2.0,1.0,2.0,1.0,1.0,7.0,10.0,8.0,3.0,7.0,5.0,8.0,2.0,7.0,4.0,10.0
G,3.0,8.0,4.0,6.0,2.0,7.0,6.0,8.0,8.0,6.0,5.0,10.0,2.0,8.0,6.0,10.0
F,4.0,9.0,6.0,7.0,4.0,5.0,11.0,5.0,6.0,11.0,11.0,4.0,2.0,10.0,2.0,5.0
W,4.0,4.0,6.0,2.0,4.0,6.0,12.0,2.0,2.0,8.0,9.0,9.0,7.0,12.0,0.0,8.0
H,2.0,5.0,4.0,4.0,3.0,7.0,7.0,5.0,6.0,7.0,6.0,8.0,3.0,8.0,3.0,8.0
S,3.0,7.0,4.0,5.0,3.0,8.0,8.0,4.0,5.0,7.0,7.0,8.0,3.0,10.0,5.0,8.0
U,5.0,9.0,7.0,6.0,5.0,7.0,7.0,4.0,3.0,7.0,7.3266163,10.0,6.0,7.0,3.0,9.0
I,1.0,3.0,3.0,2.0,1.0,7.0,8.0,0.0,7.0,13.0,6.0,8.0,0.0,8.0,1.0,7.0
I,0.0,0.0,0.0,1.0,0.0,7.0,7.0,2.0,6.0,7.0,6.0,8.0,0.0,8.0,1.0,8.0
H,8.0,9.0,10.0,7.0,8.0,7.0,7.0,2.0,6.0,10.0,5.0,8.0,4.0,7.0,5.0,8.0
E,4.0,9.0,5.0,6.0,5.0,8.0,7.0,4.0,7.0,7.0,7.0,8.0,4.0,8.0,7.0,9.0
P,4.0,4.0,6.0,7.0,6.0,8.0,9.0,5.0,0.0,8.0,7.0,6.0,3.8298752,9.0,7.0,10.0
Q,4.0,9.0,5.0,8.0,3.0,8.0,8.0,7.0,6.0,7.0,8.0,7.0,3.0,8.0,6.0,11.0
B,3.0,7.0,4.0,5.0,4.0,6.0,8.0,8.0,6.0,7.0,6.0,7.0,2.0,8.0,7.0,8.0
S,7.0,13.0,7.0,7.0,3.0,7.0,7.0,3.0,7.0,12.0,6.0,7.0,3.0,9.0,5.0,5.0
U,3.0,7.0,4.0,6.0,4.0,7.0,7.0,5.0,7.0,6.0,6.0,8.0,2.0,7.0,2.0,7.0
U,2.0,2.0,3.0,4.0,3.0,7.0,8.0,5.0,5.0,7.0,6.0,8.0,3.0,9.0,7.0,7.0
S,2.0,5.0,3.0,4.0,2.0,7.0,8.0,6.0,6.0,7.0,6.0,6.0,3.0,9.0,7.0,8.0
U,5.0,9.0,6.0,7.0,4.0,3.0,8.0,5.0,7.0,10.0,8.0,9.0,3.0,8.0,2.0,6.0
U,6.0,10.0,8.0,8.0,5.0,8.0,7.0,4.0,9.0,4.6325116,8.0,8.0,3.0,9.0,2.0,7.0
E,4.0,10.0,4.0,8.0,3.0,3.0,8.0,6.0,11.0,7.0,6.0,14.0,0.0,8.0,7.0,7.0
P,0.0,0.0,1.0,0.0,0.0,5.0,10.0,5.0,2.0,9.0,6.0,6.0,0.0,9.0,2.0,8.0
U,5.0,9.0,7.0,6.0,10.0,8.0,6.312677,4.0,5.0,6.0,7.0,8.0,10.0,8.0,6.0,7.0
A,4.0,9.0,7.0,7.0,2.0,7.0,5.0,3.0,2.0,7.0,0.0,8.0,3.0,7.0,2.090915,8.0
L,6.0,13.0,6.0,7.0,3.0,7.0,6.0,3.0,7.0,10.0,7.0,10.0,3.0,9.0,4.0,8.0
B,3.0,6.0,5.0,4.0,4.0,9.0,6.0,3.0,6.0,10.0,5.0,7.0,2.0,8.0,5.3191724,10.0
A,4.0,11.0,4.0,5.0,3.0,10.0,3.0,2.0,2.0,8.0,4.0,9.0,5.0,6.0,3.0,8.0
C,4.0,4.0,5.0,6.0,2.0,5.0,7.0,6.0,9.0,6.0,6.0,12.0,1.0,8.0,4.0,8.0
Q,3.0,5.0,4.0,6.0,3.0,8.0,8.0,8.0,5.0,6.0,8.0,8.0,3.0,8.0,5.0,8.0
B,2.0,4.0,4.0,2.0,2.0,8.0,7.0,3.0,5.0,11.0,4.0,7.0,2.0,8.0,4.0,9.0
B,4.0,11.0,5.0,8.0,4.0,6.0,8.0,9.0,6.0,7.0,6.0,6.0,2.0,8.0,9.0,10.0
A,2.0,1.0,3.0,2.0,1.0,8.0,2.0,1.0,2.0,8.0,2.0,9.0,2.0,6.0,2.0,8.0
O,4.0,10.0,5.0,7.0,3.0,7.0,7.0,8.0,7.0,7.0,7.0,9.0,3.0,8.0,4.0,8.0
N,5.0,10.0,8.0,8.0,5.0,7.0,9.0,2.0,4.0,10.0,6.0,7.0,6.0,8.0,1.0,7.0
Q,3.0,6.0,4.0,5.0,2.0,7.0,5.0,8.0,6.0,5.0,4.0,7.0,3.0,8.0,4.0,8.0
J,4.0,10.0,5.0,8.0,3.0,9.0,7.0,0.0,8.0,11.0,4.0,8.0,0.0,7.0,1.0,7.0
A,5.0,10.0,6.0,8.0,2.0,7.0,6.0,3.0,1.0,7.0,0.0,8.0,3.0,7.0,2.0,8.0
G,2.0,2.0,4.0,4.0,2.0,7.0,6.0,7.0,6.0,6.0,6.0,10.0,2.0,8.0,5.0,10.0
M,6.0,10.0,9.0,8.0,9.0,7.0,6.0,7.0,3.0,6.0,7.0,9.0,10.0,7.0,4.0,7.0
A,2.0,8.0,4.0,6.0,2.0,11.0,3.0,3.0,3.0,10.0,1.0,9.0,2.0,6.0,2.0,8.0
E,2.0,2.0,3.0,4.0,3.0,7.0,7.0,5.0,6.0,7.0,7.0,8.0,3.0,8.0,5.0,10.0
I,3.0,5.0,5.0,4.0,2.0,7.0,9.0,0.0,7.0,13.0,6.0,6.0,2.0,10.0,3.0,7.0
V,9.0,11.0,8.0,8.0,4.0,5.0,11.0,4.0,4.0,9.0,10.0,5.0,4.0,11.0,1.0,8.0
J,1.0,4.0,3.0,2.0,0.0,7.0,6.0,2.0,6.0,15.0,6.0,9.0,0.0,7.0,0.0,7.0
Z,7.0,11.0,6.0,6.0,4.0,8.0,6.0,3.0,8.0,12.0,6.0,9.0,2.0,9.0,6.0,7.0
P,4.0,9.0,5.0,4.0,3.0,8.0,7.0,3.0,4.0,11.0,5.0,6.0,4.0,8.0,6.0,8.0
Y,3.0,8.0,4.0,6.0,1.0,8.0,10.0,2.0,3.0,6.0,12.0,8.0,1.0,11.0,0.0,8.0
C,7.0,11.0,8.0,8.0,9.0,5.0,8.0,4.0,5.0,7.0,7.0,10.0,7.0,9.0,7.0,5.0
C,2.0,1.0,2.0,3.0,1.0,6.0,7.0,6.0,9.0,7.0,6.0,13.0,0.0,8.0,4.0,9.0
O,3.0,9.0,4.0,6.0,3.0,8.0,8.0,7.0,4.0,8.0,6.0,8.0,3.0,8.0,3.0,7.0
A,4.0,11.0,6.0,8.0,4.0,13.0,3.0,3.0,3.0,10.0,1.0,8.0,2.0,6.0,2.0,8.0
S,6.0,10.0,6.0,6.0,4.0,8.0,7.0,3.0,6.0,11.0,6.0,8.0,2.0,9.0,5.0,8.0
J,3.0,8.0,5.0,6.0,2.0,9.0,5.0,3.0,6.0,14.70851,6.0,11.0,1.0,6.0,0.0,8.0
P,5.0,7.0,6.0,5.0,4.0,6.0,12.0,7.0,3.0,11.0,6.0,1.0336145,1.0,10.0,4.0,6.0
N,5.0,11.0,6.0,8.0,4.2843266,4.0,10.0,3.0,4.0,10.120465,10.0,9.0,5.0,8.0,1.0,8.0
V,8.069611,11.0,7.0,9.244133,4.0,8.0,10.0,5.0,4.0,6.0,9.0,5.0,5.0,11.0,4.0,7.0
E,2.0,8.0,4.0,6.0,4.0,6.0,7.0,7.0,9.0,6.0,5.0,9.0,3.0,8.0,5.0,8.0
O,2.0,4.0,4.0,3.0,2.0,7.0,7.0,6.0,4.0,9.0,6.0,8.0,2.0,8.0,2.0,8.0
D,4.0,5.0,6.0,4.0,3.0,6.0,8.0,5.0,6.0,11.0,6.0,6.0,3.0,8.0,4.0,7.0
E,5.0,9.0,8.0,7.0,5.0,10.0,6.0,2.0,8.0,11.0,4.0,9.0,3.0,6.0,5.0,11.0
A,2.0,2.0,3.0,1.0,1.0,10.0,2.0,2.0,1.0,9.0,2.0,9.0,1.0,6.0,2.0,8.0
T,4.0,7.0,6.0,6.0,5.0,5.0,7.0,4.0,6.0,8.0,6.0,10.0,5.0,7.0,5.0,8.0
P,5.0,10.0,6.0,8.0,4.0,7.0,11.0,5.0,3.0,11.0,5.0,2.0,1.0,10.0,3.0,8.0
D,6.0,10.0,6.0,8.0,5.0,6.0,7.0,11.0,10.0,6.0,5.0,6.0,3.0,8.0,4.0,8.0
M,4.0,7.0,5.0,5.0,3.0,7.0,7.0,10.0,2.0,7.0,9.0,8.0,8.0,6.0,0.0,8.0
I,3.0,9.0,4.0,7.0,2.0,7.0,8.0,0.0,7.0,14.0,6.0,7.0,0.0,9.0,2.0,8.0
O,4.0,9.0,5.0,7.0,4.0,6.0,7.0,8.0,5.0,8.0,7.0,8.0,3.0,8.0,3.0,8.0
V,5.0,5.0,5.0,4.0,2.0,3.0,12.0,3.0,4.0,10.0,11.0,7.0,2.0,10.0,1.0,8.0
K,3.0,4.0,4.0,5.0,3.0,7.0,7.0,4.0,4.0,7.0,6.0,9.0,3.0,9.0,4.0,8.0
M,3.0,6.0,6.0,4.0,4.0,9.0,6.0,3.0,4.0,9.0,5.0,7.0,7.0,6.0,2.0,8.0
U,4.0,7.0,5.0,5.0,2.0,7.0,8.0,7.0,7.0,7.0,10.0,9.0,3.0,9.0,1.0,8.0
C,3.0,5.0,4.0,4.0,2.0,5.0,9.0,8.0,8.0,9.0,8.953374,12.0,2.0,10.0,4.0,9.0
S,1.0,1.0,2.0,1.0,0.0,8.0,7.0,4.0,7.0,5.0,6.0,8.0,0.0,8.0,7.0,8.0
P,1.0,0.0,2.0,1.0,1.0,5.0,10.0,7.0,2.0,9.0,6.0,5.0,1.0,9.0,3.0,8.0
R,9.0,10.0,7.0,5.0,4.0,8.0,6.0,4.388436,5.0,7.0,4.0,7.0,6.0,6.473468,6.0,10.0
K,2.0,3.0,2.0,1.0,1.0,4.0,7.0,2.0,7.0,9.0,7.0,10.0,2.0,7.0,2.0,9.0
B,3.0,5.0,6.0,4.0,4.0,10.0,7.0,3.0,6.0,10.0,3.0,6.0,2.0,8.0,6.0,10.0
G,6.0,11.0,8.0,8.0,6.0,7.0,7.0,7.0,8.0,6.0,6.0,12.0,3.0,8.0,7.0,10.0
Q,4.0,11.0,5.0,11.0,6.0,9.0,8.0,7.0,2.0,4.670848,8.0,10.0,3.0,8.0,6.0,10.550809
G,4.0,8.0,5.0,6.0,3.0,7.0,7.0,7.0,7.0,6.0,6.0,11.112282,3.0,9.0,4.0,8.0
Y,2.0,4.0,3.0,2.0,2.0,5.0,9.0,1.0,6.0,9.0,11.0,9.0,1.0,11.0,2.0,8.0
U,5.0,5.0,5.0,7.0,2.0,7.0,5.0,14.0,4.0,7.0,14.0,8.0,3.0,9.0,0.0,8.0
E,4.0,6.0,5.0,4.0,4.0,6.0,8.0,3.0,8.0,10.0,7.0,8.0,2.0,8.0,5.0,9.0
W,6.0,11.0,6.0,7.0,4.0,3.0,9.0,2.0,4.0,9.0,10.0,8.0,8.0,11.0,1.0,6.0
B,6.0,10.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,7.0,4.0,5.0,5.0,6.0,9.0,8.0
P,6.0,10.0,8.0,8.0,4.0,5.0,10.0,12.0,5.0,8.0,5.0,4.0,2.0,10.0,4.0,8.0
R,2.0,7.0,4.0,5.0,2.0,6.0,10.0,8.0,4.0,7.0,5.0,8.0,2.0,7.0,5.0,11.0
I,3.0,11.0,4.0,8.0,2.0,8.0,7.0,0.0,7.0,14.0,6.0,8.088011,0.0,8.0,1.0,8.0
K,5.0,9.0,7.0,5.0,4.0,10.0,6.0,3.0,6.0,10.0,2.0,7.0,4.0,8.0,3.0,9.0
F,4.0,3.0,5.0,5.0,4.0,6.0,11.0,4.0,4.0,9.0,7.0,7.0,3.0,9.0,7.0,7.0
H,3.0,4.0,5.0,5.0,4.0,9.0,8.0,5.0,6.0,7.0,6.0,5.0,5.0,9.0,7.0,6.0
R,5.0,10.0,6.0,8.0,6.0,7.0,8.0,6.0,6.0,7.0,6.0,7.0,3.0,7.0,7.0,8.0
L,3.0,6.0,4.0,4.0,2.0,6.0,4.0,2.0,8.0,7.0,2.0,9.0,0.0,7.0,2.0,8.0
G,3.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,7.0,8.0,6.0,12.0,1.0,9.0,4.0,10.0
D,3.0,4.0,4.0,6.0,3.0,6.0,7.0,10.0,7.0,6.0,4.0,6.0,2.0,8.0,3.0,8.0
S,5.0,14.0,6.0,8.0,3.0,9.0,7.0,4.0,6.0,12.0,5.0,8.0,2.0,8.0,5.0,9.0
E,4.0,9.0,5.0,7.0,3.0,3.0,7.0,6.0,11.0,7.0,7.0,15.0,0.0,8.0,7.0,7.0
M,5.0,8.0,6.0,6.0,5.0,7.0,7.0,7.0,2.0,7.0,6.0,8.0,9.429544,6.0,0.0,8.0
