lettr,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
F,2.0,4.0,4.0,2.0,1.0,5.0,11.0,3.0,6.0,12.0,8.0,5.0,1.0,9.0,1.0,7.0
X,3.0,7.0,4.0,5.0,2.0,7.0,7.0,5.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0
A,3.0,6.0,4.0,4.0,2.0,8.0,2.0,3.0,1.0,6.0,2.0,7.0,2.0,7.0,2.0,7.0
X,3.0,5.0,4.0,4.0,3.0,7.0,7.0,4.0,8.0,6.0,6.0,9.0,2.0,7.0,6.0,8.0
G,2.0,4.0,2.0,2.0,1.0,7.0,7.0,4.0,4.0,9.0,6.0,8.0,2.0,9.0,3.0,9.0
U,4.0,4.0,5.0,4.0,2.0,7.0,8.0,5.0,7.0,7.0,8.0,9.0,3.0,9.0,1.0,8.0
M,6.0,10.0,9.0,8.0,12.112435,8.0,6.0,5.0,4.0,7.0,6.0,7.0,9.852626,8.0,4.0,5.0
C,4.0,5.0,5.0,4.0,2.0,6.0,7.0,7.0,9.0,7.0,6.0,13.0,1.0,9.0,4.0,9.0
V,9.916702,12.0,9.0,8.0,4.0,4.0,12.0,4.0,5.0,9.0,11.0,6.0,5.0,9.0,4.0,7.0
T,6.0,8.0,6.0,5.0,3.0,4.0,14.0,5.0,4.0,12.0,8.0,3.0,2.0,12.0,1.0,5.0
V,4.0,9.0,6.0,6.0,1.0,7.0,8.0,4.0,3.0,9.0,14.0,8.0,3.0,10.0,0.0,8.0
Q,3.0,4.0,5.0,5.0,5.0,9.0,8.0,5.0,0.0,6.0,6.0,10.0,5.0,11.0,4.0,10.0
G,6.0,11.0,6.0,6.0,3.0,7.0,7.0,5.0,5.0,9.0,5.0,6.0,5.0,8.0,5.0,7.0
G,4.0,8.0,4.0,6.0,3.0,6.0,6.0,6.0,6.0,11.0,7.0,11.0,2.0,9.0,4.0,9.0
F,2.0,4.0,3.0,3.0,2.0,5.0,10.0,3.0,5.0,10.0,9.0,6.0,1.0,10.0,3.0,7.0
S,4.0,5.0,5.0,4.0,2.5533042,7.0,7.0,2.0,6.0,10.0,5.0,7.0,2.0,8.0,3.0,8.0
R,5.0,11.0,6.0,8.0,6.0,6.0,8.0,7.0,5.0,6.0,6.0,9.0,3.0,7.0,8.0,7.0
Y,5.0,11.0,9.0,8.0,4.0,4.0,10.0,3.0,6.0,10.0,13.0,9.0,2.0,12.0,3.0,7.0
M,3.0,3.0,4.0,4.0,2.0,7.0,6.0,11.0,1.0,7.0,9.0,8.0,7.0,6.0,0.0,8.0
L,2.0,5.0,3.0,3.0,2.0,4.0,4.0,5.0,7.0,2.0,2.0,5.0,1.0,7.0,1.0,6.0
E,2.0,6.0,4.0,5.0,4.0,6.0,7.0,3.0,5.0,8.0,7.0,10.0,3.0,10.0,7.0,8.0
T,3.0,5.0,5.0,8.0,1.0,7.0,15.0,1.0,6.0,8.0,11.0,7.0,0.0,8.0,0.0,8.0
U,7.475563,10.0,7.0,6.0,3.0,7.0,6.0,5.0,4.0,6.0,8.0,7.0,6.0,5.0,3.0,6.0
U,3.0,2.0,4.0,3.0,2.0,7.0,8.0,5.0,6.0,6.0,9.0,9.0,3.0,9.0,0.0,8.0
O,3.0,3.0,4.0,4.0,2.0,7.0,7.0,8.0,6.0,7.0,6.0,8.0,2.0,8.0,3.0,8.0
T,5.0,10.0,6.0,8.0,4.0,4.0,11.0,2.0,6.0,12.0,11.0,5.0,2.0,11.0,2.0,4.0
R,2.0,3.0,4.0,3.0,2.0,9.0,6.0,2.0,5.0,9.0,3.0,7.0,2.0,7.0,3.0,9.0
J,2.0,8.0,2.0,6.0,1.0,14.360674,3.0,4.0,5.0,13.0,0.0,8.0,0.0,7.0,0.0,8.0
F,7.0,12.0,6.0,7.0,3.0,7.0,8.0,2.0,8.0,11.0,5.0,6.0,2.0,8.0,5.0,7.0
V,4.0,6.0,5.0,4.0,2.0,5.0,12.0,2.0,2.0,8.0,10.0,7.0,2.0,11.0,1.0,8.0
N,4.0,5.0,6.0,3.0,2.0,5.0,9.0,4.0,4.0,10.0,9.0,9.0,5.0,8.0,1.0,8.0
J,5.0,11.0,7.0,8.0,3.0,10.0,6.0,2.0,8.0,15.0,2.0,8.0,0.0,7.0,0.0,8.0
Z,4.0,5.0,6.0,5.0,3.0,7.0,7.0,2.0,9.0,11.0,6.0,8.0,1.0,8.0,6.0,8.0
U,6.0,8.0,6.0,6.0,4.0,3.0,8.0,5.0,7.0,10.0,9.0,9.0,3.0,9.0,2.0,6.0
N,5.0,10.0,5.0,8.0,3.0,7.0,7.0,14.638781,2.0,4.0,6.0,8.0,6.0,8.0,0.0,8.0
Z,1.0,3.0,4.0,2.0,1.0,7.0,8.0,2.0,8.0,11.0,6.0,7.0,1.0,8.0,5.0,7.0
H,2.0,0.0,2.0,1.0,1.0,7.0,7.0,10.0,0.0,7.0,6.0,8.0,3.0,8.0,0.0,8.0
E,2.0,2.0,3.0,3.0,2.0,7.0,7.0,6.0,7.0,7.0,6.0,9.0,2.0,8.0,6.0,8.0
I,6.0,9.0,9.0,8.0,8.0,7.0,8.0,5.0,6.0,7.0,6.0,9.0,4.825029,9.0,11.0,7.0
E,3.0,9.0,5.0,7.0,4.0,6.0,8.0,4.0,8.0,11.0,8.0,9.0,2.0,8.0,5.0,7.0
O,6.0,10.0,7.0,8.0,6.0,7.0,6.0,7.0,6.0,7.0,5.0,8.0,4.0,8.0,4.0,8.0
K,5.0,7.0,7.0,6.0,7.0,8.0,6.0,3.0,5.0,7.0,4.0,10.0,6.0,5.0,6.0,8.0
L,5.0,8.0,6.0,8.0,5.0,6.0,7.0,5.0,6.0,9.0,8.0,8.0,3.0,10.0,7.0,10.0
A,2.0,3.0,3.0,2.0,1.0,12.0,2.0,3.0,1.0,9.0,2.0,9.0,1.0,6.0,2.0,8.0
X,5.0,8.0,8.0,6.0,4.0,7.0,8.0,1.0,8.0,10.0,6.0,8.0,3.0,8.0,4.0,7.0
V,4.0,11.0,6.0,8.0,2.0,7.0,8.0,4.0,3.0,7.0,14.0,8.0,3.0,9.0,0.0,8.0
Y,3.0,4.0,5.0,6.0,1.0,7.0,10.0,3.0,2.0,7.0,12.0,8.0,1.0,10.0,0.0,8.0
U,3.0,5.0,3.0,3.0,2.0,7.0,6.0,12.867393,5.0,7.0,12.0,8.0,3.0,9.0,0.0,8.0
B,4.0,9.0,4.0,7.0,5.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,2.0,8.0,6.0,10.0
A,4.0,8.0,6.0,6.0,6.0,8.0,8.0,7.0,4.5363197,6.0,6.0,9.0,3.0,7.0,6.0,4.0
S,4.0,8.0,4.0,4.0,2.0,8.0,4.0,4.0,4.0,8.0,2.0,7.0,3.0,7.0,4.0,8.0
U,6.0,10.0,6.0,6.0,3.0,7.0,5.0,5.0,5.0,5.0,7.0,6.0,6.0,7.0,3.9175155,6.0
G,4.0,11.0,6.0,8.0,4.0,6.031885,6.0,8.0,7.0,7.0,5.0,12.0,2.0,9.0,5.0,7.0
I,1.0,6.0,1.0,6.0,1.0,7.0,7.0,0.0,8.0,7.0,6.0,8.0,0.0,8.0,3.0,8.0
Y,4.0,5.0,4.0,4.0,2.0,3.0,10.0,2.0,6.0,11.0,11.0,6.0,0.0,10.0,2.0,4.0012527
U,2.0,2.0,4.0,3.0,1.0,5.0,8.0,6.0,6.0,9.0,11.0,8.0,3.0,10.0,0.0,8.0
W,4.0,6.0,6.0,5.0,2.0,6.0,7.0,5.0,1.0,7.0,10.0,8.0,7.0,10.0,0.0,8.0
T,9.0,11.0,7.0,6.0,3.0,6.0,9.0,2.0,9.0,12.0,7.0,6.0,2.0,9.0,4.0,4.0
I,4.0,11.0,6.0,8.0,5.0,7.0,7.0,6.0,6.0,7.0,4.0,7.0,2.0,7.0,6.0,9.0
A,2.0,6.0,4.0,4.0,2.0,9.0,2.0,2.0,2.0,9.0,2.0,9.0,2.0,6.0,3.0,7.0
H,5.0,11.0,7.0,8.0,8.0,7.0,7.0,8.0,5.0,7.0,5.0,6.0,3.0,7.0,7.0,11.0
X,6.0,9.0,7.0,6.0,3.0,6.0,9.0,2.0,8.0,11.0,9.0,9.0,3.0,10.0,4.0,6.0
X,4.0,9.0,5.0,6.0,3.0,7.0,7.0,0.0,7.0,10.0,7.0,8.0,3.0,8.0,3.0,7.0
D,5.0,6.0,6.0,5.0,5.0,7.0,7.0,5.0,7.0,8.0,6.0,8.0,4.0,8.0,5.0,6.0
P,5.0,10.0,6.0,7.0,7.0,9.0,8.0,4.0,4.0,7.0,8.0,6.0,4.0,9.0,4.0,4.0
A,3.0,7.0,5.0,4.0,2.0,8.0,5.0,3.0,1.0,7.0,1.0,8.0,2.0,7.0,3.0,8.0
N,5.0,9.0,5.0,7.0,3.0,7.0,7.0,15.0,2.0,4.0244627,6.0,8.0,6.0,8.0,0.0,8.0
D,7.0,11.0,9.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,11.0,8.0,7.0,5.0,5.0
G,5.0,11.0,5.0,5.0,4.0,7.0,6.0,4.0,3.0,9.0,6.0,7.0,4.0,9.0,9.0,8.0
W,3.0,7.0,5.0,5.0,8.0,9.0,6.0,4.0,1.0,7.0,6.0,8.0,8.0,11.0,1.0,7.0
Y,1.0,0.0,2.0,0.0,0.0,7.0,10.0,2.0,2.0,7.0,11.0,8.0,1.0,10.0,0.0,8.0
L,4.0,9.0,4.0,7.0,1.0,0.0,0.0,5.0,6.0,0.0,0.0,6.0,0.0,8.0,0.0,8.0
Y,5.0,5.0,5.0,4.0,3.0,4.0,10.0,2.0,8.0,12.0,10.0,5.0,1.0,11.0,2.0,4.0
B,2.0,6.0,3.0,4.0,3.0,7.0,7.0,6.0,5.0,5.0,6.0,6.0,2.0,8.0,7.0,9.0
L,2.0,4.0,3.0,3.0,1.0,4.0,4.0,4.0,8.0,1.6215731,1.0,7.0,0.0,7.0,1.0,6.0
D,3.0,5.0,4.0,6.0,3.0,6.0,7.0,10.0,9.0,6.0,5.0,6.0,3.0,8.0,4.0,8.0
I,1.0,7.0,2.0,5.0,2.0,7.0,7.0,0.0,7.0,7.0,6.0,8.0,0.0,8.0,2.0,8.0
Q,4.0,6.0,4.0,6.0,4.0,8.0,8.0,5.0,2.0,7.0,8.0,9.0,3.0,10.0,5.0,6.0
A,4.0,10.0,6.0,8.0,6.0,8.0,7.0,5.0,6.0,6.0,6.0,6.0,4.0,7.0,6.0,6.0
V,4.0,9.0,5.0,7.0,4.0,8.0,11.0,3.0,2.0,6.0,10.0,9.0,5.0,10.0,6.0,6.0
F,6.0,9.0,5.0,6.0,3.0,1.0,13.0,5.0,5.0,12.0,9.0,6.0,0.0,8.0,2.0,5.0
T,4.0,9.0,5.0,6.0,5.0,6.0,11.0,3.0,7.0,10.0,9.0,4.0,2.0,11.0,3.0,5.0
J,2.0,8.0,3.0,6.0,1.0,12.264822,2.0,9.0,4.0,13.0,4.0,12.0,1.0,6.0,0.0,8.0
U,4.0,8.0,4.0,6.0,2.0,7.0,5.0,14.0,4.0,6.0,13.2922325,8.0,3.0,9.0,0.0,8.0
O,5.0,10.0,6.0,8.0,6.0,7.0,4.0,7.0,4.0,7.0,6.0,12.0,7.0,7.0,6.0,6.0
U,2.0,0.0,3.0,1.0,0.0,7.0,5.0,11.0,5.0,7.0,12.0,8.0,3.0,9.0,0.0,8.0
R,10.7584715,11.0,8.0,6.0,5.0,9.0,7.0,6.0,5.0,10.0,2.0,9.0,7.0,5.0,6.0,10.0
I,5.0,10.0,5.0,7.0,3.0,8.0,6.0,0.0,8.0,14.0,6.0,9.0,0.0,8.0,1.0,8.0
W,4.0,9.0,6.0,7.0,9.0,8.0,7.0,5.0,2.0,7.0,6.0,8.0,11.0,10.0,3.0,5.0
P,8.873113,11.0,7.0,6.0,3.0,7.0,8.0,7.0,4.0,13.0,4.0,5.0,5.0,9.0,4.0,8.0
K,3.0,2.0,5.0,3.0,2.0,6.0,7.0,4.0,8.0,7.0,6.0,10.0,3.0,8.0,5.0,10.0
E,3.0,8.0,4.0,5.0,4.0,7.0,7.0,5.0,9.0,5.0,5.0,11.0,3.0,8.0,6.0,8.0
V,1.0,3.0,2.0,2.0,1.0,6.0,12.0,3.0,2.2184627,8.0,11.0,8.0,2.0,11.0,1.0,8.0
C,2.0,1.0,3.0,3.0,2.0,6.0,8.0,7.0,8.0,9.0,7.1031017,13.0,1.0,10.0,4.0,10.0
