lettr,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
Y,6.0,9.0,6.0,6.0,3.0,3.0,10.0,2.0,7.0,10.0,11.0,7.0,1.0,11.0,2.0,5.0
M,5.0,5.0,8.0,4.0,7.0,6.0,9.0,5.0,4.0,6.0,5.0,8.0,11.540472,8.0,6.0,9.0
T,3.0,3.0,4.0,2.0,1.0,5.0,11.0,3.0,7.0,11.0,9.0,5.0,1.0,10.0,2.0,5.0
W,7.0,9.0,6.0,6.0,5.0,4.0,11.0,2.0,3.0,9.0,9.0,7.0,6.0,11.0,1.6441578,6.0
A,3.0,8.0,5.0,6.0,3.0,11.0,2.0,2.0,2.0,9.0,2.0,9.0,3.0,5.0,3.0,9.0
C,5.0,11.0,5.2268953,8.0,4.0,4.0,7.0,6.0,7.0,10.0,8.0,15.0,3.0,10.0,5.0,8.0
L,3.0,10.0,4.0,8.0,1.0,0.0,1.0,5.0,6.0,0.0,0.0,7.0,0.0,8.0,0.0,8.0
A,1.0,0.0,2.0,0.0,0.0,7.0,4.0,2.0,0.0,7.0,2.0,8.0,2.0,7.0,1.0,8.0
N,3.0,5.0,4.0,3.0,3.0,7.479982,8.0,5.0,5.0,7.0,6.0,6.0,5.0,8.0,2.0,6.0
X,5.0,12.0,5.0,8.0,4.0,8.0,7.0,3.0,7.0,7.0,6.0,7.0,3.0,9.0,5.0,6.0
R,4.0,7.0,5.0,5.0,4.0,9.0,7.0,3.0,6.0,10.0,3.0,7.0,3.0,6.0,4.0,9.0
R,4.0,8.0,4.0,5.0,2.0,5.0,12.0,7.0,4.0,7.0,3.0,9.0,2.0,7.0,6.0,11.0
R,5.0,9.0,8.0,6.0,6.0,8.0,8.0,6.0,5.0,9.0,4.0,6.0,3.0,6.0,5.0,10.0
F,4.0,4.0,4.0,7.0,2.0,1.0,13.469972,4.0,3.0,11.0,10.0,6.0,0.0,8.0,3.0,6.0
E,5.0,12.0,7.0,8.0,7.0,7.0,7.0,5.0,8.0,6.0,5.0,9.0,6.0,8.0,6.0,8.0
L,5.0,11.0,6.0,8.0,4.0,6.0,4.0,4.0,9.036193,4.0,2.0,5.0,3.0,6.0,2.0,5.0
O,4.0,9.0,6.0,7.0,3.0,6.0,7.0,9.0,7.0,6.0,6.0,7.0,3.0,8.0,4.0,8.0
D,3.0,5.0,4.0,4.0,3.0,7.0,7.0,8.0,7.0,7.0,6.0,5.0,2.0,8.0,3.0,7.0
O,4.0,9.0,5.0,6.0,3.0,7.0,6.0,4.0,4.0,7.0,3.0,6.0,3.0,8.0,4.0,8.0
Y,6.0,8.0,7.0,6.0,4.0,4.0,10.0,3.0,7.0,11.0,11.0,6.0,2.0,11.0,2.0,6.0
M,5.0,7.0,7.0,5.0,7.0,8.0,7.0,3.0,4.0,9.0,6.0,8.0,8.0,4.4274726,2.0,8.0
G,3.0,3.0,5.0,2.0,2.0,7.0,7.0,3.0,5.0,10.0,7.0,8.0,2.0,8.0,3.0,8.0
R,5.0,11.0,7.0,8.0,9.0,8.0,7.0,4.0,4.0,6.0,7.0,9.0,6.0,9.0,6.0,6.0
Z,3.0,9.0,4.0,7.0,4.0,7.0,7.0,3.0,12.237231,9.0,6.0,9.0,0.0,8.0,8.0,8.0
Q,2.0,1.0,2.0,4.0,2.0,7.0,7.0,8.0,6.0,6.0,4.0,7.0,2.0,8.0,4.0,8.0
X,7.0,15.0,7.0,8.0,5.0,9.0,6.0,3.0,7.750937,10.0,3.0,6.0,4.0,7.0,4.0,8.0
Q,4.0,8.0,5.0,8.0,6.0,9.0,6.0,8.0,3.0,5.0,6.0,9.0,3.0,8.0,6.0,9.0
P,5.0,10.0,6.0,8.0,6.0,7.0,8.0,5.0,5.0,7.0,8.0,9.0,3.0,9.0,8.99343,10.0
Z,2.0,3.0,4.0,4.0,2.0,7.0,7.0,2.0,9.0,11.0,6.0,8.0,1.0,8.0,5.0,7.0
K,5.0,10.0,8.0,7.0,6.0,5.0,7.0,4.0,7.0,6.0,6.0,11.0,4.0,7.0,6.0,10.0
U,5.0,8.0,6.0,6.0,3.0,6.0,8.0,7.0,10.0,9.0,10.0,8.0,3.0,9.0,1.0,8.0
Z,1.0,3.0,2.0,2.0,1.0,8.0,8.0,4.0,7.0,7.0,7.0,7.0,1.0,8.0,6.0,9.0
B,4.0,4.0,4.0,6.0,3.0,6.0,7.0,8.0,7.0,7.0,6.0,6.0,2.0,8.0,10.0,10.0
Y,5.0,7.0,5.0,4.0,3.0,6.0,8.0,1.0,7.0,9.0,9.0,5.0,3.0,11.0,4.0,4.0
W,11.0,14.0,10.0,8.0,5.0,6.0,10.0,3.0,3.0,7.0,10.0,7.0,9.0,13.232735,1.0,6.0
J,4.0,9.0,6.0,11.0,6.0,8.0,7.0,4.0,4.0,7.0,6.0,7.0,3.0,9.0,10.0,9.0
U,5.0,9.0,5.0,7.0,2.0,7.0,4.0,14.550861,5.0,7.0,13.0,8.0,3.0,9.0,0.0,8.0
B,4.0,10.0,7.0,8.0,9.300682,8.0,6.099979,5.0,4.0,6.0,7.0,7.0,7.0,10.0,11.252463,9.0
L,4.0,7.0,5.0,5.0,2.0,3.0,4.0,5.0,7.0,3.0,2.0,6.0,0.0,7.0,2.0,6.0
D,6.0,10.0,6.0,7.0,4.0,7.0,8.0,7.0,5.0,5.0,5.0,12.0,4.0,9.0,5.0,6.0
N,2.0,3.0,4.0,1.5708936,1.0,5.0,9.0,2.0,4.0,10.0,8.0,8.0,4.0,8.0,0.0,8.0
I,1.0,4.0,0.0,7.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0
E,5.0,8.0,6.0,6.0,6.0,6.0,7.0,6.0,10.0,7.0,7.0,11.0,3.0,8.0,7.0,7.0
V,8.0,11.0,7.0,6.0,3.0,7.0,8.0,4.0,3.0,9.0,7.0,6.0,5.0,12.0,2.0,8.0
R,3.0,4.0,4.0,2.0,2.0,7.0,8.0,6.0,7.0,7.0,6.0,8.0,3.0,7.0,4.0,8.0
B,3.0,3.0,4.0,4.0,3.0,8.0,7.0,5.0,6.0,6.0,6.0,5.0,2.0,8.0,6.0,9.0
M,5.0,8.0,7.0,6.0,7.0,9.0,6.0,5.0,5.0,7.0,7.0,8.0,7.0,8.0,3.0,5.0
D,4.0,6.0,5.0,4.0,2.0,10.0,5.0,4.0,5.0,11.0,2.0,8.0,2.0,8.0,2.0,9.0
N,6.0,10.0,7.0,5.0,2.0,7.0,8.0,2.0,4.0,12.0,6.0,8.0,5.0,8.0,0.0,7.0
Y,3.0,5.0,5.0,7.0,2.0,8.0,10.0,3.0,2.0,6.0,13.0,8.0,2.0,11.0,0.0,8.0
E,3.0,4.0,4.0,6.0,2.0,4.0,7.0,6.0,10.0,7.0,6.0,13.0,0.0,8.0,6.0,8.0
Z,6.0,11.0,8.0,8.0,5.0,7.0,8.0,3.0,10.331721,12.0,7.0,6.0,3.0,8.0,8.0,6.0
I,3.0,10.0,3.0,8.0,2.0,7.0,7.0,0.0,9.364799,7.0,6.0,8.0,0.0,8.0,4.0,8.0
Y,2.0,4.0,4.0,5.0,1.0,9.0,10.0,2.0,3.0,6.0,12.0,8.0,1.0,11.0,0.0,8.0
S,2.0,1.0,2.0,2.0,1.0,7.0,7.0,4.0,8.0,5.0,6.0,8.0,0.0,9.0,6.0,8.0
Y,3.0,7.0,5.0,8.0,7.0,10.0,6.0,4.0,2.986279,7.0,7.0,8.0,3.0,10.0,6.0,9.0
C,3.0,10.0,4.0,8.0,4.0,5.0,7.0,6.0,7.0,6.0,6.0,13.0,1.0,8.0,4.0,9.0
E,4.0,9.0,6.0,7.0,6.0,6.0,8.0,4.0,7.0,10.0,9.0,10.0,3.0,8.0,5.0,7.0
O,4.0,6.0,6.0,5.0,3.0,8.0,7.0,8.0,7.0,7.0,6.0,8.0,3.0,10.0,3.0,8.0
X,4.0,10.0,6.0,8.0,3.0,7.0,7.0,3.0,9.0,6.0,6.0,8.0,3.0,8.0,7.0,7.0
V,2.0,0.0,3.0,1.0,0.0,8.0,8.0,4.0,0.0,6.0,12.0,8.0,3.0,10.0,0.0,8.0
P,4.0,6.0,5.0,4.0,2.0,6.0,11.0,4.0,4.0,11.0,6.0,1.0427855,2.0,10.0,3.0,6.0
S,4.0,7.0,5.0,5.0,3.0,7.0,7.0,5.0,8.0,5.0,6.0,9.0,0.0,8.0,8.909207,8.0
Y,4.0,6.0,5.0,7.0,6.0,10.0,10.305673,5.0,3.0,6.0,7.0,7.0,6.0,11.0,7.0,5.0
D,3.0,6.0,5.0,4.0,3.0,10.0,6.0,3.0,6.0,11.0,3.0,6.0,3.0,8.0,3.0,9.0
H,5.0,7.0,6.0,6.0,5.0,7.0,6.0,5.0,5.0,9.0,7.0,9.0,3.0,7.0,5.0,9.0
L,3.0,5.0,3.0,4.0,1.0,0.0,1.0,6.0,6.0,0.0,1.0,5.0,0.0,8.0,0.0,8.0
L,2.0,0.0,2.0,1.0,0.0,3.0,0.0,6.0,4.0,0.0,3.0,4.0,0.0,8.0,0.0,8.0
O,2.0,3.0,3.0,2.0,2.0,7.0,7.0,7.0,4.0,7.0,6.0,8.0,2.0,8.0,2.0,8.0
R,7.0,10.0,8.0,8.0,5.0,9.0,8.0,4.0,7.0,9.0,2.0,8.0,3.0,6.0,5.0,10.0
D,4.0,9.0,5.135636,7.0,5.0,8.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,5.0,7.0
P,4.0,8.0,6.0,11.275547,10.953612,7.0,9.0,4.0,0.9860685,10.0,7.0,6.0,10.0,11.0,7.0,9.0
R,5.0,7.0,5.0,8.0,5.0,6.0,8.0,7.0,4.0,7.0,5.0,9.0,5.0,7.0,6.0,11.531608
C,3.0,5.0,5.0,4.0,2.0,4.0,9.0,5.0,8.0,11.0,9.0,11.0,1.0,9.0,3.0,7.0
E,3.0,5.0,5.0,3.0,2.0,6.0,7.0,2.0,8.0,11.0,7.0,9.0,2.0,8.0,4.0,8.0
P,3.0,0.14563332,3.0,2.0,2.0,5.0,9.0,4.0,4.0,9.0,8.0,4.0,1.0,10.0,3.0,7.0
Z,3.0,7.0,4.0,5.0,2.0,7.0,7.0,6.0,10.0,6.0,6.0,8.0,1.0,8.0,7.0,8.0
J,0.0,0.0,1.0,0.0,0.0,12.0,4.0,6.0,3.0,12.0,4.0,10.0,0.0,7.0,0.0,8.0
L,3.0,11.0,6.0,8.0,4.0,7.0,4.0,0.0,8.0,8.0,3.0,10.0,0.0,7.0,4.0,7.0
B,4.0,7.0,5.0,5.0,5.0,7.0,8.0,5.0,5.0,7.0,6.0,9.0,5.0,9.0,7.0,7.0
U,7.0,9.0,7.0,6.0,4.0,4.0,7.0,5.0,8.0,10.0,9.0,9.0,3.0,11.0,3.0,5.0
F,3.0,9.0,5.0,7.0,2.0,0.0,11.0,5.0,6.0,12.0,11.0,9.0,0.0,8.0,2.0,6.0
G,4.0,7.0,6.0,5.0,7.0,7.0,7.0,5.0,4.0,7.0,6.0,8.0,7.0,10.0,7.0,9.0
W,4.0,8.0,5.0,5.0,4.0,8.0,9.0,3.0,2.0,9.0,6.0,6.0,3.0,10.0,3.0,6.0
A,2.0,3.0,3.0,3.0,2.0,9.0,2.0,3.0,2.0,9.0,2.0,9.0,1.0,7.0,2.0,9.0
B,5.0,10.0,6.0,7.0,6.0,6.0,6.0,6.0,4.0,7.0,6.0,7.0,4.0,8.0,7.0,7.0
Q,4.0,5.0,6.0,5.0,4.0,8.0,7.0,6.0,4.0,7.0,6.0,9.0,3.0,8.0,5.0,9.0
N,3.0,7.0,3.0,5.0,2.0,7.0,7.0,13.399702,2.0,5.0,6.0,8.0,5.0,8.0,0.0,8.0
X,5.0,9.0,8.0,8.0,7.0,7.0,7.0,3.0,7.0,7.0,8.0,11.0,4.0,8.0,7.0,7.0
Z,2.0,4.0,2.0,4.0,2.0,6.0,8.0,5.0,9.0,6.0,6.0,9.0,3.0,8.0,7.0,8.0
A,5.0,11.0,9.0,8.0,8.0,8.0,4.0,1.0,3.0,7.0,3.0,8.0,6.0,5.0,4.0,7.0
T,3.0,10.0,4.0,7.0,1.0,6.0,14.410736,0.0,6.0,8.0,11.0,8.0,0.0,8.0,0.0,8.0
Q,7.0,8.0,7.0,9.0,7.0,8.0,8.0,6.0,2.0,6.0,8.0,11.0,4.0,8.0,7.0,8.0
V,4.0,6.0,4.0,5.0,2.0,4.0,11.0,3.0,4.0,10.0,11.0,7.0,2.0,10.0,1.0,8.0
L,2.0,6.0,2.0,4.0,1.0,0.0,0.08945452,6.0,5.0,0.0,1.0,6.0,0.0,8.0,0.0,8.0
G,5.0,11.0,5.0,7.0,3.0,8.0,6.0,8.0,7.0,10.0,6.0,11.0,2.0,9.0,5.0,9.0
V,3.0,11.0,5.0,8.0,4.0,5.0,10.0,4.0,3.0,9.0,12.0,8.0,2.0,11.0,0.0,7.0
S,4.0,7.0,5.0,5.0,2.0,7.0,8.0,3.0,7.0,11.0,6.0,7.0,2.0,8.0,4.0,7.0
F,4.0,5.0,4.0,7.0,2.0,2.0,13.411077,4.0,3.0,12.0,10.0,6.0,0.0,8.0,2.0,6.0
G,3.0,4.0,5.0,4.0,2.0,7.0,7.0207653,7.1898184,7.0,5.0,8.0,10.0,2.0,7.0,4.0,9.0
Z,1.0,0.0,1.5172892,0.0,0.0,7.0,7.0,2.0,9.0,8.0,6.0,8.0,0.0,8.0,5.0,8.0
T,2.0,6.0,2.0,4.0,1.0,7.0,13.0,0.0,6.0,7.0,11.0,8.0,0.0,8.0,0.0,8.0
L,9.0,14.880906,8.0,8.0,4.0,8.0,4.0,4.0,7.0,12.0,5.0,9.0,2.0,9.0,6.0,6.0
X,3.0,2.0,4.0,2.0,2.0,7.0,7.0,3.0,7.0,7.0,6.0,7.0,2.0,8.0,5.0,8.0
W,6.0,10.0,8.0,9.0,10.898574,9.0,9.0,3.0,2.0,7.0,7.0,7.0,10.0,10.0,5.0,8.0
V,4.0,9.0,6.0,7.0,3.0,9.0,8.0,4.0,2.0,7.0,13.0,8.0,3.0,10.0,0.0,8.0
B,4.0,4.0,3.0,5.0,3.0,6.0,7.0,9.0,7.0,7.0,6.0,7.0,2.0,8.0,9.0,10.0
G,2.0,4.0,3.2370555,5.0,2.0,6.0,6.0,7.0,7.0,6.0,6.0,9.0,2.0,8.0,5.0,9.0
G,6.0,8.0,8.0,7.0,9.0,7.0,7.0,6.0,4.0,7.0,7.0,9.0,9.0,11.0,9.52828,8.0
O,3.0,4.0,4.0,3.0,3.0,7.0,7.0,7.0,5.0,7.0,6.0,8.0,2.0,8.0,3.0,8.0
A,4.0,6.0,7.0,5.0,4.0,6.0,5.0,1.0,2.0,5.0,3.0,7.0,3.0,7.0,5.0,4.0
B,5.0,10.0,5.0,6.0,3.0,7.0,8.0,9.0,7.0,7.0,6.0,6.0,3.0,8.0,9.0,10.0
X,2.0,5.0,3.0,3.0,1.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,3.0,8.0,5.0,8.0
X,4.0,4.0,5.0,4.0,3.0,7.0,7.0,4.0,8.0,7.0,6.0,8.0,3.0,8.0,6.0,8.0
M,4.0,6.0,5.0,4.0,4.0,8.0,6.0,6.0,4.0,6.0,7.0,7.0,8.0,6.0,2.0,6.0
B,5.0,9.0,5.0,7.0,6.0,6.0,8.0,8.0,6.0,7.0,5.0,7.0,2.0,8.0,9.0,10.0
E,3.0,7.0,4.0,5.0,4.0,8.0,7.0,4.0,5.0,10.0,6.0,9.0,2.0,8.0,6.0,10.0
A,1.0,0.0,3.0,0.0,0.0,8.0,3.0,2.0,0.0,7.0,1.0,8.0,2.0,6.0,1.0,7.0
E,4.0,9.0,4.0,5.0,2.0,7.0,9.0,3.0,7.0,10.0,7.0,8.0,1.0,8.0,6.0,9.0
D,2.0,2.0,3.0,4.0,2.0,6.0,7.0,9.0,7.0,7.0,6.0,6.0,2.0,8.0,4.0,8.0
E,3.0,7.0,4.0,5.0,2.0,3.0,6.0,6.0,11.0,7.0,7.0,14.173762,0.0,8.0,7.0,7.0
W,9.877587,10.0,10.0,7.0,6.0,2.0,10.0,2.0,4.0,11.0,11.0,9.0,8.0,10.0,1.0,7.0
A,2.0,4.0,3.0,2.0,1.0,11.0,3.0,2.0,1.0,10.0,2.0,9.0,2.0,6.0,2.0,9.0
Q,5.0,8.0,6.0,6.0,3.0,7.0,6.0,8.0,8.0,6.0,3.0,8.0,3.0,8.0,4.0,8.0
U,6.0,10.0,8.0,7.0,6.0,7.0,7.0,8.0,5.0,5.0,7.0,11.0,3.0,9.0,5.0,5.0
F,2.0,6.0,3.0,4.0,1.0,1.0,12.0,5.0,4.0,11.0,10.0,7.0,0.0,8.0,2.0,6.0
G,2.0,3.0,3.0,2.0,2.0,6.0,7.0,5.0,4.0,9.0,8.0,9.0,2.0,8.0,4.0,9.0
Q,5.0,9.0,6.0,8.0,6.0,7.0,7.0,6.0,4.0,8.0,8.0,10.0,3.0,8.0,6.0,8.0
L,2.0,7.0,4.0,6.0,2.0,6.0,4.0,1.0,8.0,7.0,2.0,11.0,0.0,7.0,3.0,7.0
R,3.0,6.0,3.0,4.0,3.0,7.0,8.0,7.0,4.0,7.0,5.0,7.0,2.0,8.0,4.0,10.0
R,2.0,4.0,4.0,2.0,2.0,8.0,7.0,3.0,5.0,10.0,4.0,7.0,2.0,7.0,3.0,10.0
E,2.0,4.0,3.0,3.0,2.0,7.0,7.0,3.0,7.0,11.0,7.0,9.0,2.0,9.0,4.0,10.0
D,3.0,7.0,4.0,6.0,5.0,9.0,7.0,5.0,5.0,7.0,5.0,7.0,3.0,8.0,7.0,6.0
Q,5.0,9.0,6.0,10.0,5.0,8.0,7.0,8.0,5.0,6.0,9.0,9.0,3.0,8.0,6.0,9.0
J,2.0,5.0,4.0,4.0,3.0,8.0,7.0,3.0,4.0,8.0,6.0,7.0,3.0,8.0,5.0,6.0
Z,3.0,7.0,4.0,5.0,3.0,7.328765,7.0,6.0,9.0,6.0,6.0,8.0,2.0,8.0,7.0,8.0
K,3.0,5.0,5.0,4.0,4.0,7.0,7.0,4.0,5.0,6.0,5.0,8.0,3.0,8.0,6.0,9.0
X,4.0,4.0,5.0,6.0,1.0,7.0,7.0,5.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0
C,4.0,10.0,6.0,8.0,3.0,5.0,7.0,7.0,9.0,7.0,6.0,13.0,1.0,9.0,4.0,9.0
M,4.0,7.0,5.0,4.0,5.0,7.0,7.0,6.0,4.0,7.0,5.0,8.0,6.0,9.0,6.0,6.0
K,5.0,8.0,5.0,5.847982,3.0,2.2189338,8.0,7.0,2.0,7.0,6.0,11.0,3.0,8.0,3.0,10.0
N,5.0,10.0,7.0,8.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,4.0,8.0,3.0,8.0
A,2.0,6.0,4.0,4.0,2.0,10.0,3.0,2.0,2.0,8.0,2.0,10.0,3.0,6.0,2.0,8.0
B,2.0,3.0,3.0,2.0,2.0,7.0,7.0,5.0,5.0,6.0,6.0,7.0,3.0,8.0,6.0,9.0
B,1.0,0.0,1.0,0.0,0.0,7.0,7.0,5.0,4.0,7.0,6.0,6.0,1.0,8.0,4.0,8.0
L,5.0819674,11.0,5.0,6.0,3.0,7.0,5.0,3.0,6.0,11.0,6.0,11.0,2.0,9.0,5.0,9.0
Q,5.0,7.0,7.0,9.0,7.0,8.0,9.0,6.0,3.0,5.0,6.0,9.0,3.0,8.0,6.0,9.0
Q,4.0,7.0,5.0,7.0,5.0,8.0,7.0,7.0,5.0,6.0,6.0,7.0,2.0,8.0,4.0,8.0
R,5.0,9.0,7.0,7.0,5.0,8.0,8.0,5.0,6.0,9.0,3.0,8.0,2.0,6.0,4.0,11.0
E,4.0,9.0,5.0,8.0,4.0,6.0,7.0,4.0,8.0,10.0,8.0,9.0,3.0,8.0,5.0,7.0
P,5.0,7.0,6.0,5.0,5.0,6.0,11.0,4.0,4.0,9.0,8.0,5.0,4.0,10.0,3.0,7.0
