lettr,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
Z,3.0,7.0,4.0,5.0,2.0,7.0,7.0,4.0,9.0,7.0,6.0,8.0,1.0,8.0,9.0,8.0
N,2.0,1.0,3.0,3.0,2.0,7.0,8.0,5.0,4.0,7.0,6.0,6.0,4.0,9.0,1.0,6.0
H,5.0,7.0,6.0,9.0,5.0,7.0,12.0,3.0,4.0,8.0,8.0,7.0,3.0,10.0,8.0,7.0
U,4.0,7.0,5.0,6.0,2.0,8.0,9.0,5.0,7.0,5.0,9.0,9.0,3.0,9.0,1.0,8.0
U,4.0,8.0,5.3374147,7.0,6.0,8.0,6.0,6.0,5.0,7.0,6.0,8.0,3.0,8.0,4.0,5.0
Y,0.85653853,0.0,2.0,0.0,0.0,7.0,10.0,3.0,2.0,7.0,12.0,8.0,1.0,11.0,0.0,8.0
F,2.0,4.0,2.0,2.0,1.0,5.0,11.0,3.0,4.0,11.0,9.0,6.0,1.0,10.0,2.0,7.0
C,3.0,3.0,5.0,5.0,2.0,7.0,7.0,7.0,10.931857,9.0,6.0,14.0,1.0,9.0,4.0,9.0
O,6.0,11.01275,5.0,6.0,4.0,7.0,7.0,6.0,5.0,7.0,5.0,7.0,3.0,8.0,4.0,8.0
W,4.0,7.0,6.0,5.0,7.0,10.0,5.0,3.0,1.0,7.0,6.0,8.0,6.0,11.0,2.0,6.0
W,4.0,8.0,5.0,6.0,5.0,7.0,7.0,6.0,2.0,6.0,8.0,8.0,5.0,8.0,4.0,7.0
Y,2.0,3.0,4.0,5.0,1.0,8.0,9.0,2.0,2.0,7.0,12.0,8.0,2.0,11.0,0.0,8.0
M,5.0,9.0,7.0,7.0,6.0,8.0,7.0,8.0,4.0,6.0,8.0,8.0,9.0,6.0,2.0,6.0
N,5.0,9.0,5.0,7.0,3.0,7.0,7.0,15.0,2.0,4.0,6.0,8.0,6.0,8.0,0.0,8.0
P,4.0,7.0,5.0,5.0,2.0,3.0,14.0,7.0,1.0,12.0,6.0,3.0,1.0,10.0,4.0,8.0
M,3.0,6.0,5.0,5.0,4.0,8.0,6.0,9.0,1.0,7.0,8.0,8.0,7.0,5.0,0.0,8.0
H,4.0,7.0,6.0,6.0,5.0,8.0,7.0,4.0,4.0,7.0,8.0,7.0,5.0,8.0,7.0,4.0
I,3.0,9.0,4.0,7.0,4.0,9.0,6.0,3.0,4.0,7.0,5.0,4.0,4.0,8.0,5.0,6.0
U,6.0,10.0,8.0,8.0,4.0,4.0,9.0,5.0,8.0,12.0,11.0,9.0,3.0,9.0,2.0,6.0
E,4.0,7.0,3.0,3.0,2.0,8.0,7.0,3.0,6.0,8.0,6.0,8.0,2.0,9.0,7.0,10.0
X,10.0,14.180241,9.0,8.0,4.0,7.0,8.0,3.0,9.0,8.0,8.0,7.0,4.0,11.0,4.0,7.0
I,4.0,8.0,5.0,6.0,4.0,7.0,7.0,2.0,6.0,7.0,5.0,9.0,0.0,8.0,3.0,8.0
E,3.0,6.0,3.0,4.0,3.0,6.0,7.0,4.0,7.0,7.0,6.0,10.0,0.0,8.0,6.0,8.0
D,6.0,12.019228,6.0,8.0,5.0,6.0,7.0,5.0,5.0,7.0,5.0,6.0,4.0,8.0,5.0,7.0
F,2.0,4.0,3.0,3.0,1.0,4.0,10.0,3.0,5.0,10.0,9.0,5.952238,1.0,9.0,2.0,7.0
G,6.0,11.0,7.0,8.0,7.0,6.0,5.0,6.0,5.0,6.0,6.0,13.0,5.0,8.0,7.0,8.0
H,5.0,3.276292,5.0,5.0,4.0,8.0,7.0,6.0,7.0,7.0,6.0,8.0,3.0,8.0,3.0,8.0
P,3.0,4.0,5.0,3.0,2.0,7.0,11.0,5.0,3.0,11.0,5.0,2.0,1.0,10.0,3.0,8.0
O,4.0,5.0,6.0,4.0,3.0,8.0,5.0,3.0,5.0,10.0,3.0,9.0,3.0,8.0,4.0,8.0
C,7.0,11.0,6.0,7.0,3.0,3.0,11.0,6.0,6.0,12.0,10.0,7.0,2.0,10.0,3.0,7.0
S,6.0,10.0,7.0,7.0,3.0,8.0,7.0,4.0,9.0,11.0,5.0,6.0,2.0,8.0,5.0,8.0
L,4.0,9.0,5.0,7.6144433,3.0,7.0,4.0,1.0,9.0,7.0,1.0,9.0,0.0,7.0,2.0,7.0
X,5.0,10.0,8.0,8.0,5.0,6.0,7.0,1.0,7.0,10.0,7.0,9.0,4.0,8.0,5.0,8.0
Y,6.0,12.0,5.0,7.0,4.0,7.0,7.0,5.0,4.0,10.0,8.0,5.0,4.0,10.0,3.0,5.0
R,3.0,6.0,5.0,4.0,4.0,10.0,8.0,4.0,5.0,10.7265,4.0,6.0,2.0,8.0,4.0,10.0
K,6.0,10.0,8.0,8.0,6.0,4.0,8.0,2.0,7.0,10.0,9.0,11.0,3.0,8.0,4.0,6.0
L,4.0,7.0,5.0,4.0,2.0,3.0,4.0,3.0,8.0,1.696574,2.0,8.0,0.0,7.0,2.0,6.0
Q,5.0,11.0,7.0,8.0,7.0,8.0,7.0,8.0,6.0,7.0,6.0,7.0,5.0,8.0,6.0,9.0
H,7.0,9.0,10.0,6.0,5.0,9.0,7.0,3.0,7.0,10.0,4.0,7.0,6.0,9.0,5.0,9.0
H,6.0,11.0,9.0,8.0,10.0,7.0,6.0,5.0,4.0,6.0,6.0,8.0,9.0,7.0,9.0,8.0
I,5.0,9.0,7.0,6.0,4.0,7.0,6.0,2.0,9.0,7.0,6.0,8.0,0.0,9.0,4.0,8.0
X,5.0,9.0,7.0,8.0,4.0,6.0,7.0,2.0,9.0,9.0,8.0,10.0,3.0,8.0,4.0,7.0
F,3.0,7.0,3.0,5.0,2.0,1.0,11.0,3.0,5.0,12.0,11.0,8.0,0.0,8.0,2.0,6.0
J,0.0,0.0,1.0,0.0,0.0,12.094775,4.0,4.0,3.0,11.0,4.0,10.0,0.0,7.0,0.0,8.0
K,4.0,8.0,5.0,5.0,3.0,4.0,9.0,3.0,7.0,10.0,10.0,10.0,3.0,8.0,3.0,7.0
K,6.0,7.0,8.0,5.0,4.0,6.0,7.0,2.0,7.0,10.0,7.0,10.0,3.0,8.0,3.0,8.0
O,2.0,1.0,3.0,2.0,1.0,8.0,7.0,7.0,5.0,7.0,6.0,8.0,2.0,8.0,3.0,8.0
Q,4.0,8.0,5.0,6.0,3.0,6.0,7.0,8.0,7.0,9.0,8.0,10.0,3.0,9.0,5.0,8.0
V,3.0,2.0,4.0,3.0,1.0,8.0,10.0,4.0,2.0,6.0,11.0,8.0,2.0,10.0,0.0,8.0
Z,2.0,2.0,2.0,3.0,1.0,7.0,7.0,3.0,10.0,9.0,6.0,8.0,0.0,8.0,6.0,8.0
Z,2.0,4.0,3.0,3.0,2.0,7.0,7.0,5.0,9.0,6.0,6.0,8.0,1.0,8.0,7.0,8.0
O,5.0,9.0,7.0,7.0,4.0,8.0,7.0,9.0,7.0,7.230322,5.0,8.0,3.0,8.0,3.0,7.0
D,5.0,13.543047,5.0,8.0,5.0,5.0,8.0,10.0,6.0,6.971385,4.5462275,6.0,3.0,8.0,4.0,10.0
V,2.0,4.0,4.0,2.0,2.0,8.0,12.0,2.0,2.0,5.0,10.0,9.0,2.0,11.0,1.0,8.0
X,4.0,5.0,6.0,4.0,2.0,7.0,7.0,2.0,8.0,10.0,6.0,9.0,3.0,8.0,4.0,8.0
Q,1.0,3.0,2.0,3.0,1.0,7.0,8.0,4.0,2.0,7.0,7.0,10.0,2.0,9.0,4.0,8.0
Q,2.0,1.0,3.0,2.0,1.0,8.0,8.0,7.0,5.0,6.0,5.0,8.0,3.0,8.0,3.0,7.0
R,4.0,7.0,6.0,5.0,7.0,8.0,7.0,5.0,5.0,7.0,6.0,7.0,5.0,8.0,5.0,9.0
O,3.0,7.0,4.0,5.0,3.0,7.0,7.0,8.0,5.0,7.0,5.0,8.0,3.0,8.0,3.0,8.0
T,4.0,7.0,6.0,6.0,3.0,5.0,12.0,2.0,7.0,11.0,10.0,5.0,1.0,10.0,2.0,4.0
E,5.0,8.0,7.0,6.0,4.0,11.0,5.0,3.0,10.0,11.0,4.0,8.0,2.0,8.0,6.0,12.0
L,4.0,10.0,6.0,8.0,7.0,7.0,8.0,3.0,5.0,5.0,8.0,10.0,4.759089,10.0,8.968066,6.0
Y,3.0,4.0,5.0,6.0,2.0,6.0,10.0,2.0,2.0,7.0,12.0,8.0,1.0,11.0,0.0,8.0
U,4.0,10.0,5.0,7.0,4.0,7.0,5.0,14.0,5.0,7.0,12.0,8.0,3.0,9.0,0.0,8.0
I,1.0,11.0,0.0,8.0,1.0,7.0,7.0,5.0,3.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0
Z,6.0,9.0,5.0,9.0,4.0,11.0,5.0,2.0,5.0,10.0,4.0,7.0,2.0,10.0,6.0,11.0
Z,7.0,11.0,8.0,8.0,5.0,7.0,8.0,3.0,9.0,11.0,8.0,8.0,3.0,7.0,6.0,7.0
D,3.0,4.0,4.0,6.0,2.0,5.0,7.0,10.0,8.0,7.0,6.0,6.0,3.0,8.0,4.0,8.0
V,5.0,8.0,5.0,6.0,4.0,4.0,11.0,2.0,2.0,8.0,10.0,8.0,3.0,11.0,1.0,7.0
U,5.0,9.0,7.0,7.0,6.0,8.0,6.0,8.0,5.0,7.0,6.0,9.0,3.0,8.0,4.0,6.0
Z,10.0,10.0,7.0,14.931005,6.0,7.0,8.0,4.0,3.0,11.0,7.0,8.0,3.0,8.0,14.552287,5.0
V,5.0,9.0,5.0,4.0,3.0,7.0,10.0,5.0,4.0,8.0,9.0,6.0,6.0,12.0,3.4340284,7.0
Y,3.0,7.0,4.0,5.0,2.0,8.0,10.0,3.0,1.0,7.0,12.0,8.0,1.0,11.0,0.0,8.0
U,4.0,8.0,4.0,6.0,3.0,8.0,5.0,14.0,5.0,7.0,12.0,8.0,3.0,9.0,0.0,8.0
B,5.0,10.0,6.0,8.0,5.0,9.0,6.0,4.0,6.0,10.0,4.0,8.0,6.0,7.0,6.0,10.0
Z,2.0,4.0,4.0,3.0,2.0,7.0,7.0,2.0,8.0,10.0,5.0,8.0,2.0,8.0,5.0,8.0
Y,7.0,10.0,6.0,6.0,4.0,6.0,7.0,4.0,5.0,10.0,9.0,6.0,4.0,10.0,5.0,4.0
I,2.0,5.0,3.0,4.0,2.0,7.0,7.0,0.0,7.0,13.0,6.0,8.0,0.0,8.0,1.0,8.0
O,5.0,8.0,6.0,6.0,5.0,8.0,7.0,8.0,3.0,7.0,6.0,8.0,3.0,8.0,3.0,7.0
J,5.0,11.0,6.0,8.0,4.0,14.01273,3.0,6.0,4.0,13.0,2.0,10.0,1.0,7.0,0.0,8.0
A,4.0,7.0,6.0,5.0,2.0,6.0,3.0,3.0,2.0,7.0,1.0,8.0,3.0,7.0,3.0,7.0
P,2.0,5.0,4.0,3.0,2.0,7.0,8.0,3.0,5.0,11.0,0.0,5.0,0.0,8.0,2.0,8.0
Q,2.0,3.0,3.0,3.0,2.0,8.0,8.0,5.0,2.0,7.0,8.0,10.0,2.0,9.0,4.0,8.0
Q,4.0,7.0,6.0,9.20816,5.0,7.0,5.0,7.0,6.0,6.0,4.0,8.0,3.0,7.0,4.0,8.0
A,3.0,9.0,6.0,7.0,3.0,13.0,2.0,4.0,4.0,11.0,1.0,9.0,1.0,6.0,3.0,9.0
M,6.0,9.0,9.0,7.0,8.0,9.0,5.0,2.0,3.0,9.0,5.0,8.0,8.0,8.0,2.0,8.0
C,4.0,6.0,5.0,4.0,3.0,8.0,7.0,4.0,4.0,7.0,7.0,9.0,3.0,10.0,5.0,11.0
Q,2.0,6.0,3.0,5.0,2.0,8.0,8.0,8.0,5.0,6.0,6.0,8.0,2.0,8.0,4.4182734,11.0
V,8.0,11.0,7.0,6.0,3.0,6.0,10.0,4.0,4.0,8.0,9.0,6.0,5.0,11.0,3.0,7.0
C,4.0,9.0,6.0,6.0,5.0,8.0,6.0,6.0,5.0,6.0,8.0,9.0,2.0,8.0,7.0,9.0
A,2.0,4.0,4.0,3.0,1.0,8.0,4.0,2.0,1.0,6.0,1.0,8.0,2.0,6.0,2.0,7.0
D,2.0,6.0,5.0,4.0,3.0,8.0,7.0,4.0,7.0,10.0,5.0,5.0,3.0,8.0,3.0,8.0
E,4.0,7.0,5.0,5.0,2.0,7.0,7.0,5.0,8.0,11.0,8.0,9.0,3.0,8.0,4.0,8.0
R,5.0,8.0,8.0,8.0,9.0,7.0,9.0,4.0,3.0,7.0,4.0,8.0,8.0,5.0,8.0,8.0
J,2.0,5.0,3.0,4.0,1.0,11.448278,5.0,5.0,6.0,13.0,3.0,10.0,0.0,7.0,0.0,8.0
H,4.0,6.0,5.0,8.0,4.0,6.0,7.0,6.0,4.0,7.0,4.0,6.0,3.0,8.0,7.0,10.0
T,2.0,9.0,3.0,6.0,1.0,9.0,13.996363,0.0,5.0,6.0,10.0,8.0,0.0,8.0,0.0,8.0
V,5.0,6.0,5.0,4.0,2.0,4.0,11.0,2.0,3.0,9.0,11.0,8.0,2.0,10.0,1.0,8.0
N,4.0,5.0,5.0,3.0,3.0,7.0,8.0,6.0,5.0,7.0,6.0,6.0,6.0,9.0,2.0,5.0
Z,6.0,9.0,7.0,8.0,6.0,9.0,6.0,4.0,5.0,10.0,5.0,9.0,5.64611,8.0,9.0,10.0
Y,3.0,5.0,4.0,3.0,2.0,4.0,11.0,2.0,7.0,11.0,10.0,5.0,0.0,10.0,3.0,5.0
E,1.0,0.0,1.0,1.0,0.0,5.0,7.0,5.0,7.0,7.0,6.0,12.0,0.0,8.0,6.0,10.0
A,5.0,11.0,8.0,8.0,8.0,8.0,5.0,8.771063,4.0,8.0,6.0,9.0,6.0,8.0,8.0,4.0
R,6.0,8.0,8.0,6.0,7.0,10.0,6.0,4.0,5.0,10.0,3.0,6.0,3.0,6.0,4.0,10.0
H,6.0,8.0,9.0,6.0,6.0,6.0,7.0,3.0,6.0,10.0,8.0,9.0,3.0,8.0,4.0,7.0
O,3.0,5.0,4.0,3.0,3.0,8.0,8.0,7.0,5.0,6.0,7.0,8.0,3.0,8.0,4.0,8.0
D,4.0,11.0,6.0,8.0,6.0,9.0,8.0,4.0,6.0,10.0,5.0,5.0,3.0,7.0,4.0,8.0
Y,1.0,1.0,2.0,3.0,1.0,8.0,11.0,2.0,3.0,5.0,12.0,8.0,1.0,11.0,0.0,8.0
R,5.0,9.0,6.0,6.0,5.0,7.0,8.0,4.0,4.0,7.6850467,4.0,7.0,6.0,8.0,7.0,7.0
K,6.0,10.0,8.0,7.0,4.0,7.0,7.0,3.0,6.0,10.0,7.0,9.0,4.0,10.0,5.0,8.0
H,7.0,10.0,11.506473,8.0,9.0,5.0,8.0,3.0,6.0,10.0,8.0,8.0,5.0,9.0,4.0,5.0
W,8.0,13.0,9.0,7.0,5.0,3.0,8.0,2.0,4.0,8.0,11.0,9.330764,9.4346075,10.0,2.0,5.0
D,2.0,6.0,4.0,4.0,2.0,9.0,7.0,4.0,5.0,10.0,3.0,7.0,3.0,8.0,2.0,8.0
K,3.0,3.0,4.0,4.0,2.0,6.0,7.0,4.0,7.0,7.0,5.0,9.0,5.0,8.0,5.0,9.0
K,4.0,9.0,5.0,7.0,3.0,4.0,10.0,9.0,2.0,7.0,4.0,11.0,3.0,8.0,2.0,11.0
N,6.0,10.0,9.0,7.0,4.0,7.0,8.0,2.0,5.0,10.0,7.0,7.0,6.0,8.0,1.0,7.0
U,4.0,8.0,5.0,6.0,5.0,8.0,7.0,7.0,4.0,6.0,7.0,8.0,3.0,8.0,4.0,7.0
N,3.0,9.0,4.0,6.0,3.0,6.0,8.0,5.0,3.0,7.0,8.0,8.0,5.0,9.0,0.0,8.0
D,5.0,8.0,6.0,8.0,4.0,5.0,7.0,9.0,9.0,7.0,5.0,6.0,3.0,8.0,4.0,8.0
D,7.0,11.0,6.0,5.0,3.0,9.0,4.0,4.0,6.0,11.0,3.8362923,8.0,4.212459,7.0,5.0,10.0
U,4.0,8.0,6.0,6.0,3.0,6.0,9.0,5.0,7.0,6.0,9.0,9.0,3.0,9.0,1.0,8.0
R,4.0,9.0,5.0,7.0,5.0,7.0,7.0,5.0,7.0,6.0,5.0,8.0,3.0,7.0,5.0,8.0
K,3.0,3.0,4.0,4.0,2.0,4.0,8.0,7.0,3.0,7.0,6.0,11.0,4.0,8.0,3.0,11.0
P,2.0,1.0,2.0,2.0,1.0,5.0,9.0,8.0,3.0,9.0,6.0,5.0,2.0,9.0,3.0,8.0
Q,5.0,8.0,9.0,7.0,6.3432293,6.0,5.0,3.0,4.0,4.3515515,2.0,7.0,4.0,8.0,5.0,6.0
V,7.0,7.0,7.0,5.0,3.0,4.0,11.0,2.0,4.0,8.0,11.0,8.0,5.0,10.0,1.0,7.0
Y,4.0,6.0,4.0,4.0,2.0,3.0,12.0,4.0,5.0,12.0,11.0,5.0,1.0,11.0,2.0,6.0
P,5.0,7.0,7.0,6.0,4.0,8.0,11.0,7.0,4.0,10.0,4.0,3.0,2.0,10.0,4.0,8.0
U,2.0,3.0,3.0,2.0,1.0,7.0,8.0,6.0,6.0,7.0,9.0,8.0,3.0,9.566887,1.0,8.0
F,5.0,7.0,8.0,5.0,7.0,4.0,9.0,2.0,4.0,10.0,9.0,7.0,6.0,10.0,4.0,5.0
H,3.0,4.0,4.0,2.0,3.0,7.0,7.0,6.0,6.0,7.0,6.0,8.0,5.0,8.0,4.0,7.0
W,6.0,9.0,6.0,6.0,5.0,3.0,10.0,2.0,2.0,10.0,9.0,8.0,7.0,11.0,2.0,7.0
G,9.0,14.0,7.0,8.0,4.0,9.0,6.0,5.0,5.0,9.0,5.0,7.0,5.0,8.0,6.0,8.0
S,5.0,10.0,6.0,8.0,4.0,8.0,6.0,4.0,6.0,9.0,2.0,6.0,2.0,6.0,5.0,8.0
P,4.0,7.0,5.0,5.216799,5.0,5.0,9.0,6.0,5.0,7.0,7.0,9.0,3.0,8.0,8.0,9.0
V,4.0,7.0,5.0,5.0,4.0,6.0,9.0,3.0,3.0,9.0,8.0,8.0,2.0,9.0,3.0,8.0
Q,8.0,12.0,7.0,7.0,5.0,11.0,4.0,3.0,6.0,10.0,4.0,8.0,3.0,9.0,7.0,11.0
J,4.0,10.0,5.0,8.0,2.0,14.976308,2.0,4.0,6.0,13.0,1.0,8.0,0.0,8.0,0.0,8.0
H,4.0,7.0,5.0,5.0,3.0,7.0,6.0,14.939222,1.0,7.0,7.0,8.0,3.0,8.0,0.0,8.0
S,4.0,6.0,4.0,5.0,3.0,8.0,6.0,8.0,7.0,7.0,9.0,9.0,2.0,10.0,8.0,8.0
V,4.0,9.0,6.0,7.0,2.0,7.0,8.0,4.0,3.0,7.0,14.0,8.0,3.0,9.0,0.0,8.0
B,5.0,8.0,6.0,6.0,5.0,8.0,8.0,5.0,7.0,10.0,5.0,5.0,2.0,8.0,6.0,9.0
C,4.0,5.0,5.0,5.0,4.0,6.0,7.0,5.0,7.0,5.0,5.0,9.0,1.0,7.0,4.0,8.0
O,6.0,10.0,7.0,8.0,6.0,8.0,8.0,9.0,6.0,7.0,8.0,8.0,4.0,7.0,5.0,9.0
U,7.0,14.0,7.0,8.0,5.0,8.0,6.0,5.0,5.0,6.0,8.0,8.0,5.0,7.0,3.0,6.0
R,3.0,7.0,4.0,5.0,2.0,5.0,11.0,7.0,4.0,7.0,5.0,8.0,2.0,8.0,6.0,11.0
P,5.0,8.0,7.0,6.0,4.0,8.0,9.0,3.0,6.0,13.0,4.0,3.0,1.0,10.0,3.0,9.0
H,5.0,6.0,8.0,4.0,5.0,8.0,7.0,2.0,6.0,10.0,6.0,8.0,3.0,8.0,3.0,8.0
V,5.0,8.0,5.0,6.0,4.0,7.0,11.0,2.0,2.0,6.0,11.0,9.0,5.0,11.0,4.0,8.0
P,4.0,9.0,4.0,6.0,3.0,4.0,10.0,10.0,2.0,10.0,6.0,4.0,1.0,10.0,3.0,8.0
T,4.0,5.0,3.0,4.0,1.0,5.0,13.0,4.0,6.0,11.0,9.0,3.0,1.0,11.0,2.0,4.5187
M,6.0,7.6043773,9.0,5.0,5.0,10.0,5.0,2.0,6.0,9.0,5.0,7.0,8.0,5.0,2.0,8.0
Z,4.0,6.0,5.0,5.0,3.0,11.0,5.0,3.0,7.0,10.0,4.0,8.0,1.0,7.0,6.0,9.0
P,6.0,11.0,5.0,6.0,3.0,6.0,9.0,5.0,4.0,10.0,5.0,6.0,3.0,9.0,7.0,8.0
A,3.0,7.0,6.0,5.0,3.0,9.0,1.9632946,3.0,2.0,9.0,1.0,9.0,2.0,7.0,3.0,8.0
R,5.0,11.0,8.0,8.0,7.669879,6.0,7.0,4.0,6.0,7.0,6.0,9.0,3.0,6.0,6.0,8.0
G,6.0,8.0,7.0,5.0,4.0,10.0,6.0,4.0,4.0,10.0,4.0,9.0,5.0,6.0,5.0,10.0
K,6.0,9.0,9.0,6.0,5.0,4.0,8.0,3.0,8.0,11.0,9.0,11.0,3.0,8.0,3.0,6.0
A,4.0,10.0,5.0,7.0,4.0,7.0,5.0,3.0,0.0,7.0,1.3554744,8.0,2.0,6.0,2.0,8.0
M,5.0,10.0,6.0,8.0,3.0,7.0,7.0,10.0,2.0,7.0,9.0,8.0,9.0,7.0,0.0,8.0
W,4.0,8.0,5.0,6.0,6.0,8.0,6.0,7.0,2.0,6.0,8.0,7.0,6.0,8.0,5.0,9.0
O,2.0,3.0,4.0,4.0,3.0,8.0,8.0,8.0,5.0,7.0,7.0,9.0,3.0,8.0,3.0,8.0
S,1.0,0.0,1.0,0.0,0.0,8.0,7.0,4.0,6.0,5.0,6.0,7.0,0.0,8.0,6.0,8.0
X,2.0,6.0,4.0,5.0,2.0,9.0,6.0,2.0,8.0,10.0,3.0,9.0,2.0,8.0,3.0,8.0
Q,2.0,0.0,2.0,1.0,1.0,7.0,6.0,5.0,3.0,6.0,5.0,8.0,2.0,8.0,3.0,8.0
F,1.0,0.0,1.9934839,0.0,0.0,3.0,11.0,4.0,2.0,11.0,9.0,6.0,0.0,8.0,2.0,7.0
F,4.0,6.0,5.0,4.0,2.0,6.0,10.0,2.0,5.0,13.0,7.0,5.0,2.0,10.0,2.0,7.0
L,4.0,8.0,5.0,6.0,5.0,7.0,8.0,3.0,4.0,7.0,6.0,9.0,3.0,10.0,7.0,7.0
U,4.0,11.0,4.0,8.0,2.0,7.0,6.0,15.0,5.0,7.0,12.818115,8.0,3.0,9.0,0.0,8.0
Y,3.0,8.0,5.0,6.0,3.0,8.0,10.0,1.0,3.0,6.0,11.0,8.0,1.0,11.0,0.0,8.0
W,3.0,6.0,4.0,4.0,3.0,8.0,10.0,3.0,2.0,7.0,9.0,8.0,6.0,11.0,0.0,8.0
G,2.0,5.0,4.0,4.0,3.0,7.0,6.0,5.0,5.0,7.0,6.0,8.0,2.0,8.0,4.0,8.0
Z,4.0,7.0,5.0,5.0,4.0,8.0,11.0,6.0,4.0,5.2215896,5.0,8.0,3.0,9.0,8.0,6.0
A,5.0,11.0,7.0,8.0,4.0,7.0,4.0,3.0,2.0,6.0,1.0,8.0,3.0,8.0,3.0,7.0
F,3.0,6.0,4.0,4.0,1.0,1.0,14.0,5.0,3.0,12.0,9.0,5.0,0.0,8.0,3.0,6.0
U,7.0,10.0,8.0,7.0,5.0,3.0,9.0,5.0,7.0,11.0,11.0,9.0,5.0,9.0,3.0,7.0
V,6.0,9.0,5.0,5.0,2.0,7.0,11.0,6.0,4.0,11.0,10.0,5.0,4.0,11.0,3.0,9.0
Z,7.0,10.0,6.0,8.0,5.0,8.0,4.0,3.0,7.0,11.0,5.0,9.0,3.0,8.0,9.0,8.0
A,5.0,7.0,7.0,6.0,5.0,6.0,7.0,4.0,6.0,8.0,8.0,8.0,5.0,6.0,5.0,7.0
M,4.0,7.0,6.0,6.0,5.0,10.0,6.0,2.0,4.0,8.0,4.0,7.0,8.0,7.0,2.0,8.0
O,5.0,8.0,6.0,6.0,3.0,8.0,7.0,8.0,6.0,6.0,4.0,8.0,3.0,8.0,4.0,8.0
F,5.0,10.0,8.0,8.0,4.0,7.0,10.0,3.0,5.0,14.0,6.0,4.0,2.0,10.0,2.0,7.0
T,1.0,0.0,2.0,0.0,0.0,5.0,13.299427,3.0,3.0,8.0,10.0,8.0,0.0,8.0,0.0,8.0
F,2.0,3.0,4.0,1.0,1.0,6.0,10.0,3.0,5.0,13.0,7.0,5.0,1.0,9.0,1.0,7.0
L,8.0,13.0,7.0,7.0,4.0,7.0,5.0,3.0,6.0,10.0,6.0,11.0,3.0,6.0,6.0,8.0
V,3.0,10.0,5.0,8.0,3.0,6.0,9.0,4.0,2.0,7.0,13.996496,8.0,3.0,10.0,0.0,8.0
N,4.0,10.0,5.0,8.0,4.0,7.0,7.0,13.005709,2.0,5.0,6.0,8.0,5.0,8.0,0.0,8.0
T,3.0,8.0,5.0,6.0,3.0,6.0,12.0,2.0,8.0,8.0,11.0,8.0,1.0,11.0,1.0,7.0
