lettr,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
R,6.0,9.0,7.0,5.0,4.0,7.0,8.0,2.0,7.0,10.0,7.0,8.0,3.0,8.0,4.0,6.0
F,4.0,6.0,5.0,4.0,4.0,9.0,7.0,4.0,6.0,10.0,4.0,7.0,2.0,8.0,6.0,11.0
V,2.0,4.0,3.0,4.0,1.0,7.0,8.0,4.0,3.0,7.0,12.0,8.0,3.0,10.0,0.0,8.0
D,4.0,7.0,4.0,5.0,2.0,8.0,7.0,5.0,7.0,9.0,6.0,6.0,3.0,8.0,4.0,6.0
J,5.0,8.0,5.0,8.0,3.0,7.0,10.0,3.0,3.0,11.0,7.0,5.0,2.0,9.0,8.0,8.0
T,7.0,9.0,8.0,7.0,4.0,7.0,7.0,2.0,9.0,11.0,7.0,8.0,3.0,6.0,4.0,8.0
L,5.0,11.0,5.0,5.0,3.0,7.0,5.0,3.0,7.0,13.0,5.0,12.0,1.0,8.0,6.0,8.0
P,4.0,6.0,5.0,4.0,3.0,7.0,10.0,3.0,7.0,12.0,5.0,5.0,0.0,8.0,4.0,8.0
E,5.0,10.0,6.0,8.0,5.0,3.0,8.0,6.0,10.645032,7.0,6.0,15.0,0.0,8.0,6.0,7.0
O,3.0,6.0,4.0,5.587215,3.0,7.0,7.0,7.0,3.0,9.0,6.0,8.0,2.0,8.0,2.0,8.0
I,2.0,3.0,1.0,2.0,1.0,7.0,7.0,1.0,8.0,7.0,6.0,8.0,0.0,8.0,3.0,8.0
S,4.0,6.0,5.0,4.0,3.0,8.0,9.0,5.0,8.0,5.0,6.0,6.0,0.0,8.0,8.0,8.0
I,1.9602656,5.0,1.0,4.0,1.0,8.0,7.0,0.0,8.0,7.0,6.0,8.0,0.0,8.0,2.0,8.0
G,5.0,10.0,5.0,7.0,4.0,6.0,7.0,5.0,5.0,9.0,8.0,9.0,2.0,9.0,4.0,8.0
Z,1.0,0.0,2.0,1.0,0.0,7.0,7.0,3.0,9.0,7.0,6.0,8.0,0.0,8.0,6.0,8.0
V,6.0,11.0,6.0,8.0,3.0,4.0,10.0,4.0,5.0,11.0,12.039836,7.0,2.0,11.0,1.0,7.0
I,2.0,10.0,3.0,8.0,2.0,7.0,7.0,0.0,7.0,13.0,6.0,8.0,0.0,8.0,1.0,8.0
Y,4.0,7.0,6.0,13.423197,7.0,8.0,7.0,4.0,3.0,5.0,7.0,9.0,3.0,12.0,8.0,9.0
G,4.0,10.0,6.0,8.0,5.0,8.0,6.0,6.0,6.0,10.0,6.0,10.0,3.0,7.0,6.0,11.0
W,6.0,9.231057,8.0,7.0,5.0,3.0,10.0,3.0,3.0,10.0,11.0,8.0,7.0,9.0,1.0,7.0
I,1.0,3.0,0.0,1.0,0.0,7.0,7.0,2.0,5.0,12.0,6.0,8.0,0.0,8.0,0.0,8.0
W,3.0,6.0,5.0,4.0,4.0,8.0,9.0,3.0,4.0,6.0,8.0,7.0,6.0,9.0,2.0,7.0
G,6.0,10.0,7.0,8.0,3.0,7.0,7.0,7.0,8.0,6.0,6.0,11.0,0.0,8.0,7.0,9.0
F,5.0,4.0,6.0,6.0,5.0,8.0,11.0,5.0,5.0,8.0,6.0,6.0,3.0,9.0,9.0,6.0
R,5.0,10.0,6.0,6.0,4.0,10.0,7.0,3.0,5.0,11.0,2.0,7.0,5.0643573,8.0,5.0,9.0
W,3.0,2.0,5.0,3.0,2.0,8.0,10.0,2.0,2.0,6.0,9.0,8.0,6.0,10.0,0.0,8.0
Z,4.0,9.0,5.0,8.0,6.0,7.0,6.0,4.0,4.0,7.0,5.0,8.0,3.0,6.0,7.0,7.0
R,2.0,0.0,2.0,1.0,1.0,7.0,9.0,6.0,4.0,6.0,5.0,7.0,2.0,7.0,4.0,8.0
R,3.0,5.0,5.0,4.0,3.0,7.0,8.0,6.0,6.0,7.0,6.0,8.0,3.0,7.0,5.0,8.0
C,4.0,9.0,4.0,6.0,2.0,6.0,7.0,6.0,6.0,11.0,6.0,10.0,2.0,10.0,3.0,8.0
T,5.0,11.0,6.0,8.0,4.0,5.0,12.0,4.0,6.0,12.0,10.0,5.0,2.0,11.0,4.0,5.0
G,4.0,7.0,6.0,4.0,4.0,8.0,5.0,6.0,4.0,8.0,6.0,8.0,3.0,8.0,8.0,8.0
N,3.0,7.0,6.0,5.0,4.0,7.0,8.0,6.0,6.0,7.0,7.0,6.0,3.0,9.0,2.0,6.0
Y,6.0,6.0,8.0,8.0,9.0,9.0,10.0,5.0,3.0,7.0,7.0,7.0,5.0,11.0,7.0,5.0
W,5.0,4.0,7.0,4.0,6.0,7.0,9.0,6.0,4.0,7.0,7.0,8.0,8.0,10.0,5.0,8.0
P,4.0,6.0,6.0,8.0,8.0,8.0,7.0,4.0,2.0,6.0,6.0,8.0,8.0,10.0,5.0,8.0
K,3.0,5.0,5.0,5.0,4.0,6.0,4.0,3.0,2.0,6.0,4.0,8.0,6.0,6.0,7.0,7.0
K,5.0,7.0,8.0,4.0,3.0,7.0,7.0,2.0,7.0,11.0,6.0,10.0,3.0,8.0,4.0,8.0
W,6.0,8.0,7.0,5.0,4.0,3.0,9.0,4.0,1.0,9.0,10.0,9.0,8.0,10.0,0.0,8.0
B,4.0,8.0,4.0,6.0,6.0,7.0,6.0,6.0,4.0,5.0,6.0,7.0,3.0,10.0,7.0,9.0
T,5.0,8.0,5.0,7.0,2.0,6.0,10.0,1.0,10.0,9.0,8.0,6.0,0.0,9.0,3.0,5.0
W,6.0,8.0,6.0,5.0,7.0,8.188072,8.0,3.0,2.0,9.0,6.0,7.0,7.0,10.0,3.0,8.0
O,3.0,10.0,4.0,7.0,2.0,7.0,6.0,4.0,2.0,7.0,3.863508,8.0,2.0,8.0,3.0,8.0
E,2.0,3.0,2.0,3.0,1.0,4.0,7.0,5.0,9.0,7.0,6.0,13.0,0.0,8.0,7.0,8.0
K,5.0,8.0,6.0,5.0,3.0,4.0,9.0,3.0,6.0,10.0,10.0,10.0,3.0,8.0,3.0,8.0
Z,3.0,6.0,5.0,9.0,6.0,10.496269,6.0,3.0,5.0,7.0,3.0,5.0,1.0,7.0,7.0,8.0
F,3.0,6.0,4.0,4.0,3.0,7.0,10.0,2.0,5.0,13.0,6.0,5.0,0.0,10.0,2.0,8.0
E,2.0,1.0,2.0,3.0,3.0,7.0,7.0,5.0,7.0,6.0,5.0,9.0,3.0,8.0,6.0,9.106649
Z,3.0,9.0,4.0,7.0,2.0,7.0,7.0,4.0,14.541669,10.0,6.0,8.0,0.0,8.0,8.0,8.0
N,4.0,7.0,4.0,5.0,3.0,7.0,7.0,13.0,1.0,6.0,6.0,8.0,6.0,8.0,0.0,8.0
M,6.0,6.0,9.0,4.0,5.0,4.0,7.0,4.0,5.0,11.0,11.0,11.0,8.0,7.0,2.0,8.0
Q,3.0,6.0,5.0,7.0,2.0,6.0,6.0,8.146052,6.827634,6.0,5.0,6.0,3.0,8.0,4.0,8.0
N,4.0,8.0,5.0,6.0,1.0,7.0,7.0,13.0,2.0,6.0,6.0,8.0,6.0,8.0,0.0,8.0
Z,2.0,4.0,3.0,3.0,2.0,7.0,7.0,4.0,9.0,7.0,6.0,8.0,1.0,8.0,6.0,7.0
P,3.0,4.0,4.0,2.0,2.0,5.0,8.0,4.0,5.0,10.0,7.0,6.0,1.0,10.0,3.0,7.0
H,4.0,6.0,7.0,5.0,5.0,7.0,8.0,3.0,7.0,10.0,6.0,8.0,3.0,8.0,3.0,8.0
I,2.0,6.0,3.0,4.0,1.0,7.0,7.0,0.0,7.0,13.0,6.0,9.0,0.0,8.0,1.0,8.0
B,3.0,4.0,6.0,4.0,4.0,8.0,8.0,4.0,5.0,10.0,6.0,7.0,2.0,8.0,6.0,9.0
M,4.0,10.0,5.0,7.0,4.0,7.0,7.0,13.0,2.0,7.0,9.0,8.0,8.0,6.0,0.0,8.0
G,4.0,9.0,6.0,6.0,5.0,7.0,7.0,7.0,5.0,7.0,5.0,10.0,3.0,9.0,5.0,8.0
V,3.0,9.0,5.0,6.0,2.0,7.0,9.0,4.0,3.0,7.0,12.0,8.0,2.0,10.0,0.0,8.0
T,1.0,3.0,2.0,2.0,1.0,7.0,11.0,3.0,6.0,7.0,10.0,8.0,1.0,10.0,1.0,8.0
Q,7.0,10.0,8.0,8.0,7.0,7.0,6.0,4.0,6.0,8.0,6.0,8.0,5.0,5.0,7.0,8.0
J,2.0,4.0,2.0,4.0,1.0,13.0,4.0,3.0,4.0,12.0,1.0,8.0,0.0,8.0,0.0,8.0
M,6.0,8.0,8.0,8.0,9.717458,8.0,9.0,5.0,6.0,7.0,6.0,8.0,6.2480545,8.0,9.0,5.0
Y,4.0,9.966771,7.0,8.0,5.0,8.0,10.0,1.0,7.0,5.0,11.0,8.0,2.0,12.0,4.0,8.0
N,4.0,5.0,5.0,4.0,3.0,7.0,8.0,5.0,6.0,6.0,6.0,6.0,6.0,8.0,4.0,8.0
V,3.0,8.0,4.0,6.0,1.0,8.0,8.0,4.0,2.0,6.0,14.0,8.0,3.0,9.0,0.0,8.0
T,5.0,9.0,5.0,7.0,2.0,5.0,11.0,0.0,8.0,11.0,10.0,6.0,0.0,10.0,2.0,5.0
Z,2.0,6.0,3.0,4.0,2.0,8.0,7.0,4.0,11.0,9.0,6.0,8.0,0.0,8.0,8.0,8.0
O,4.0,10.0,6.0,8.0,2.0,8.0,6.0,7.0,5.0,7.0,4.0,8.0,3.0,8.0,3.0,8.0
E,1.0,0.0,1.0,0.0,0.0,5.0,7.0,5.0,6.0,7.0,6.0,11.260792,0.0,8.0,6.0,9.0
D,4.0,5.0,6.0,5.0,6.0,7.0,7.0,4.0,7.0,7.0,5.0,8.0,5.0,7.0,7.0,5.0
V,4.0,9.0,6.0,7.0,3.0,7.0,12.0,2.0,4.0,8.0,11.0,8.0,2.0,11.0,1.0,8.0
M,6.0,10.0,7.0,8.0,6.0,7.0,6.261549,10.397723,3.0,7.0,9.0,8.0,8.0,6.0,0.0,8.0
M,2.0,3.0,3.0,2.0,2.0,8.0,7.0,2.0,4.0,9.0,6.0,7.0,3.0,7.0,2.0,7.0
U,4.0,8.0,5.0,6.0,3.0,8.0,8.0,6.0,6.0,5.0,9.0,9.0,3.0,8.0,2.0,8.0
S,2.0,4.0,4.0,2.0,2.0,7.0,7.0,3.0,6.0,10.0,5.0,7.0,2.0,8.0,5.0,8.0
E,3.0,4.0,2.0,4.0,2.0,7.0,7.0,6.0,7.0,7.0,7.0,10.0,3.0,8.0,5.0,10.0
N,2.0,4.0,4.0,2.0,2.0,7.0,11.931777,2.0,3.0,6.0,9.0,8.0,3.0,10.0,0.0,8.0
Y,4.0,9.0,7.0,8.0,9.0,10.0,10.0,5.0,6.0,6.0,7.0,7.0,6.0,11.0,9.0,5.0
Z,14.202035,15.0,11.0,8.0,5.0,5.0,8.0,5.0,6.0,4.0,3.0,10.0,7.0,9.0,3.0,8.0
N,3.0,4.0,4.0,3.0,1.0,5.0,8.0,4.0,5.0,11.0,9.0,9.0,4.0,8.0,1.0,6.0
T,7.0,10.0,7.0,8.0,4.0,5.0,11.0,2.0,8.0,11.0,10.0,5.0,0.0,10.0,2.0,4.0
U,2.0,0.0,3.0,1.0,0.0,7.0,7.0,5.0,6.0,6.0,9.0,8.0,3.0,9.0,1.0,8.0
F,3.0,4.0,3.0,5.0,2.0,1.0,12.0,4.0,4.0,11.0,10.0,7.0,0.0,8.0,3.0,6.0
R,3.0,9.0,4.0,6.0,5.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,2.0,7.0,5.0,8.0
N,3.0,7.0,5.0,6.0,3.0,7.0,7.0,10.0,2.0,6.0,6.0,8.0,6.0,8.0,0.0,8.0
I,2.0,9.0,3.0,8.0,2.0,5.0,9.0,0.0,8.0,13.0,8.0,8.0,0.0,8.0,1.0,6.0
Z,1.0,3.0,2.0,2.0,1.0,7.0,7.0,2.0,9.0,10.0,6.0,9.0,1.0,8.0,5.0,7.0
K,6.0,10.0,6.0,6.0,4.0,4.0,8.0,4.0,6.0,11.0,11.0,11.0,3.0,8.0,3.0,7.0
Z,5.0,9.0,6.0,6.0,4.0,7.0,7.0,2.0,9.0,12.0,5.0,9.0,1.0,8.0,6.0,8.0
S,6.0,11.0,6.0,5.273682,4.0,8.0,6.0,5.0,6.0,11.0,6.0,11.0,3.0,9.0,5.0,6.0
G,4.0,6.0,5.0,4.0,5.0,8.0,8.0,6.0,4.0,6.0,6.0,10.0,3.0,8.0,7.0,7.0
O,5.0,8.0,7.0,6.0,5.0,7.0,7.0,7.0,6.0,7.0,6.0,10.0,3.0,8.0,3.0,8.0
M,2.0,1.0,2.0,1.0,1.0,7.0,6.0,6.0,3.0,6.0,7.0,7.0,4.0,6.0,1.0,6.0
A,7.0,13.484017,6.0,7.0,4.0,9.0,3.0,4.0,3.0,11.0,3.0,10.0,5.0,4.1548977,5.0,11.0
E,7.0,11.0,5.0,6.0,3.0,7.0,7.0,6.0,7.0,8.0,7.0,10.0,1.0,8.0,8.0,8.0
N,3.0,7.0,5.0,5.0,3.0,7.0,9.0,8.0,6.0,7.0,6.0,5.0,3.0,8.0,4.0,8.0
N,4.0,6.0,5.0,5.0,4.0,8.0,9.0,3.0,4.0,7.0,4.0,7.0,6.0,8.0,3.0,5.0
H,3.0,2.0,4.0,2.0,2.0,7.0,7.0,3.0,5.0,10.0,7.0,9.0,4.0,8.0,2.0,8.0
R,4.0,7.0,4.0,5.0,4.0,7.0,7.0,5.0,7.0,7.0,6.0,7.0,3.0,7.0,5.0,8.0
H,4.0,5.0,5.0,8.0,2.0,7.0,7.0,15.0,1.0,7.0,7.0,8.0,3.0,8.0,0.0,8.0
W,2.0,0.0,3.0,1.0,1.0,8.0,8.0,4.0,0.0,7.0,8.0,8.0,7.0,10.0,0.0,8.0
M,6.0,10.0,8.0,8.0,9.0,8.0,6.0,5.0,5.0,8.0,7.0,7.0,9.0,4.0578876,4.0,7.0
H,4.0,3.0,5.0,4.0,4.0,8.0,7.0,3.0,5.0,9.0,5.0,8.0,4.0,6.0,4.0,8.0
R,4.0,6.0,5.0,4.0,2.0,9.0,6.0,5.0,5.0,10.0,3.0,6.0,3.0,7.0,4.0,10.0
S,2.0,4.0,4.0,2.0,1.0,9.0,7.0,2.0,7.0,10.0,6.0,8.0,1.0,9.0,5.0,7.0
R,3.0,4.0,3.0,4.0,2.0,7.0,8.0,6.0,5.0,7.0,5.0,6.0,3.0,8.0,5.0,8.0
N,5.0,10.0,5.0,8.0,3.0,7.0,7.0,15.0,2.0,6.0,6.0,8.0,6.0,8.0,0.0,8.0
S,7.0,13.0,6.0,6.0,3.0,8.0,6.0,4.0,3.0,13.0,6.0,8.0,3.0,9.0,4.0,7.0
R,3.0,8.0,4.0,6.0,3.0,5.0,11.0,8.0,3.0,7.0,5.0,9.0,3.0,7.0,5.0,10.0
A,2.0,10.0,5.0,7.0,2.0,6.0,6.0,4.0,1.5087736,6.0,0.0,8.0,3.0,7.0,2.0,7.0
S,7.0,13.0,7.6126957,8.0,8.0,7.0,4.0,3.0,3.0,7.0,6.0,9.0,3.0,8.0,12.72431,6.0
F,5.0,10.0,6.0,8.0,6.0,3.0,10.0,2.0,6.0,10.0,9.0,8.0,2.0,10.0,3.0,5.0
K,4.0,10.0,7.0,8.0,6.0,6.0,7.0,5.0,7.0,6.0,5.0,9.0,3.0,8.0,4.0,9.0
Z,2.0,4.0,5.0,6.0,4.0,10.0,7.0,4.0,4.0,7.0,4.0,8.0,2.0,6.0,6.0,8.0
I,2.0,6.0,4.0,7.0,6.0,8.0,6.0,2.0,3.0,7.0,7.0,8.0,4.0,11.0,5.0,8.0
T,6.0,11.418047,5.0,8.0,3.0,5.0,10.0,2.0,7.0,11.0,9.0,6.0,2.0,10.0,3.0,4.0
H,2.0,2.0,3.0,1.0,1.0,8.0,7.0,3.0,5.0,10.0,6.0,8.0,3.0,8.0,0.0,8.0
V,4.0,11.0,6.0,8.0,4.0,7.0,11.0,1.0,3.0,7.0,11.0,8.0,3.0,10.0,0.0,8.0
R,2.0,3.0,4.0,2.0,2.0,7.0,7.0,5.0,4.0,7.0,6.0,8.0,2.0,7.0,4.0,10.0
O,2.0,3.0,3.0,5.0,1.0,7.0,7.0,7.0,4.0,7.0,6.0,8.0,3.0,8.0,2.0,8.0
Y,7.0,11.0,8.0,8.0,5.0,8.0,7.0,2.0,7.0,7.0,10.0,5.0,2.0,11.0,3.0,6.0
P,2.0,3.0,3.0,2.0,1.0,5.0,11.0,6.0,3.0,10.0,6.0,4.0,1.0,9.0,4.0,8.0
Y,5.0,11.0,6.0,8.0,2.0,7.0,10.0,3.0,2.0,7.0,12.0,8.0,2.0,11.0,0.0,8.0
U,5.0,10.0,6.0,8.0,6.0,7.0,5.0,6.0,5.0,6.0,6.0,7.0,4.0,9.0,2.0,6.0
C,2.0,7.0,3.0,5.0,2.0,5.0,7.0,7.0,7.0,9.0,8.0,12.0,2.0,9.0,4.0,10.0
R,5.0,11.0,6.0,8.0,3.0,5.0,10.0,11.0,4.0,7.0,4.0,9.0,3.0,8.0,6.0,11.0
K,3.0,5.0,6.0,4.0,3.0,5.0,8.0,2.0,7.0,10.0,8.0,10.0,2.3206308,8.0,3.0,7.0
D,5.0,7.0,7.0,6.0,7.0,7.0,8.0,4.0,7.0,7.0,6.0,8.0,4.0,7.0,8.0,4.0
Y,2.0,3.0,2.0,1.0,1.0,7.0,10.0,4.0,6.0,9.0,8.0,5.0,2.0,9.0,2.0,7.0
P,2.0,2.0,2.0,2.0,1.0,5.0,10.0,7.0,0.0,9.0,6.0,4.0,1.0,9.0,3.0,8.0
A,5.2347326,10.0,7.0,8.0,6.0,8.0,7.0,3.0,4.0,7.0,6.0,9.0,7.0,5.0,5.0,9.0
W,7.0,10.0,9.526742,7.0,10.0,8.0,7.0,6.0,2.0,7.0,8.0,8.0,11.0,11.0,2.0,9.0
T,4.0,7.0,6.0,5.0,3.0,6.0,12.0,4.0,7.0,11.0,10.0,4.0,2.0,12.0,3.0,4.0
E,4.0,9.0,5.0,7.0,3.0,3.0,7.0,6.0,12.0,7.0,6.0,14.0,0.0,8.0,7.0,7.0
C,5.0,10.0,6.0,7.0,5.0,7.0,7.0,7.0,5.0,7.0,7.0,13.0,6.0,8.0,5.0,6.0
N,3.0,1.0,4.0,3.0,2.0,7.0,9.0,5.0,3.0,7.0,6.0,8.0,5.0,8.0,1.0,9.0
F,5.0,10.0,6.0,6.0,4.0,6.0,9.0,1.0,6.0,12.0,8.0,6.0,3.0,11.0,3.0,6.0
Z,7.0,14.0,9.0,7.0,7.0,7.0,6.0,3.0,7.0,11.0,7.0,8.0,4.0,6.0,9.713075,4.0
P,5.0,8.0,7.0,6.0,4.0,7.0,11.0,6.0,4.0,10.0,4.0,3.0,2.0,10.0,3.0,8.0
W,8.0,11.0,10.0,8.0,10.0,8.0,7.0,4.0,4.0,6.0,7.0,8.0,9.675454,9.0,8.0,5.0
C,7.0,12.0,9.0,8.0,5.0,8.0,7.0,10.0,6.0,7.0,6.0,8.0,4.0,6.0,7.0,8.0
P,6.0,10.0,6.0,4.0,3.0,9.0,9.0,3.0,4.0,13.0,5.0,4.672124,3.0,10.0,5.0,7.0
P,4.0,5.0,5.0,4.0,3.0,4.0,12.0,6.0,2.0,10.0,6.0,4.0,1.0,10.0,4.0,7.0
P,4.0,8.0,5.0,5.0,4.0,5.0,10.0,4.0,6.0,10.0,10.0,4.0,2.0,10.0,4.0,6.0
