lettr,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
G,4.0,7.0,5.0,5.0,2.0,6.0,6.0,6.0,6.0,10.0,7.0,12.0,2.0,9.0,4.0,10.0
A,2.0,7.0,5.0,5.0,2.0,11.0,3.3715389,3.0,3.0,10.0,1.0,9.0,2.0,6.0,2.0,8.0
C,3.0,8.0,5.0,6.0,5.0,8.0,7.0,5.0,4.0,7.0,6.0,7.0,5.0,10.0,2.0,8.0
C,2.0,3.0,3.0,2.0,1.0,5.0,9.0,6.0,6.0,12.0,9.0,9.0,1.0,10.0,2.0,7.0
U,4.0,7.0,5.0,5.0,4.0,7.0,8.0,6.0,7.0,7.0,9.0,8.0,3.0,9.0,1.0,8.0
P,2.0,3.0,3.6448772,2.0,1.0,7.0,9.0,4.0,3.0,11.0,4.0,3.0,1.0,9.0,2.0,8.0
I,3.0,10.0,4.0,7.0,3.0,6.0,7.0,0.0,7.0,12.0,7.0,8.0,0.0,8.0,1.0,7.0
B,2.0,1.0,3.0,3.0,2.0,7.0,7.0,7.0,5.0,7.0,6.0,7.0,2.0,8.0,7.0,10.0
L,3.0,7.0,5.0,5.0,2.0,5.0,4.0,2.0,9.0,6.0,2.0,9.0,0.0,6.0,3.0,6.0
M,7.0,8.0,9.0,6.0,8.580648,8.0,6.0,4.0,5.0,8.0,6.0,8.0,8.0,8.0,4.0,6.0
R,4.0,10.0,4.0,7.0,4.0,5.0,10.0,8.0,3.0,7.0,5.0,8.0,2.0,7.0,5.0,11.0
N,5.0,11.0,8.0,8.0,5.0,7.0,9.0,3.0,5.0,9.0,7.0,7.0,6.0,8.0,1.0,7.0
H,4.0,7.0,4.1239114,4.0,2.0,7.0,6.0,14.807802,1.0,7.0,7.0,8.0,3.0,8.0,0.0,8.0
I,2.0,7.0,3.0,5.0,2.0,7.0,7.0,0.0,7.0,13.0,6.0,8.0,0.0,8.0,1.0,8.0
S,5.0,10.0,6.0,8.0,3.0,8.0,7.0,5.0,8.152586,12.0,7.0,7.0,2.0,10.0,5.0,8.0
G,6.0,10.0,6.0,8.0,5.0,5.0,6.0,6.0,6.0,8.0,6.0,11.0,2.0,9.0,4.0,8.0
H,3.0,2.0,5.0,3.0,3.0,8.0,7.2394195,6.0,6.0,7.0,6.0,8.0,3.0,8.0,3.0,8.0
V,2.0,3.0,3.0,2.0,1.0,9.0,10.048371,3.0,2.0,5.0,11.0,8.0,3.0,11.0,0.0,8.0
U,6.0,10.0,8.0,8.0,7.0,7.0,7.0,4.0,5.0,6.0,7.0,8.0,6.0,8.0,2.0,8.0
E,2.0,5.0,3.0,4.0,2.0,7.0,7.0,6.0,9.0,6.0,6.0,9.0,3.0,8.0,6.0,8.0
P,6.0,10.0,8.0,8.0,6.0,7.0,10.0,4.0,6.0,11.0,7.0,3.0,4.0,10.0,4.9635444,7.0
I,1.0,2.0,2.0,2.0,1.0,7.0,7.0,1.0,8.0,7.0,6.0,8.0,0.0,8.0,3.0,8.0
Q,4.0,8.0,5.0,6.0,4.0,7.0,7.0,6.0,4.0,7.0,9.0,11.413321,3.0,8.0,5.0,8.0
T,6.0,9.0,5.0,5.0,3.0,7.0,8.0,2.0,6.0,11.0,6.3384004,8.0,2.0,9.0,4.0,7.0
M,5.0,7.0,7.0,5.0,5.0,7.0,7.0,2.0,5.0,9.0,7.0,9.0,7.0,5.0,2.0,8.0
B,2.0,4.0,3.0,4.0,3.0,7.0,7.0,5.0,5.0,7.0,6.0,7.0,2.0,8.0,5.0,10.0
U,4.0,6.0,5.0,4.0,2.0,3.0,8.0,5.0,7.0,10.0,10.0,9.0,3.0,9.0,2.0,6.0
V,3.0,3.0,4.0,5.0,1.0,8.0,8.0,4.0,2.0,6.0,14.0,8.0,3.0,10.0,0.0,8.0
R,3.0,4.0,4.0,6.0,2.0,6.0,10.0,8.0,5.0,7.0,3.0,9.0,3.0,7.0,5.0,11.0
S,2.0,3.0,2.0,2.0,2.0,7.0,8.0,6.0,6.0,7.0,6.0,7.0,2.0,8.0,7.0,8.0
G,5.0,9.0,6.0,7.0,4.0,6.0,7.0,6.0,6.0,10.0,8.0,10.0,2.0,8.0,5.0,10.0
V,6.0,9.0,5.0,6.0,2.0,4.0,11.0,5.0,4.0,11.0,11.0,7.0,3.0,10.44333,1.0,8.0
S,2.0,1.0,2.0,1.0,1.0,8.0,7.0,4.0,7.0,5.0,6.0,8.0,0.0,8.0,8.0,8.0
B,4.0,11.0,6.0,8.0,6.0,6.0,7.0,6.0,4.0,6.0,4.0,6.0,3.0,8.0,6.718083,7.0
T,2.0,5.0,3.0,4.0,2.0,5.0,12.0,4.0,6.0,11.0,9.0,4.0,1.0,11.0,1.0,5.0
B,4.0,11.0,5.0,8.0,6.0,8.0,7.0,5.0,6.0,7.0,6.0,7.0,6.0,8.0,6.0,11.0
S,4.0,7.0,6.0,6.0,7.0,7.0,8.0,4.0,4.0,7.0,7.0,8.0,4.0,8.233472,10.0,10.0
X,3.0,3.0,5.0,2.0,1.0,6.0,7.0,2.0,8.0,10.0,7.0,8.0,3.0,8.0,3.0,6.0
P,7.0,9.0,6.0,5.0,3.0,7.0,11.0,4.0,5.0,11.0,6.0,5.0,4.0,8.0,7.0,5.0
M,6.0,11.0,9.0,8.0,7.0,3.0,7.0,3.0,5.0,10.0,11.0,11.0,8.0,6.0,3.0,7.0
W,6.0,10.0,6.0,7.0,6.0,2.0,10.0,2.0,3.0,10.0,10.0,9.0,6.0,10.0,1.0,7.0
D,5.0,9.0,7.0,6.0,5.0,5.0,8.0,4.0,8.0,8.0,7.0,7.0,3.0,8.0,5.0,6.0
I,4.0,10.0,6.0,7.0,4.0,9.0,7.0,0.0,8.0,11.0,6.0,9.0,1.0,7.0,3.0,8.0
X,3.0,5.0,4.0,5.0,2.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0
E,3.0,7.0,4.0,5.0,3.0,3.0,7.0,5.0,9.0,7.0,6.0,12.0,0.0,8.0,6.0,8.0
D,4.0,9.0,6.0,6.0,4.0,7.0,7.0,8.0,6.0,7.0,7.0,5.0,3.0,7.0,4.0,8.0
Z,6.0,8.0,5.0,9.571029,4.0,7.0,7.0,4.0,8.0,11.0,8.0,8.0,2.0,10.0,7.0,7.0
D,3.0,4.0,5.0,3.0,2.0,9.0,6.0,4.0,7.0,10.0,4.0,6.0,2.0,8.0,3.0,8.0
M,5.0,6.0,7.0,4.0,4.0,12.0,4.0,3.0,3.0,10.0,3.0,8.0,6.0,5.0,1.0,9.0
X,6.0,12.0,6.0,8.0,3.0,7.0,8.0,4.0,5.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0
O,4.0,7.0,6.0,6.0,4.0,7.0,4.0,5.0,5.0,8.0,4.0,7.0,3.0,7.0,4.0,8.0
L,5.0,10.0,6.0,8.0,4.0,9.0,3.0,0.0,7.0,10.0,2.0,9.0,3.0,8.0,3.0,9.0
O,5.0,10.0,6.0,8.0,5.0,7.0,8.0,8.0,4.0,9.0,7.0,8.0,3.0,8.0,3.0,8.0
I,1.0,11.0,0.0,8.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0
K,5.0,10.0,8.0,8.0,5.0,7.0,11.0,3.0,5.0,7.0,10.0,10.0,2.0,9.0,3.0,9.0
M,5.0,9.0,8.0,6.0,9.0,7.0,5.0,3.0,1.0,7.0,4.0,9.0,11.0,5.0,3.5273852,6.0
B,2.0,5.0,4.0,4.0,3.0,7.0,8.0,5.0,6.0,7.0,6.0,5.0,2.0,8.0,5.0,7.0
X,1.0,0.0,1.0,0.0,0.0,7.0,7.0,4.0,3.0,7.0,6.0,8.0,2.0,8.0,3.0,8.0
L,3.0,9.300163,3.0,6.0,1.0,0.0,1.3668475,5.0,6.0,0.0,0.0,7.0,0.0,8.0,0.0,8.0
B,2.0,0.0,2.0,1.0,1.0,7.0,8.0,6.0,5.0,7.0,6.0,7.0,1.0,8.0,6.0,7.0
F,6.0,8.0,8.0,5.0,7.0,6.0,9.0,2.0,4.0,10.0,6.0,6.0,6.0,11.0,6.0,4.0
N,9.901581,15.0,8.0,8.0,5.0,6.0,9.0,5.0,5.0,4.0,5.0,11.0,6.0,11.0,2.0,8.0
Q,3.0,5.0,4.0,5.0,3.0,8.0,7.0,5.0,2.0,7.0,8.413929,9.0,3.0,8.0,4.0,7.0
N,3.0,7.0,4.0,5.0,2.0,7.0,7.0,14.0,2.0,5.0,6.0,8.0,6.0,8.0,0.0,8.0
Q,6.0,9.0,6.0,7.0,5.0,9.0,8.0,5.0,4.0,7.0,8.0,10.0,5.0,11.0,6.0,9.0
I,3.0,6.0,5.0,4.0,2.0,7.0,7.0,0.0,8.0,13.0,6.0,9.0,0.0,8.0,1.0,8.0
L,4.0,5.0,4.0,8.0,1.0,0.0,1.0,6.0,6.0,0.0,0.0,6.0,0.0,8.0,0.0,8.0
L,4.0,8.0,6.0,6.0,7.0,7.0,7.0,3.0,6.0,7.0,7.0,10.0,6.0,10.0,7.0,7.0
Q,5.0,6.0,5.0,6.0,5.0,7.0,8.0,4.0,4.0,8.0,7.0,9.0,2.0,9.0,7.0,9.0
K,5.0,11.0,7.0,8.0,5.0,9.0,6.0,2.0,6.0,10.0,4.0,8.0,7.0,8.0,4.0,11.0
Y,2.0,6.0,4.0,5.0,2.0,6.0,9.0,2.0,6.0,8.0,11.0,8.0,1.0,11.0,1.0,7.0
W,3.0,9.0,4.0,7.0,4.0,9.0,7.0,6.0,2.0,7.0,8.0,8.0,7.0,9.0,0.0,8.0
R,2.0,5.0,2.0,3.0,2.0,5.0,9.0,7.0,3.0,7.0,5.0,8.0,2.0,7.0,4.0,10.0
U,5.0,8.0,6.0,5.0,4.0,8.0,6.0,5.0,5.0,5.0,8.0,7.0,5.0,8.0,2.0,7.0
R,3.0,5.0,5.0,3.0,4.0,7.0,7.0,3.0,4.0,7.0,6.0,9.0,5.0,8.0,5.0,7.0
U,6.0,15.0,6.0,8.0,4.0,7.0,4.0,5.0,5.0,7.0,8.0,10.0,6.0,8.0,3.0,10.0
W,4.0,10.0,6.0,8.0,6.0,6.0,10.0,3.0,2.0,7.0,8.0,8.0,7.0,12.0,2.0,6.0
Q,4.0,5.0,4.0,5.0,3.0,8.0,7.0,6.0,4.0,7.0,7.0,9.0,2.0,8.0,5.0,10.0
T,4.0,5.0,5.0,3.0,1.0,5.0,12.0,3.0,7.0,12.0,9.0,4.0,1.0,10.0,1.0,5.0
T,3.0,10.0,4.0,8.0,1.0,7.0,14.0,0.0,6.0,8.0,11.0,8.0,0.0,8.0,0.0,8.0
B,1.0,0.0,1.0,1.0,1.0,7.0,7.0,6.511735,4.0,6.0,6.0,7.0,1.0,8.0,5.0,9.0
Z,5.0,11.0,6.0,8.0,4.0,7.0,7.0,3.0,12.609602,9.0,6.0,8.0,0.0,8.0,8.0,7.0
O,4.0,5.0,6.0,7.0,3.0,7.0,8.0,8.0,8.0,7.0,9.0,7.0,3.0,8.0,4.0,8.0
T,3.0,6.0,4.0,5.0,2.0,5.0,12.0,1.0,7.0,8.0,11.0,8.0,0.0,9.0,1.0,7.0
J,1.0,2.0,3.0,1.0,0.0,9.0,7.0,2.0,6.0,13.0,5.0,9.0,0.0,7.0,1.0,8.0
G,5.0,9.0,4.0,5.0,4.0,7.0,7.0,4.0,2.0,8.0,6.0,9.0,4.0,9.0,8.0,8.0
A,1.0,3.0,2.0,1.0,1.0,7.0,4.0,2.0,1.0,7.0,2.0,8.0,1.0,7.0,1.0,7.0
A,2.0,4.0,4.0,3.0,2.0,11.0,3.0,2.0,1.0,9.0,2.0,9.0,2.0,6.0,1.0,8.0
P,4.0,9.0,4.0,7.0,3.0,5.0,11.0,8.504055,2.0,10.0,6.0,4.0,1.0,10.0,4.0,7.0
P,6.0,11.0,8.0,8.0,5.0,6.0,11.0,8.0,4.0,11.0,6.0,3.0,2.0,10.0,4.0,6.0
U,4.0,8.0,6.0,6.0,5.0,8.0,9.0,5.0,4.0,5.0,8.0,9.0,7.0,11.0,4.0,8.0
E,5.0,8.0,6.0,6.0,4.0,8.0,9.0,5.0,8.0,7.0,7.0,9.0,3.0,8.0,5.0,10.0
M,4.0,8.0,6.0,6.0,6.0,6.0,7.0,4.0,4.0,7.0,7.0,9.0,7.133674,5.0,3.0,8.0
F,4.0,9.0,5.0,7.0,2.0,1.0,13.48328,4.0,4.0,12.0,10.0,6.0,0.0,8.0,2.0,5.0
L,5.0,8.0,6.0,6.0,4.0,5.0,7.0,2.0,8.0,10.0,7.0,10.0,2.0,9.0,4.0,7.0
W,5.0,11.0,7.0,8.0,10.0,9.0,6.0,6.0,2.0,7.0,7.0,8.0,10.0,11.0,2.0,4.0
I,0.0,1.0,0.0,2.0,0.0,8.0,7.0,2.0,6.0,7.0,6.0,8.0,0.0,8.0,1.0,7.0
M,8.0,11.0,9.0,8.0,7.0,8.0,7.0,6.0,6.0,7.0,7.0,7.0,9.0,6.0,3.0,6.0
C,4.0,9.0,5.0,7.0,4.0,5.0,6.0,5.0,6.0,11.0,9.0,14.0,2.0,9.0,3.0,7.0
E,0.0,0.0,1.0,0.0,0.0,5.0,7.0,4.0,5.0,7.0,6.0,12.0,0.0,8.0,4.0,10.0
D,6.0,10.0,5.0,5.0,3.0,9.0,7.0,5.0,6.0,10.0,5.0,6.0,4.0,8.0,6.0,8.0
Z,3.0,7.0,4.0,5.0,3.0,7.0,7.0,6.0,9.0,7.0,6.0,8.0,1.0,8.0,7.0,8.0
A,2.0,5.0,3.0,3.0,2.0,8.0,2.0,2.0,2.0,7.0,2.0,8.0,2.0,6.0,3.0,7.0
A,3.0,3.0,5.0,4.0,2.0,9.0,2.0,2.0,2.0,8.0,2.0,9.0,2.0,6.0,3.0,8.0
T,4.0,10.0,6.0,8.0,2.0,4.0,13.0,3.0,7.0,11.0,9.0,4.0,0.0,9.0,1.0,5.0
G,3.0,7.0,4.0,5.0,5.0,7.0,8.0,4.0,4.0,5.0,7.0,8.0,6.0,11.0,7.0,7.0
G,3.0,5.0,4.0,3.0,3.0,6.0,7.0,5.0,5.0,8.0,8.0,9.0,2.0,8.0,4.0,8.0
B,4.0,5.0,5.0,4.0,4.0,8.0,7.0,6.0,8.0,7.0,6.0,6.0,2.650532,8.0,7.0,10.0
V,6.0,9.0,6.0,5.0,3.0,7.0,8.0,4.0,4.0,10.0,7.0,6.0,5.0,12.0,2.0,8.0
N,5.0,10.0,6.0,8.0,3.0,7.0,7.0,15.0,2.0,5.0,6.0,8.0,6.0,8.0,0.0,8.0
S,4.0,11.0,5.0,8.0,3.0,11.0,5.0,5.942687,6.0,11.0,2.0,9.0,2.0,7.0,5.0,10.0
Z,2.0,3.0,2.0,2.0,1.0,7.0,7.0,5.0,8.0,6.0,6.0,8.0,1.0,8.0,6.0,8.0
N,3.0,7.0,4.0,5.0,2.0,7.0,7.0,14.0,2.0,5.0,6.0,8.0,5.0,8.0,0.0,8.0
Q,6.0,9.0,6.0,10.448215,6.0,7.0,8.0,6.0,4.0,8.0,9.0,11.0,4.0,9.0,8.0,6.0
P,3.0,5.0,5.0,4.0,2.0,7.0,10.0,4.0,5.0,11.0,7.0,3.0,1.0,10.0,4.0,7.0
V,4.0,9.0,6.0,7.0,5.0,6.0,12.0,3.0,2.0,8.0,9.0,8.0,6.0,9.0,7.0,8.0
Z,2.0,3.0,4.0,1.0,1.0,8.0,6.0,2.0,9.0,11.0,5.0,9.0,1.0,8.0,5.0,9.0
I,1.0,3.0,0.0,2.0,0.0,7.0,7.0,1.0,7.0,7.0,6.0,9.0,0.0,8.0,2.0,8.0
F,3.0,9.0,3.0,6.0,2.0,1.0,12.0,4.0,4.0,11.0,10.0,8.0,0.0,8.0,2.0,6.0
S,5.0,9.0,6.0,7.0,5.0,6.0,8.0,5.0,7.0,9.0,9.0,8.0,2.0,10.0,8.0,6.0
Y,0.0,0.0,0.0,0.0,0.0,7.0,9.0,2.0,4.0,6.0,9.0,8.0,0.0,9.0,0.0,8.0
Q,2.0,2.0,3.0,2.0,1.0,8.0,6.0,6.0,4.0,7.0,6.0,9.0,2.0,8.0,3.0,8.0
G,4.0,7.0,5.0,5.0,6.0,8.0,6.0,4.0,3.0,7.0,6.0,11.0,6.0,8.0,6.0,11.0
D,3.0,5.0,4.0,4.0,3.0,8.0,7.0,4.0,5.0,10.0,5.0,5.0,3.0,8.0,3.0,9.0
J,5.0,12.0,4.0,9.340904,4.0,9.0,8.0,2.0,4.0,13.0,4.0,6.0,2.0,9.0,7.0,10.0
X,4.0,4.0,5.0,6.0,1.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0
U,5.0,10.0,5.0,5.0,3.0,7.0,7.0,5.0,5.0,7.0,10.0,8.0,5.0,9.0,2.0,9.0
V,6.0,11.0,6.0,7.0,4.0,8.0,8.0,3.0,4.0,9.0,8.0,6.0,4.0,11.0,1.0,8.0
J,5.0,8.0,7.0,7.0,5.0,7.0,10.0,6.0,5.0,9.0,6.0,7.0,3.0,8.0,8.0,11.0
Z,2.0,6.0,3.0,5.0,2.0,7.0,7.0,3.0,11.516038,8.0,6.0,8.0,0.0,8.0,7.0,8.0
Z,6.0,10.0,9.0,7.0,4.0,6.0,8.0,3.0,11.0,11.0,9.0,8.0,2.0,8.0,6.0,6.0
N,2.0,3.0,4.0,3.0,2.0,7.0,9.0,3.0,4.0,10.0,6.0,7.0,5.0,8.0,1.0,7.0
W,6.0,9.0,6.0,5.0,4.0,5.0,9.0,2.0,3.0,9.0,10.0,7.0,7.0,11.0,2.0,6.0
U,5.0,9.0,5.0,7.0,2.0,7.0,5.0,14.0,5.0,7.0,13.912457,8.0,3.0,9.0,0.0,8.0
C,6.0,9.0,5.0,4.0,3.0,8.0,7.0,5.0,5.0,10.0,6.0,10.0,3.0,9.0,7.0,8.0
V,5.0,8.0,5.0,6.0,3.0,7.0,9.0,4.0,2.0,7.0,12.0,8.0,2.0,10.0,0.0,8.0
X,6.0,10.0,7.0,5.0,4.0,7.0,8.0,1.0,7.0,10.0,7.0,8.0,3.0,11.0,4.0,8.0
U,5.0,10.0,8.0,8.0,10.21804,8.0,6.0,3.0,5.0,6.0,7.0,7.0,9.0,9.0,4.0,8.0
X,3.0,5.0,4.0,3.0,2.0,7.0,7.0,3.0,8.0,7.0,6.0,8.0,3.0,8.0,6.0,9.0
Q,1.0,3.0,2.0,3.0,2.0,8.0,8.0,4.0,2.0,7.0,7.0,10.0,2.0,9.0,3.0,10.0
S,5.0,10.0,7.0,8.0,8.0,7.0,7.0,6.0,5.0,7.0,6.0,9.0,6.0,8.0,10.0,10.0
V,5.0,8.0,7.0,7.0,8.0,6.0,7.0,4.0,4.0,7.0,6.0,8.0,7.0,10.0,8.0,9.0
M,3.0,5.0,5.0,4.0,4.0,8.0,6.0,2.0,2.0,8.0,5.0,8.0,5.0,6.0,3.0,6.0
T,6.0,10.0,7.0,8.0,5.0,5.0,11.0,3.0,7.0,11.0,9.0,5.5348573,3.0,11.0,3.0,4.0
E,2.0,0.0,2.0,1.0,1.0,7.0,7.0,7.0,6.0,7.0,6.0,9.0,1.0,8.0,5.0,9.0
G,4.0,9.0,5.0,7.0,4.0,7.0,7.0,6.0,5.0,7.0,6.0,11.0,3.0,8.0,4.0,9.0
D,2.0,5.0,4.0,4.0,3.0,6.0,7.0,8.0,7.0,7.0,6.0,6.0,2.0,8.0,4.0,8.0
G,4.0,5.0,5.0,7.0,3.0,6.0,7.0,8.0,7.0,6.0,6.0,7.0,3.0,8.0,5.0,8.0
F,4.0,8.0,6.0,6.0,3.0,6.0,11.0,2.0,7.0,13.0,7.0,4.0,1.0,10.0,2.0,7.0
Z,2.0,5.0,4.0,4.0,2.0,7.0,8.0,2.0,9.0,12.0,6.0,8.0,1.0,9.0,5.0,8.0
A,2.0,5.0,4.0,4.0,2.0,7.0,3.0,3.0,2.0,6.0,1.0,8.0,2.0,7.0,3.0,7.0
A,2.0,6.0,4.0,5.0,2.0,8.0,4.0,3.0,2.0,7.0,2.0,8.0,2.0,7.0,3.0,8.0
A,5.0,8.0,8.0,7.0,5.0,10.0,3.0,2.0,2.0,8.0,3.0,8.0,4.0,5.0,3.0,8.0
K,8.99872,10.0,8.0,4.0,4.0,9.0,6.0,3.0,6.0,10.0,3.0,9.0,5.0,7.0,6.0,9.0
L,3.0,7.0,4.0,4.055701,2.0,3.0,4.0,2.0,9.0,7.0,2.0,10.0,0.0,7.0,3.0,7.0
V,5.0,6.0,4.0,4.0,2.0,4.0,11.0,1.0,3.0,9.0,11.0,8.0,2.0,11.0,1.0,8.0
G,6.0,9.0,7.0,8.0,8.0,6.0,8.0,5.0,3.0,7.0,6.0,8.0,8.0,11.0,8.0,10.0
S,2.0,1.0,2.0,1.0,2.0,8.0,8.0,6.0,5.0,7.0,6.0,8.0,2.0,8.0,8.0,8.0
W,10.0,10.0,10.0,5.0,4.0,6.0,9.0,3.0,2.0,8.0,10.0,7.0,11.436244,13.789843,1.0,5.0
P,10.08366,15.0,9.0,8.0,6.0,9.0,7.0,6.0,4.0,12.0,3.0,6.0,5.0,9.0,5.0,8.0
P,5.0,6.0,7.0,8.0,8.0,7.0,8.0,5.0,1.0,8.0,7.0,7.0,7.0,11.0,6.0,7.0
O,3.0,4.0,4.0,6.0,3.0,8.0,6.0,8.0,6.0,8.0,4.0,7.0,3.0,8.0,3.0,8.0
X,7.0,11.0,8.0,8.0,4.0,4.0,9.0,4.0,8.0,11.0,11.0,9.0,3.0,9.0,4.0,4.0
Z,6.0,11.0,8.0,8.0,5.0,7.0,7.0,2.0,10.0,12.0,6.0,8.0,1.0,9.0,6.0,8.0
F,7.0,14.0,7.0,8.0,6.0,9.0,8.0,2.0,4.0,12.0,4.0,5.0,3.0,9.0,6.0,9.0
R,3.0,5.0,4.0,4.0,3.0,8.0,6.0,3.0,5.0,10.0,4.0,7.0,3.0,8.0,3.0,8.0
S,5.0,9.0,7.0,7.0,5.0,8.0,7.0,3.0,6.0,9.0,4.0,8.0,3.0,7.0,4.0,8.0
Z,6.0,9.0,7.0,7.0,4.0,8.0,6.0,2.0,8.0,11.0,4.0,10.0,3.0,8.0,6.0,9.0
X,4.0,8.0,6.0,8.0,6.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,3.0,8.0,9.0,9.0
H,3.0,5.0,4.0,6.0,2.0,7.0,8.0,15.0,1.0,7.0,4.0,8.0,3.0,8.0,0.0,8.0
L,3.0,7.0,4.0,5.0,3.0,8.0,3.0,2.0,7.0,8.0,2.0,9.0,2.0,6.0,3.0,9.0
J,2.0,9.0,3.0,7.0,1.0,14.977802,2.0,5.0,5.0,13.0,1.0,9.0,0.0,7.0,0.0,8.0
W,3.0,3.0,4.0,5.0,2.0,6.0,7.0,6.0,3.0,7.0,7.0,8.0,7.0,9.0,2.0,8.0
K,4.0,6.0,6.0,4.0,3.0,10.0,7.0,3.0,7.0,10.0,1.0,7.0,3.0,8.0,3.0,9.0
N,7.0,11.0,9.0,8.0,8.0,7.0,7.0,4.0,3.0,9.0,9.0,8.0,7.0,8.0,3.0,7.0
E,5.0,11.0,5.0,8.0,3.0,3.0,8.0,5.0,10.0,7.0,6.0,10.0,0.0,8.0,6.0,8.0
P,5.0,10.0,5.0,7.0,3.0,3.0,12.0,7.0,3.0,12.0,8.0,3.0,1.0,10.0,4.0,6.0
N,4.0,6.0,5.0,4.0,4.0,7.0,9.0,5.0,4.0,7.0,6.0,8.0,6.0,9.0,5.0,4.0
R,2.0,3.0,4.0,3.0,3.0,8.0,8.0,5.0,6.0,7.0,5.0,7.0,2.0,6.0,5.0,8.0
O,4.0,8.0,6.0,6.0,5.0,8.0,4.0,6.0,4.0,8.0,4.0,8.0,3.0,8.0,3.0,8.0
A,3.0,7.0,4.0,5.0,3.0,10.0,2.0,2.0,3.0,8.0,2.0,9.0,2.0,7.0,3.0,8.0
Z,5.0,9.0,7.0,6.0,4.0,8.0,7.0,3.0,10.0,12.0,6.0,8.0,1.0,8.0,6.0,8.0
F,4.0,10.0,6.0,8.0,7.0,7.0,9.0,3.0,4.0,7.0,6.0,6.0,5.0,8.0,7.0,4.0
