lettr,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
H,4.0,3.0,5.0,4.0,3.0,8.0,7.0,6.0,6.0,7.0,7.0,7.0,3.0,8.0,4.0,7.0
X,4.0,7.0,5.0,5.0,1.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0
Q,5.0,8.0,6.0,8.0,4.0,7.0,6.0,7.0,6.0,6.0,6.0,8.0,3.0,8.0,5.0,8.0
S,6.0,8.0,8.0,7.0,7.0,8.0,6.0,6.0,4.0,7.0,5.0,8.0,3.0,9.0,7.0,4.0
B,3.0,8.0,4.0,5.0,4.0,6.0,7.0,9.0,5.0,7.0,6.0,7.0,2.0,8.0,8.0,10.0
E,3.0,3.0,3.0,5.0,2.0,3.0,7.0,6.0,10.0,7.0,6.0,15.0,0.0,8.0,7.0,8.0
J,2.0,4.0,2.0,3.0,1.0,9.0,6.0,1.0,6.0,13.0,4.0,8.0,0.0,7.0,0.0,7.0
O,3.0,5.0,4.0,3.0,2.0,7.0,7.0,7.0,4.0,8.0,6.0,8.0,3.0,8.0,4.0,8.0
L,1.0,0.0,1.0,0.0,0.0,4.0,2.8471918,4.0,5.0,1.529012,3.0,6.0,0.0,8.0,0.0,8.0
U,4.0,3.0,5.0,5.0,2.0,7.0,6.0,11.261927,4.0,7.0,12.0,8.0,3.0,9.0,0.0,8.0
A,8.0,11.0,7.0,8.0,5.0,8.0,7.0,4.0,5.0,6.0,8.0,6.0,6.0,10.0,3.0,6.0
L,5.0,10.0,6.0,8.0,8.0,7.0,7.0,4.0,6.0,6.0,6.0,10.0,6.0,11.0,8.0,8.0
N,6.0,9.0,6.0,5.0,3.0,9.0,10.0,5.0,6.0,7.0,4.0,4.7156115,6.0,9.0,3.0,7.0
Q,5.0,11.0,5.0,6.0,4.0,10.0,4.0,4.0,7.0,10.0,4.0,9.0,3.0,8.0,8.0,11.0
F,3.0,8.0,3.0,6.0,2.0,0.0,13.0,4.0,4.0,12.0,11.0,7.0,0.0,8.0,2.0,6.0
H,7.0,10.0,10.0,8.0,8.0,7.0,7.0,3.0,7.0,10.0,6.0,8.0,6.027868,8.0,5.0,8.0
O,4.0,7.0,6.0,4.0,4.0,7.0,8.0,8.0,5.0,7.055181,6.0,8.0,3.0,8.0,4.0,7.0
U,4.0,7.0,5.0,5.0,2.0,5.0,7.0,5.0,8.0,10.0,9.0,8.0,3.0,8.0,2.0,6.0
A,7.0,10.0,6.0,5.0,3.0,10.0,3.0,3.0,1.0,7.0,4.0,11.0,5.0,5.0,4.0,8.0
U,4.0,9.0,4.0,7.0,3.0,7.0,5.0,14.0,5.0,7.0,13.0,8.0,3.0,9.0,0.0,8.0
R,4.0,5.0,5.0,4.0,5.0,7.0,8.0,4.0,3.0,7.0,6.0,8.0,4.0,9.0,7.0,4.0
N,5.0,10.0,8.0,8.0,9.0,5.0,7.0,4.0,5.0,8.0,9.0,11.0,7.0,11.0,5.0,8.0
W,6.0,9.0,9.0,7.0,12.0,7.0,7.0,6.0,2.0,6.0,6.0,8.0,15.0,11.0,6.0,11.0
N,3.0,7.0,4.0,5.0,3.0,7.0,7.0,13.0,1.0,5.0,6.0,8.0,5.0,8.0,0.0,8.0
D,5.0,9.0,8.0,7.0,8.0,7.0,8.0,4.0,6.0,6.0,4.0,8.0,5.0,7.0,5.0,6.0
X,4.0,9.0,5.0,7.0,3.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,3.0,8.0,4.0,8.0
U,8.0,10.735645,7.2401114,8.0,4.0,4.0,7.0,6.0,8.0,9.0,8.0,9.0,4.0,9.0,3.0,4.0
W,5.0,9.0,8.0,7.0,5.0,7.0,8.0,4.0,1.0,7.0,9.0,8.0,8.0,11.0,0.0,8.0
I,3.0,7.0,4.0,6.0,5.0,9.0,8.0,3.0,6.0,7.0,6.0,5.0,3.0,8.0,7.0,6.0
H,3.0,6.0,5.0,4.0,4.0,7.0,8.0,5.0,6.0,7.0,6.0,8.0,3.0,8.0,3.0,7.0
O,6.0,10.0,6.0,8.0,5.0,7.0,7.0,8.0,4.0,9.0,6.0,8.0,3.0,8.0,3.0,8.0
R,4.0,6.0,6.0,6.0,6.0,7.0,10.0,5.0,4.0,6.0,5.0,9.0,5.0,7.0,7.0,8.0
T,1.0,1.0,2.0,2.0,0.0,7.0,13.0,1.0,7.0,7.0,10.0,8.0,0.0,8.0,0.0,8.0
X,5.0,9.0,7.0,6.0,3.0,7.0,8.0,2.0,8.0,10.0,8.0,8.0,3.0,11.0,3.0,7.0
D,2.0,3.0,4.0,2.0,2.0,8.0,7.0,4.0,6.0,10.0,4.0,6.0,2.0,8.0,3.0,8.0
L,3.0,8.0,5.0,5.0,3.0,4.626381,4.0,2.0,9.0,7.0,1.7186512,10.0,1.0,7.0,3.0,7.0
P,3.0,5.0,5.0,6.0,6.0,6.0,7.0,5.0,3.0,6.0,6.0,8.0,4.0,9.0,6.0,8.0
N,6.0,8.0,8.0,6.0,5.0,7.0,8.0,2.0,5.0,10.0,6.0,7.0,6.0,7.0,1.0,7.0
W,1.0,0.0,2.0,1.0,1.0,8.0,8.0,4.0,0.0,7.0,8.0,8.0,6.0,10.0,0.0,8.0
N,2.0,3.0,4.0,2.0,1.0,7.0,8.0,3.0,4.0,9.0,6.0,7.0,4.0,8.0,1.0,7.0
Q,7.0,8.0,6.779131,9.0,7.0,7.0,5.0,7.0,4.0,9.0,7.0,10.0,3.0,8.0,6.0,7.0
R,9.0,10.0,7.0,5.0,4.0,8.0,8.0,5.0,5.0,8.0,5.0,8.0,6.0,7.0,8.0,10.0
A,2.0,5.0,4.0,4.0,3.0,8.0,7.0,3.0,4.0,7.0,6.0,6.0,3.0,8.0,3.0,6.0
O,3.0,6.0,5.0,4.0,3.0,8.0,6.0,7.0,5.0,9.0,4.0,10.0,3.0,8.0,3.0,8.0
H,4.0,6.0,6.0,4.0,4.0,7.0,7.0,3.0,5.0,10.0,6.0,8.0,3.0,8.0,3.0,7.0
K,3.0,4.0,4.0,2.0,2.0,7.0,7.0,2.0,7.0,9.0,4.0,9.0,5.0,8.0,4.0,9.0
N,3.0,6.0,4.0,5.0,3.0,7.0,8.0,6.0,5.0,6.0,5.0,6.0,5.0,8.0,1.0,6.0
G,2.0,3.0,2.0,2.0,1.0,7.0,7.0,5.0,4.0,6.0,6.0,9.0,3.0,10.0,4.0,8.0
B,4.0,7.0,5.0,5.0,4.0,11.0,6.0,3.0,6.0,10.0,4.0,7.0,3.0,8.0,6.0,11.0
W,4.0,5.0,6.0,4.0,5.0,9.0,10.0,4.0,2.0,6.0,8.0,8.0,9.0,11.0,6.0,7.0
S,4.0,10.0,4.0,8.0,3.0,8.0,8.0,5.0,9.0,5.0,6.0,7.0,0.0,8.0,9.0,7.0
K,3.0,7.0,5.0,5.0,3.0,7.0,7.0,5.0,9.0,7.0,6.0,7.0,5.0,8.0,6.0,9.0
T,4.0,10.0,6.0,8.0,2.0,8.0,13.237015,0.0,6.0,7.0,11.0,8.0,0.0,8.0,0.0,8.0
M,3.0,6.0,4.0,4.0,4.0,9.0,7.0,6.0,4.0,6.0,7.0,6.0,6.0,6.0,2.0,5.379659
W,9.0,12.0,9.0,8.0,6.0,4.0,9.0,3.0,4.0,8.0,8.0,7.0,9.0,11.0,2.0,6.0
J,5.0,8.0,6.0,5.0,2.0,8.0,7.0,1.0,7.0,14.0,4.0,7.0,0.0,8.0,0.0,8.0
I,0.0,7.0,0.0,4.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0
M,4.0,3.0,5.0,4.0,2.0,7.0,7.0,12.0,1.0,7.0,9.0,8.0,8.0,6.0,0.0,8.0
T,6.0,7.0,6.0,5.0,2.0,4.0,12.288816,3.0,8.0,13.0,9.0,3.9202707,1.0,10.0,2.0,4.0
X,1.0,4.0,3.0,2.0,1.0,8.0,7.0,1.0,7.0,10.0,5.0,8.0,2.0,8.0,3.0,8.0
H,4.0,11.0,4.0,8.0,2.0,7.0,7.0,15.0,1.0,7.0,6.0,8.0,3.0,8.0,0.0,8.0
P,2.0,3.0,4.0,2.0,1.0,8.0,8.0,3.0,4.0,12.0,4.0,3.0,1.0,8.0,3.0,7.0
U,3.0,7.0,3.0,5.0,2.0,7.0,7.0,12.0,4.0,7.0,11.0,8.0,3.0,9.0,0.0,8.0
P,3.0,4.0,4.0,4.0,4.0,7.0,9.0,5.0,2.0,8.0,6.0,5.0,1.0,10.0,2.0,8.0
N,1.0,0.0,2.0,1.0,0.0,7.0,7.0,12.0,0.0,5.0,6.0,8.0,4.0,8.0,0.0,8.0
C,3.0,6.0,4.0,4.0,2.0,4.0,9.0,3.0,6.0,12.0,9.0,8.0,2.0,8.0,2.0,7.0
W,4.0,8.0,6.0,6.0,5.0,3.0,11.0,3.0,2.0,8.0,10.0,8.0,6.0,11.0,1.0,8.0
N,4.0,6.0,6.0,5.0,5.0,7.0,9.0,3.0,4.0,7.0,6.0,6.0,6.0,9.0,3.0,7.0
Q,6.0,7.0,6.0,8.0,6.0,8.0,7.0,7.0,3.0,7.0,5.0,10.0,4.0,8.0,9.0,8.0
U,4.0,5.0,5.0,4.0,4.0,7.0,6.0,6.0,5.0,7.0,8.0,9.0,3.0,9.0,2.0,8.0
B,5.0,11.0,5.0,8.0,6.0,6.0,8.0,8.0,7.0,7.0,6.0,7.0,2.0,8.0,10.0,10.0
L,2.0,5.0,3.0,4.0,1.0,7.0,4.0,1.0,6.0,8.0,2.0,8.0,2.0,6.0,2.0,8.0
N,4.0,3.0,6.0,4.0,4.0,7.0,8.0,5.0,4.0,7.0,6.0,6.0,6.0,9.0,3.0,6.0
K,5.0,6.0,6.0,4.0,5.0,8.0,8.0,5.0,4.0,6.0,6.0,8.0,8.0,11.0,3.0,5.0
B,5.0,11.0,6.0,8.0,9.0,8.0,8.0,7.0,5.0,7.0,6.0,6.0,2.1404657,7.0,7.0,9.0
W,6.0,9.0,6.0,6.0,4.0,2.0,8.0,3.0,3.0,11.0,11.0,9.0,7.0,9.0,1.0,7.0
B,3.0,5.0,5.0,4.0,4.0,8.0,8.0,5.0,5.0,8.0,6.0,5.0,3.0,9.0,6.0,7.0
I,2.0,7.0,3.0,5.0,2.0,8.0,7.0,0.0,7.0,12.0,5.0,8.0,0.0,8.0,1.0,7.0
X,3.0,8.0,5.0,4.0,1.0,10.0,5.0,3.0,4.0,10.0,0.0,8.0,3.0,8.0,2.0,10.0
F,3.0,5.0,3.0,3.0,2.0,5.0,10.0,4.0,6.0,10.0,9.0,5.0,1.0,10.0,3.0,6.0
M,5.0,5.0,5.0,8.0,4.0,7.0,7.0,14.0,2.0,7.0,8.0,8.0,8.0,6.0,0.0,8.0
F,4.0,7.0,6.0,5.0,4.0,7.0,10.0,2.0,4.0,12.0,6.0,5.0,3.0,10.0,2.0,7.0
R,3.0,3.0,4.0,3.0,2.0,7.0,7.0,5.0,5.0,7.0,5.0,7.0,2.0,7.0,5.0,10.0
J,1.0,3.0,2.0,2.0,1.0,10.0,7.0,2.0,5.0,12.0,4.0,8.0,0.0,7.0,0.0,8.0
G,4.0,9.0,6.0,6.0,4.0,7.0,6.0,6.0,7.0,11.0,6.0,11.0,2.0,10.0,4.0,9.0
T,4.0,8.0,6.0,6.0,6.0,6.0,8.0,5.0,6.0,7.0,9.0,8.0,5.0,12.0,6.0,7.0
U,4.0,7.0,5.0,6.0,1.0,7.0,4.0,14.0,6.0,7.0,14.926614,8.0,3.0,9.0,0.0,8.0
T,3.0,2.0,5.0,4.0,3.0,7.0,12.0,3.0,7.0,7.0,11.0,8.0,2.0,11.0,1.0,8.0
C,8.0,9.0,6.0,5.0,2.0,8.0,8.0,6.0,7.0,13.0,6.0,8.0,2.0,10.0,5.0,8.0
I,1.0,5.0,1.0,4.0,1.0,7.0,7.0,1.0,7.0,7.0,6.0,7.0,0.0,8.0,3.0,8.0
E,3.0,7.0,3.0,5.0,3.0,6.0,8.0,6.0,7.0,7.0,6.0,11.0,2.0,9.0,7.0,8.0
H,4.0,7.0,5.0,5.0,4.0,7.0,7.0,5.0,6.0,8.0,7.0,8.0,3.0,8.0,3.0,7.0
E,2.0,3.0,3.0,4.0,3.0,7.0,8.0,5.0,2.0,7.0,6.0,9.0,3.0,8.0,7.0,8.0
M,5.0,8.0,9.0,5.0,7.0,8.0,4.0,2.0,2.0,8.0,5.0,8.0,9.0,6.0,2.0,7.0
O,3.0,2.0,4.0,5.0,2.0,7.0,8.0,8.0,7.0,6.0,7.0,8.0,3.0,8.0,4.0,8.0
F,4.0,7.0,6.0,6.0,4.0,6.0,11.0,2.0,6.0,13.0,7.0,5.0,1.0,10.0,2.0,7.0
P,4.0,5.309648,5.0,6.0,7.0,8.0,7.0,5.0,1.0,7.0,6.0,6.0,5.0,8.0,6.0,6.0
C,4.0,10.0,5.0,8.0,3.0,5.0,9.0,7.0,8.0,7.0,8.0,13.0,1.0,8.0,4.0,9.0
N,5.0,9.0,8.0,6.0,4.0,7.0,9.0,3.0,4.0,9.0,6.0,7.0,6.0,9.0,1.0,7.0
A,6.0,8.0,8.0,7.0,9.0,7.0,7.0,5.0,3.0,8.0,6.0,8.0,5.0,8.0,9.0,6.0
N,4.0,10.0,5.0,8.0,4.0,7.0,7.0,14.0,1.0,6.0,6.0,8.0,6.0,8.0,0.0,8.0
H,6.0,10.0,8.0,8.0,8.0,8.0,7.0,5.0,6.0,7.0,7.0,9.0,3.0,8.0,3.0,8.0
A,4.0,10.0,6.0,8.0,4.0,11.0,3.0,2.0,3.0,9.0,2.0,9.0,4.0,6.0,3.0,9.0
G,3.0,5.0,4.0,4.0,3.0,7.0,6.0,6.0,4.0,6.0,6.0,9.0,2.0,8.0,4.0,9.0
R,4.0,8.0,6.0,6.0,5.0,7.0,9.0,4.0,6.0,8.0,5.0,8.0,5.0,6.0,6.0,10.0
G,3.0,4.0,4.0,4.0,2.0,7.0,7.0,5.0,6.0,9.0,6.0,10.0,2.0,10.0,4.0,9.0
J,3.0,9.0,4.0,6.0,2.0,7.0,8.0,1.0,5.0,13.161816,5.0,7.0,0.0,7.0,0.0,7.0
J,3.0,9.0,4.0,7.0,2.0,8.0,7.0,0.0,8.0,11.0,4.0,7.0,0.0,7.0,1.0,7.0
Y,4.0,6.0,6.0,5.0,3.0,5.0,10.0,2.0,7.0,10.0,10.0,7.0,3.0,11.0,3.0,7.0
V,3.0,1.0,5.0,4.0,2.0,7.0,12.0,2.0,3.0,6.0,11.0,9.0,3.0,11.0,0.0,8.0
P,1.0,2.0,2.0,2.0,1.0,5.0,10.0,8.0,3.0,9.0,6.0,5.0,2.0,9.0,3.0,8.0
A,5.0,10.0,8.0,8.0,5.0,10.0,2.125187,2.0,3.0,8.0,2.0,8.0,3.0,6.0,3.0,8.0
Q,4.0,6.0,5.0,6.0,4.0,8.0,5.0,6.0,6.0,6.0,4.0,9.0,3.0,8.0,4.0,8.0
D,4.0,7.0,6.0,5.0,4.0,7.0,7.0,6.0,7.0,10.0,6.0,5.0,3.0,9.0,4.0,6.0
T,5.0,10.001697,6.0,8.0,4.0,3.0,12.600938,3.0,7.0,12.0,11.0,4.3538647,1.0,11.0,1.0,5.0
A,4.0,9.0,5.0,7.0,5.0,9.0,8.0,8.0,6.0,6.0,6.0,8.0,2.0,6.0,8.0,5.0
R,4.0,7.0,5.0,6.0,4.0,5.0,9.0,8.0,3.0,7.0,5.0,9.0,3.0,8.0,6.0,11.0
K,4.0,8.0,6.0,6.0,5.0,6.0,6.0,2.0,7.0,6.0,6.0,9.0,3.0,8.0,6.0,9.0
T,4.0,11.0,6.0,8.0,9.0,8.0,8.0,4.0,3.0,6.0,7.0,8.0,8.0,7.0,8.0,6.0
Q,5.0,8.0,6.0,10.351016,7.0,8.0,7.0,7.0,3.0,6.0,6.0,10.0,3.0,8.0,6.0,9.0
L,5.0,10.0,6.0,8.0,5.0,5.0,3.0,4.0,9.0,2.0549133,1.0,7.0,2.0,6.0,1.0,6.0
Q,5.0,9.0,7.0,7.0,7.0,10.0,4.0,3.0,7.0,9.0,4.0,7.0,5.0,7.0,5.0,9.0
I,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,3.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0
H,4.0,7.0,5.0,6.0,5.0,7.0,8.0,6.0,5.0,7.0,6.0,7.0,3.0,8.0,3.0,7.0
G,4.0,10.0,3.0,6.0,2.0,8.0,7.0,4.0,3.0,10.0,6.0,6.0,3.0,9.0,7.0,8.0
B,4.0,4.0,5.0,6.0,4.0,7.0,8.0,8.0,8.0,7.0,6.0,6.0,2.0,8.0,9.0,9.0
J,2.0,8.0,3.0,6.0,2.0,8.0,6.0,5.0,5.0,13.0,5.0,12.0,1.0,6.0,1.0,8.0
G,2.0,3.0,3.0,2.0,1.0,6.0,8.0,4.0,5.0,9.0,7.0,10.0,2.0,8.0,4.0,10.0
G,4.0,11.0,4.0,9.0,4.0,6.0,7.0,5.0,5.0,9.0,8.0,9.0,2.0,8.0,4.0,10.0
G,5.0,10.0,6.0,8.0,4.0,6.0,6.0,7.0,7.0,7.0,6.0,11.0,2.484459,8.0,5.0,8.0
T,5.0,7.0,5.0,5.0,2.0,6.0,11.0,4.0,6.0,11.0,9.0,5.0,2.0,11.549529,2.0,4.0
U,4.0,7.0,6.0,5.0,5.0,8.0,8.0,7.0,5.0,6.0,6.0,9.0,4.0,6.0,4.0,6.0
I,0.0,4.0,0.0,5.0,0.0,7.0,7.0,5.0,3.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0
S,5.0,5.0,6.0,8.0,3.0,8.0,7.0,6.0,9.0,6.0,6.0,8.0,0.0,8.0,8.908585,7.0
J,2.0,6.0,3.0,4.0,1.0,8.0,5.0,4.0,5.0,14.0,6.0,12.0,1.0,6.0,1.0,7.0
F,3.0,8.0,3.0,6.0,1.0,0.0,12.0,5.0,5.0,12.0,11.0,7.0,0.0,8.0,2.0,6.0
S,2.0,3.0,3.0,2.0,2.0,10.0,6.0,2.0,7.0,10.0,5.0,8.0,1.0,9.0,4.0,10.0
I,4.0,11.0,6.0,8.0,2.0,7.0,9.0,0.0,7.0,14.0,6.0,6.0,0.0,8.0,2.0,7.0
K,2.0,6.0,3.0,4.0,3.0,7.0,6.0,3.0,4.0,6.0,6.0,8.0,3.0,7.0,7.0,6.0
R,5.0,9.0,8.0,7.0,6.0,9.0,8.0,4.0,6.0,9.0,3.0,8.0,4.0,5.0,5.0,11.0
A,5.0,9.0,7.0,7.0,5.0,10.0,4.0,3.0,1.0,9.0,0.0,8.0,4.0,7.0,4.0,8.0
V,3.0,6.0,5.0,4.0,3.0,7.0,12.0,1.0,2.0,7.0,9.0,8.0,2.0,11.0,0.0,8.0
Y,4.0,6.0,4.0,4.0,2.0,3.0,11.0,3.0,5.0,11.0,11.0,6.0,1.0,11.0,2.0,5.0
N,6.0,10.0,9.0,7.0,5.0,6.0,8.0,3.0,4.0,10.0,9.0,8.0,6.0,7.0,1.0,8.0
R,4.0,6.0,7.0,5.0,5.0,8.0,7.0,3.0,4.0,7.0,3.0,7.0,6.0,8.0,5.0,7.0
L,3.0,3.0,5.0,4.0,2.0,6.0,4.0,3.0,7.0,6.0,1.5963255,7.0,1.0,6.0,3.0,7.0
B,3.0,7.0,5.0,6.0,6.0,9.0,9.0,4.0,3.0,6.0,7.0,6.0,6.0,11.0,7.0,6.0
W,11.0,14.0,11.0,8.0,6.0,6.0,9.0,3.0,5.0,7.0,8.0,8.0,9.0,11.0,4.0,5.0
M,6.0,9.0,8.0,7.0,9.0,7.0,8.0,5.0,4.0,6.0,5.0,8.0,9.0,9.0,8.0,8.0
B,4.0,7.0,5.0,4.0,4.0,8.0,8.0,7.0,7.0,7.0,6.0,5.0,2.0,8.0,7.0,8.0
S,4.0,5.0,4.0,8.0,2.0,9.0,8.0,6.0,10.0,5.0,5.0,6.0,0.0,8.0,9.0,7.0
U,5.0,9.0,6.0,8.0,4.0,4.0,8.0,5.0,7.0,11.0,10.0,9.0,3.0,9.0,1.0,7.0
W,6.0,7.0,6.0,4.0,4.0,1.492119,10.0,3.0,1.0,10.0,11.0,8.0,6.0,11.0,1.0,6.0
Q,4.0,9.0,7.0,8.0,8.0,7.0,4.0,3.0,4.0,7.0,4.0,7.0,5.0,7.0,5.0,6.0360365
A,2.0,2.0,4.0,3.0,1.0,8.0,2.0,2.0,2.0,7.0,2.0,8.0,2.0,6.0,3.0,6.0
W,12.233557,14.504173,11.444587,8.0,4.0,3.0,10.0,4.0,2.0,10.0,11.0,8.0,8.0,11.0,1.0,7.0
B,4.0,7.0,6.0,5.0,6.066656,9.0,8.0,4.0,5.0,7.0,7.0,8.0,6.0,9.0,7.0,6.0
M,6.0,9.0,8.0,7.0,9.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,11.0,8.0,6.0,4.0
V,4.0,8.0,6.0,7.0,4.0,8.0,10.0,3.0,3.0,6.0,11.0,8.0,3.0,10.0,0.0,8.0
F,3.0,6.0,5.0,5.0,4.0,8.0,9.5379305,4.0,5.0,10.0,6.0,6.0,3.0,9.0,6.0,7.0
A,4.0,10.0,6.0,8.0,4.0,11.0,3.0,2.0,3.0,8.0,2.0,8.0,3.0,6.0,3.0,9.0
U,4.0,6.0,5.0,4.0,2.0,5.0,8.0,6.0,8.0,8.0,7.0,8.0,4.0,10.0,3.0,3.0
F,5.0,6.0,7.0,6.0,6.0,7.0,9.0,5.0,5.0,8.0,6.0,8.0,3.0,10.0,8.0,11.0
T,3.0,3.0,4.0,1.0,1.0,5.0,11.0,3.0,5.0,10.0,9.0,8.0,2.0,9.0,1.0,6.1743126
A,5.0,13.0,5.0,6.0,2.0,7.0,3.0,2.0,2.0,6.0,2.0,7.0,3.0,6.0,3.0,7.0
N,5.0,10.0,6.0,8.0,3.0,8.0,6.0,6.0,9.0,5.0,6.0,8.0,0.0,9.0,8.0,8.0
B,2.0,1.0,2.0,2.158422,2.0,7.0,7.0,7.0,5.0,6.0,6.0,7.0,1.0,8.0,7.0,10.0
K,3.0,7.0,4.0,5.0,5.0,7.0,8.0,4.0,4.0,7.0,6.0,7.0,3.0,9.0,7.0,8.0
X,4.0,11.0,7.0,8.0,4.0,8.0,7.0,4.0,9.0,6.0,6.0,7.0,4.0,7.0,8.0,8.0
M,8.0,11.0,9.209359,8.0,7.0,4.0,6.0,4.0,5.0,9.0,7.0,11.0,12.3323765,2.715285,3.0,8.0
S,4.0,8.0,5.0,5.0,2.0,7.0,8.0,3.0,8.0,11.0,6.0,7.0,2.0,10.0,6.0,6.0
G,2.0,3.0,3.0,2.0,1.0,6.0,7.0,4.457717,5.0,10.0,7.0,9.0,2.0,9.0,3.0,9.0
G,5.0,10.0,6.0,8.0,4.0,5.0,7.0,5.0,6.0,9.0,7.0,10.0,3.0,9.0,3.0,8.0
B,5.0,8.0,6.0,6.0,6.0,7.0,7.0,6.0,5.0,7.0,6.0,7.0,6.0,8.0,7.0,6.0
W,3.0,2.0,4.0,3.0,2.0,6.0,10.0,3.0,2.0,7.0,9.0,8.0,6.0,10.0,0.0,8.0
T,1.0,0.0,2.0,0.0,0.0,7.0,13.0,2.0,4.0,7.0,9.0,8.0,0.0,8.0,0.0,8.0
G,1.0,0.0,2.0,0.0,0.0,8.0,7.0,6.0,5.0,7.0,5.0,9.0,2.0,8.0,4.0,9.0
Y,6.0,6.0,6.0,9.0,5.0,8.0,11.0,3.0,3.0,6.0,9.0,5.0,6.0,10.0,7.0,8.0
J,2.0,8.0,2.0,6.0,2.0,10.0,7.0,1.0,8.0,11.0,1.0,6.0,0.0,7.0,1.0,6.0
Q,3.0,5.0,4.0,6.0,4.0,8.0,8.0,7.0,2.0,5.0,6.0,11.0,3.0,9.0,5.0,11.0
H,3.0,4.0,4.0,5.0,2.0,7.0,6.0,15.0,2.0,7.0,7.0,8.0,3.0,8.0,0.0,8.0
O,4.0,11.0,5.0,10.072749,4.0,8.0,7.0,8.0,4.0,8.0,6.0,7.0,3.0,8.0,3.0,8.0
T,4.0,5.0,5.0,3.0,2.0,5.0,13.0,4.0,5.0,12.0,9.0,4.0,2.0,11.0,0.61684287,6.0
X,1.365645,4.0,2.1455913,2.0,2.0,7.0,7.0,3.0,8.0,7.0,6.0,9.0,2.0,8.0,5.0,8.0
Q,6.0,10.0,6.0,9.0,4.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,3.0,8.0,6.0,9.0
F,3.0,5.0,5.0,4.0,2.0,5.0,10.0,3.0,5.0,12.0,8.0,7.0,2.0,9.0,2.0,7.0
Z,3.0,5.0,4.0,7.0,2.0,7.0,7.0,4.0,13.395247,10.0,6.0,8.0,0.0,8.0,8.0,8.0
