rowid_test,type,feature,value,approach,dataset_name,syn_name,run_model,model_name,timestamp
3419,syn,age,-0.184059298586082,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3487,syn,age,-0.328452960744142,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3623,syn,age,-0.133710610155882,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3657,syn,age,-0.0481201111320758,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3687,syn,age,-0.0997845686816166,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3721,syn,age,0.0138807647913779,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3753,syn,age,-0.0153993952493079,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3796,syn,age,0.00591000229010246,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4015,syn,age,0.0025624171001948,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4356,syn,age,0.00160944290177497,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4391,syn,age,-0.00389685267880652,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4686,syn,age,-0.121135077787034,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4714,syn,age,-0.320716688598465,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4891,syn,age,-0.324663802625035,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5077,syn,age,-0.00100027695177776,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5182,syn,age,-0.00931202292305293,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5307,syn,age,-0.00652062984262871,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5594,syn,age,-0.121002516349248,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5803,syn,age,-0.104453813463328,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5840,syn,age,-0.0360340824677251,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6009,syn,age,-0.0190957110965248,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6055,syn,age,0.0107360195838323,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6222,syn,age,-0.0150219017325335,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6305,syn,age,-0.0050039189337401,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6459,syn,age,-0.0258482426558731,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6462,syn,age,-0.119562348423766,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6837,syn,age,-0.0217276264332471,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
7194,syn,age,-0.180995824797991,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
7302,syn,age,-0.0169349723126329,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
7649,syn,age,-0.215526859158242,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
7688,syn,age,-0.0102007991478627,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
7711,syn,age,-0.0390238269677223,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
7843,syn,age,-0.176827215787425,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8171,syn,age,-0.107715057097309,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8254,syn,age,-0.179117476393652,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8375,syn,age,-0.00293596494321059,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8518,syn,age,-0.0594039099413591,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8787,syn,age,-0.114359206883006,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8918,syn,age,-0.0229002507235824,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9057,syn,age,-0.00709850115172534,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9155,syn,age,-0.170364041577796,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9396,syn,age,-0.00544279127578885,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9421,syn,age,-0.114617897604656,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9779,syn,age,-0.00391593712966845,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9904,syn,age,-0.00637298472931009,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9958,syn,age,0.0206980513314472,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
10179,syn,age,-0.156058478220353,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
10276,syn,age,-0.224827266654438,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
10482,syn,age,-0.0011211532456075,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
10904,syn,age,0.00673946369493822,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
10997,syn,age,-0.118003900628089,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11307,syn,age,-0.0235976999555988,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11357,syn,age,-0.309192879204462,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11460,syn,age,-0.0947533365247472,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11498,syn,age,-0.208294261579788,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11613,syn,age,-0.133205280858232,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11617,syn,age,-0.099159076093121,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11631,syn,age,-0.0174108054848193,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11873,syn,age,-0.0101462754963707,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11937,syn,age,-0.159588786798351,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11958,syn,age,-0.291291238465807,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12129,syn,age,-0.0205011934384871,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12235,syn,age,-0.00376450989770632,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12236,syn,age,-0.305363328232069,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12301,syn,age,-0.0637161309888126,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12387,syn,age,-0.088206728489973,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12555,syn,age,-0.00427703558702296,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12563,syn,age,-0.0177442217511082,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12655,syn,age,-0.00442519693788872,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
13049,syn,age,-0.00731008168439465,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
13214,syn,age,0.000799799470677999,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
13911,syn,age,-0.224715283832051,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
14118,syn,age,-0.197151918271849,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
14303,syn,age,-0.171828584450432,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
14356,syn,age,-0.00194420285466462,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
74,syn,workclass,-0.00402990667513746,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
77,syn,workclass,-0.00616738780006959,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
112,syn,workclass,-0.00842841196830993,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
361,syn,workclass,-0.112973528111305,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
506,syn,workclass,-0.0081155839852532,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
636,syn,workclass,-0.0289443947239021,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
838,syn,workclass,-0.0436879510451303,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
1051,syn,workclass,-0.00593659255883054,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
1149,syn,workclass,0.00312122769877381,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
1347,syn,workclass,-0.00786900211348917,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
1353,syn,workclass,-0.00898056876423516,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
1378,syn,workclass,-0.000482988571730163,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
1467,syn,workclass,-0.109139220996719,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
1534,syn,workclass,-0.0813969809583326,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
2010,syn,workclass,-0.00484220532135173,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
2051,syn,workclass,0.000450720348659698,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
2169,syn,workclass,-0.0343609863491532,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
2302,syn,workclass,-0.00135094595614332,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3074,syn,workclass,-0.00258042538707504,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3075,syn,workclass,-0.153353617375606,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3126,syn,workclass,-0.0509813203481542,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3146,syn,workclass,-0.0241094147148371,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3190,syn,workclass,-0.00386652270793117,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3193,syn,workclass,0.00984101496283724,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3371,syn,workclass,-0.0223912452874169,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3419,syn,workclass,-0.0040523000458305,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3487,syn,workclass,-0.00324770959010896,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3623,syn,workclass,-0.00354424931098557,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3657,syn,workclass,0.0158605776390221,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3687,syn,workclass,-0.00590429495390412,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3721,syn,workclass,-0.00684998779760585,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3753,syn,workclass,-0.00392378296711505,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3796,syn,workclass,-0.000244929104108459,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4015,syn,workclass,-0.0293314145502571,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4356,syn,workclass,0.000439292761585063,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4391,syn,workclass,-0.0230545511892371,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4686,syn,workclass,-0.00397413187474591,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4714,syn,workclass,-0.00376611947809753,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4891,syn,workclass,-0.00827678599701978,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5077,syn,workclass,0.00163686373298947,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5182,syn,workclass,-0.00320735514305073,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5307,syn,workclass,-0.000168156425683477,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5594,syn,workclass,-0.00511091712184117,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5803,syn,workclass,-0.0294512568984498,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5840,syn,workclass,-0.00272575077341611,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6009,syn,workclass,-0.00366366552745165,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6055,syn,workclass,-0.214882074245405,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6222,syn,workclass,-0.00302030573814012,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6305,syn,workclass,-0.00526121428588137,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6459,syn,workclass,-0.118444065785108,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6462,syn,workclass,-0.00659792899482511,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6837,syn,workclass,-0.0779059998640967,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
7194,syn,workclass,0.00752516777451094,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
7302,syn,workclass,-0.144656384312398,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
7649,syn,workclass,-0.00487377332150478,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
7688,syn,workclass,-0.0195558092590945,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
7711,syn,workclass,-0.146982241830245,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
7843,syn,workclass,0.0144760415318035,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8171,syn,workclass,-0.0031497239427193,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8254,syn,workclass,0.010117551877725,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8375,syn,workclass,-0.00463940334421591,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8518,syn,workclass,-0.121999139873948,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8787,syn,workclass,-0.00483762830539107,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
8918,syn,workclass,-0.0206327360876552,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9057,syn,workclass,-0.047966764359968,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9155,syn,workclass,-0.00347872119374126,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9396,syn,workclass,-0.00445485266448807,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9421,syn,workclass,-0.00908252840940397,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9779,syn,workclass,-0.00227393868472619,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9904,syn,workclass,-0.00527851317930522,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
9958,syn,workclass,-0.0644919065336593,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
10179,syn,workclass,-0.00395819030236658,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
10276,syn,workclass,-0.00475125283082516,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
10482,syn,workclass,-0.100729128975693,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
10904,syn,workclass,-0.000521491605576588,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
10997,syn,workclass,-0.180301739641779,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11307,syn,workclass,-0.166809249195083,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11357,syn,workclass,-0.00300309832094096,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11460,syn,workclass,-0.000929410159193079,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11498,syn,workclass,-0.0214719707752822,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11613,syn,workclass,-0.00304525516345376,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11617,syn,workclass,-0.00363126939116667,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11631,syn,workclass,-0.111826521525302,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11873,syn,workclass,-0.0195677474333032,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11937,syn,workclass,-0.00586199923221807,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
11958,syn,workclass,-0.00440460551612715,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12129,syn,workclass,-0.0203146601832324,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12235,syn,workclass,-0.0172800093704299,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12236,syn,workclass,-0.00291584424396696,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12301,syn,workclass,-0.00860849755884826,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12387,syn,workclass,-0.00171573002735136,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12555,syn,workclass,-0.00359952278700791,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12563,syn,workclass,0.00100377066067237,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
12655,syn,workclass,-0.0109269471506293,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
13049,syn,workclass,-0.0050479225820621,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
13214,syn,workclass,-0.00103535643329997,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
13911,syn,workclass,-0.149573747201965,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
14118,syn,workclass,0.000159718625980285,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
14303,syn,workclass,0.0270353381018151,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
14356,syn,workclass,-0.00120898843589462,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
74,syn,fnlwgt,0.000612216387881148,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
77,syn,fnlwgt,-0.0036366839599384,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
112,syn,fnlwgt,-0.00505503291803851,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
361,syn,fnlwgt,-0.000768996395841277,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
506,syn,fnlwgt,-0.0147195472319022,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
636,syn,fnlwgt,0.00100418517802759,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
838,syn,fnlwgt,0.00672512149493524,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
1051,syn,fnlwgt,-0.00144542360828053,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
1149,syn,fnlwgt,-0.0422146617517095,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
1347,syn,fnlwgt,-0.0193350669832687,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
1353,syn,fnlwgt,0.00118374084092383,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
1378,syn,fnlwgt,0.00246863515181207,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
1467,syn,fnlwgt,0.0486217504766827,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
1534,syn,fnlwgt,-0.000498932730175348,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
2010,syn,fnlwgt,0.00510054222131523,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
2051,syn,fnlwgt,-0.00240075770540843,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
2169,syn,fnlwgt,0.00797429402878373,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
2302,syn,fnlwgt,0.00449254895243064,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3074,syn,fnlwgt,-0.00514959344202628,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3075,syn,fnlwgt,0.0109040877710027,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3126,syn,fnlwgt,-0.00544177335300728,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3146,syn,fnlwgt,0.00379438476234802,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3190,syn,fnlwgt,-0.0360909026433884,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3193,syn,fnlwgt,-0.00792966535085379,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3371,syn,fnlwgt,0.0163988373964534,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3419,syn,fnlwgt,-0.00258839094383777,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3487,syn,fnlwgt,-0.0153896833743851,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3623,syn,fnlwgt,-0.0107651198392109,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3657,syn,fnlwgt,-0.0427692966965172,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3687,syn,fnlwgt,0.015854516233855,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3721,syn,fnlwgt,-0.000450501395267771,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3753,syn,fnlwgt,-0.0206130084553338,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
3796,syn,fnlwgt,-0.0177770739982913,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4015,syn,fnlwgt,0.0197672684038044,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4356,syn,fnlwgt,-0.0117779561442441,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4391,syn,fnlwgt,-0.0135403776655776,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4686,syn,fnlwgt,-0.0208791808828813,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4714,syn,fnlwgt,-0.00411029948563842,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
4891,syn,fnlwgt,0.022973062442834,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5077,syn,fnlwgt,-0.00942357117518804,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5182,syn,fnlwgt,-0.0907817264994792,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5307,syn,fnlwgt,0.00222325683245304,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5594,syn,fnlwgt,-0.0181810165602477,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5803,syn,fnlwgt,-0.00284073130954323,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
5840,syn,fnlwgt,0.000282018649537533,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6009,syn,fnlwgt,0.00948763588783732,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6055,syn,fnlwgt,0.0256514796712301,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6222,syn,fnlwgt,-0.0121429736613371,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6305,syn,fnlwgt,-0.0321355491337754,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6459,syn,fnlwgt,-0.129625104600072,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
6462,syn,fnlwgt,0.00313118189495069,ctree,adult_complete,TabSyn,2,xgboost,2025-02-25 10:52:30
