rowid_test,counterfactual_rank,pred,measure_validation,measure_L0,measure_gower,type,dataset_name,syn_name,run_model,model_name,timestamp
1342,41,0.56569254398346,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,42,0.520727396011353,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,43,0.511106908321381,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,44,0.556613028049469,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,45,0.552968561649323,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,46,0.618754506111145,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,47,0.618754506111145,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,48,0.570509552955627,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,49,0.530811727046967,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,50,0.556804478168488,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,51,0.559704124927521,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,52,0.588353335857391,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,53,0.500140368938446,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,54,0.556804478168488,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,55,0.511106908321381,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,56,0.662630915641785,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,57,0.623536109924316,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,58,0.530811727046967,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,59,0.653732120990753,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,60,0.623536109924316,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,61,0.572832643985748,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,62,0.666479408740997,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,63,0.653732120990753,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,64,0.558052957057953,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,65,0.55418461561203,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,66,0.511106908321381,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,67,0.570509552955627,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,68,0.623536109924316,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,69,0.571420609951019,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,70,0.55418461561203,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,71,0.537848591804504,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,72,0.559704124927521,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,73,0.511106908321381,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,74,0.521463632583618,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,75,0.500174760818481,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,76,0.653732120990753,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,77,0.543917834758759,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,78,0.501649856567383,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,79,0.556804478168488,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,80,0.543917834758759,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,81,0.563253521919251,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,82,0.56531947851181,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,83,0.618606805801392,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,84,0.545193672180176,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,85,0.601845860481262,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,86,0.639651954174042,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,87,0.556613028049469,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,88,0.588353335857391,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,89,0.599002122879028,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,90,0.572832643985748,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,91,0.588353335857391,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,92,0.605302274227142,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,93,0.518704473972321,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,94,0.50075101852417,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,95,0.518704473972321,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,96,0.531953275203705,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,97,0.575699865818024,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,98,0.572832643985748,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,99,0.787636697292328,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
1342,100,0.556804478168488,1,3,6,syn,nursery,CTGAN,8,xgboost,2025-02-28 09:19:45
