white-king-file,white-king-rank,white-rook-file,white-rook-rank,black-king-file,black-king-rank,white-depth-of-win
c,1.0,c,7.0,b,7.0,draw
c,2.0,h,4.0,e,7.0,thirteen
d,3.0,a,6.0,c,5.0,eleven
d,1.0,f,6.0,e,3.0,fifteen
c,3.0,b,1.0,f,1.0,draw
d,4.0,d,5.0,h,2.0,eight
c,1.0,b,4.0,d,5.0,fourteen
c,3.0,a,2.0,f,1.0,six
d,1.0,c,6.0,a,7.0,ten
d,1.0,g,6.0,f,5.0,fourteen
d,3.0,a,8.0,a,7.0,draw
c,1.0,a,3.0,f,1.0,eight
b,2.0,g,6.0,h,5.0,draw
d,3.0,d,8.0,h,7.0,eleven
c,3.0,h,3.0,e,5.0,thirteen
c,2.0,g,7.0,c,7.0,thirteen
b,2.0,g,5.0,h,7.0,draw
c,2.0,b,4.0,f,1.0,eight
b,2.0,f,1.0,h,2.0,twelve
b,1.0,c,4.0,g,3.0,thirteen
d,3.0,f,6.0,b,1.0,five
b,2.0,g,8.0,e,3.0,fourteen
d,1.0,f,1.0,d,7.0,fourteen
d,3.0,c,3.0,a,6.0,nine
d,1.0,g,3.0,d,6.0,fourteen
d,3.0,a,2.0,b,5.0,twelve
b,1.0,g,4.0,c,8.0,fourteen
c,3.0,f,3.0,b,1.0,two
d,1.0,d,8.0,b,5.0,twelve
b,2.0,c,2.0,d,3.0,draw
b,1.0,b,2.0,g,3.0,fourteen
d,1.0,a,3.0,f,2.0,eleven
d,3.0,c,4.0,d,5.0,thirteen
b,1.0,b,3.0,e,3.0,fifteen
b,1.0,f,7.0,f,6.0,sixteen
d,2.0,e,1.0,d,3.0,draw
d,3.0,f,5.0,c,8.0,eleven
c,1.0,e,3.0,h,2.0,seven
c,2.0,g,1.0,e,8.0,thirteen
d,2.0,h,2.0,d,7.0,twelve
c,2.0,h,6.0,f,6.0,draw
c,1.0,c,3.0,e,8.0,fourteen
d,1.0,h,4.0,b,7.0,twelve
d,2.0,g,1.0,c,7.0,twelve
c,2.0,c,6.0,g,5.0,thirteen
c,1.0,c,8.0,b,5.0,ten
d,4.0,e,7.0,c,1.0,eight
c,2.0,e,1.0,b,7.0,eleven
d,2.0,d,4.0,d,5.0,thirteen
d,4.0,f,2.0,h,3.0,ten
c,2.0,b,4.0,a,5.0,draw
d,3.0,g,5.0,f,5.0,draw
d,1.0,c,2.0,e,2.0,sixteen
d,2.0,b,6.0,h,8.0,six
b,2.0,e,7.0,f,3.0,fourteen
b,1.0,b,7.0,a,1.0,seven
d,3.0,h,6.0,h,4.0,twelve
d,3.0,d,6.0,g,4.0,eleven
b,1.0,d,7.0,d,6.0,fifteen
d,3.0,c,1.0,e,8.0,eleven
d,3.0,f,3.0,g,3.0,five
d,3.0,d,5.0,e,4.0,draw
d,2.0,d,1.0,g,2.0,thirteen
c,2.0,d,1.0,h,2.0,nine
b,2.0,f,2.0,e,2.0,draw
b,1.0,d,3.0016174,g,7.0,fourteen
d,4.0,c,8.0,g,4.0,ten
d,3.0,g,3.0,h,7.0,six
b,1.0,d,3.0,h,5.0,fourteen
b,1.0,f,8.0,h,1.0,ten
b,2.0,d,8.0,d,3.0,fourteen
a,1.0,h,4.0,d,4.0,draw
d,1.0,c,7.0,d,5.0,fifteen
c,2.0,e,5.0,g,1.0,seven
b,1.0,a,6.0,d,6.0,fourteen
d,4.0,e,4.0,f,2.0,eight
d,3.0,b,8.0,c,7.0,draw
d,3.0,b,7.0,f,1.0,eight
d,4.0,b,7.0,h,5.0,nine
b,2.0,e,6.0,h,4.0,thirteen
c,1.0,h,3.0,g,4.0,fifteen
b,1.0,d,4.0,c,5.0,draw
c,2.0,h,8.0,c,8.0,thirteen
c,2.0,d,6.0,f,8.0,nine
b,1.0,h,1.0,d,8.0,fourteen
b,2.0,h,1.0,d,1.0,ten
b,2.0,a,3.0,e,1.0,eight
c,1.0,h,8.0,h,2.0,twelve
c,2.0,d,1.0,b,7.0,eleven
c,1.0,h,3.0,e,3.0,fourteen
c,2.0,f,1.0,e,7.0,thirteen
b,1.0,h,3.0,h,8.0,thirteen
d,4.0,c,1.0,a,1.0,two
d,1.0,g,1.0,c,6.0,fifteen
a,1.0,f,8.0,g,7.0,thirteen
d,1.0,f,6.0,h,4.0,twelve
b,1.0,e,3.0,d,4.0,draw
c,1.0,h,5.0,c,3.0,twelve
c,2.0,c,3.0,g,1.0,five
c,1.0,a,8.0,e,3.0,fourteen
d,2.0,e,7.0,a,5.0,fourteen
d,2.0,a,7.0,a,3.0,eleven
c,1.0,f,6.0,h,8.0,eleven
d,2.0,e,6.0,e,8.0,fourteen
c,2.0,e,7.0,h,7.0,eleven
d,3.0,a,5.0,f,3.0,nine
d,3.0,g,6.51337,c,5.0,eleven
d,1.0,b,3.0,a,1.0,four
a,1.0,b,2.0,c,4.0,fifteen
d,4.0,c,2.0,c,2.0,eight
d,2.0,a,8.0,f,1.0,eight
b,1.0,g,3.0,f,5.0,fifteen
c,2.0,f,5.0,d,8.0,thirteen
d,1.0,e,2.0,d,5.0,fourteen
d,2.0,c,1.0,e,6.0,thirteen
d,1.0,f,2.0,h,3.0,eleven
d,1.0,h,5.0,e,4.0,twelve
d,3.0,a,5.0,g,1.0,seven
c,2.0,g,1.0,g,2.0,draw
d,3.0,g,8.0,a,2.0,five
d,4.0,g,4.0,d,1.0,seven
d,1.0,h,8.0,b,4.0,thirteen
d,1.0,g,7.0,f,2.0,twelve
d,2.0,h,8.0,e,5.0,fourteen
b,1.0,d,5.0,f,7.0,fourteen
d,4.0,d,1.0,f,4.0,eleven
c,3.0,f,4.0,h,5.0,eleven
b,2.0,e,1.0,f,2.0,twelve
d,1.0,h,8.0,f,8.0,draw
c,3.0,b,8.0,f,5.0,thirteen
d,4.0,h,6.0,h,6.0,draw
c,3.0,a,2.0,e,2.0,ten
d,1.0,c,1.0,d,6.0,fifteen
c,1.0,b,4.0,a,2.0,draw
d,2.0,a,6.0,f,8.0,twelve
c,1.0,g,5.0,g,7.0,thirteen
d,3.0,b,1.0,g,6.0,twelve
c,2.0,b,3.0,f,5.0,thirteen
b,2.0,b,1.0,f,2.0,ten
b,1.0,g,6.0,h,7.0,draw
c,1.0,e,2.0,c,7.0,fourteen
d,4.0,b,5.0,f,2.0,ten
d,3.0,h,7.0,g,6.0,thirteen
d,1.0,b,1.0,g,3.0,thirteen
d,3.0,a,1.0,h,7.0,eleven
d,3.0,c,2.0,f,7.0,twelve
d,3.0,a,8.0,h,1.0,eight
d,1.0,g,4.0,d,5.0,fourteen
d,1.0,d,6.0,b,7.0,twelve
c,1.0,e,8.0,d,6.0,fourteen
b,1.0,d,1.0,b,4.0,fifteen
d,2.0,b,4.0,g,3.0,seven
d,1.0,b,2.0,d,8.0,fourteen
d,3.0,b,1.0,f,8.0,ten
d,3.0,c,1.0,g,2.0,eight
b,1.0,g,5.0,b,4.0,fourteen
c,1.0,e,8.0,b,7.0,fourteen
d,4.0,d,2.0,h,3.0,seven
c,2.0,f,7.0,g,6.0,fourteen
d,2.0,g,1.0,h,5.0,seven
d,1.0,h,8.0,f,6.0,fourteen
a,1.0,e,1.0,e,1.0,fifteen
d,3.0,b,7.0,h,7.0,nine
c,2.0,b,3.0,b,8.0,thirteen
c,2.0,g,2.0,g,2.0,draw
b,1.0,e,3.0,c,5.0,thirteen
d,1.0,d,3.0,f,3.0,eleven
b,2.0,h,4.0,h,7.0,thirteen
d,4.0,b,7.0,h,3.0,nine
d,4.0,c,8.0,h,6.0,twelve
d,3.0,h,2.0,e,7.0,twelve
c,2.0,f,1.0,h,5.0,eleven
c,3.0,f,1.0,e,1.0,draw
c,2.0,e,2.0,c,6.0,twelve
d,2.0,c,3.0,d,4.0,thirteen
c,1.0,a,8.0,b,7.0,draw
d,1.0,b,2.0,h,8.0,twelve
b,1.0,g,1.0,g,1.0,draw
c,2.0,f,6.0,d,5.0,fourteen
c,3.0,a,3.0,e,2.0,seven
d,2.0,e,5.0,h,4.0,ten
c,2.0,h,6.0,e,2.0,twelve
c,2.0,a,2.0,e,2.0,ten
b,2.0,g,7.0,d,1.0,eleven
b,1.0,f,2.0,e,7.0,fourteen
b,1.0,g,7.0,g,3.0,sixteen
d,3.0,b,1.0,c,6.0,twelve
c,3.0,g,2.0,f,2.0,draw
d,3.0,c,3.0,h,8.0,eleven
a,1.0,g,3.0,h,1.0,ten
c,2.0,h,7.0,f,4.0,fourteen
b,1.0,b,5.0,h,7.0,thirteen
c,2.0,b,2.0,g,2.0,ten
c,1.0,f,7.0,c,3.0,fourteen
d,1.0,d,7.0,a,8.0,ten
b,1.0,f,6.0,g,7.0,draw
d,4.0,b,8.0,g,5.0,eleven
d,3.0,a,5.0,a,3.0,five
b,2.0,h,8.0,g,2.0,thirteen
b,1.0,d,8.0,h,1.0,nine
b,2.0,f,6.0,e,1.0,ten
c,1.0,d,4.0,h,2.0,eight
c,1.0,g,7.0,a,7.0,twelve
d,3.0,c,2.0,b,6.0,twelve
c,2.0,c,8.0,b,3.0,ten
d,4.0,d,6.0,g,1.0,nine
d,3.0,f,7.0,g,4.0,eleven
b,1.0,b,1.0,g,6.0,fourteen
c,1.0,c,5.0,a,6.0,eleven
c,2.0,b,3.0,g,2.0,seven
d,3.0,a,7.0,d,5.0,thirteen
d,2.0,d,3.0,g,5.0,twelve
d,1.0,c,2.0,f,3.0,fifteen
c,2.0,b,8.0,g,2.0,eleven
a,1.0,e,3.0,g,1.0,ten
d,2.0,e,7.0,d,8.0,draw
d,1.0,b,5.0,g,1.0,eight
c,3.0,d,3.0,e,1.0,seven
a,1.0,g,6.0,c,3.0,sixteen
d,1.0,b,3.0,a,7.0,seven
c,2.0,g,6.0,a,1.0,two
b,1.0,h,4.0,g,5.0,draw
d,3.0,e,5.0,a,4.0,nine
b,1.0,c,3.0,f,1.0,eight
c,3.0,d,5.22978,e,3.0,draw
b,2.0,f,8.0,g,2.0,twelve
d,3.0,h,7.0,h,6.0,draw
c,2.0,f,2.0,b,1.0,two
d,1.0,d,4.0,d,6.0,draw
d,3.0,h,1.0,b,4.0,twelve
b,1.0,a,3.0,g,4.0,fifteen
d,3.0,f,5.0,d,7.0,eleven
c,2.0,g,5.0,f,7.0,thirteen
d,2.0,b,3.0,f,2.0,five
d,1.0,h,8.0,f,5.0,fifteen
c,1.0,e,6.0,f,8.0,thirteen
b,1.0,g,4.0,c,2.0,eleven
c,3.0,f,4.0,h,3.0,nine
d,3.0,a,3.0,c,6.0,twelve
d,1.0,e,6.0,f,2.0,thirteen
c,1.0,d,5.0,a,3.0,twelve
d,2.0,g,5.0,e,7.0,thirteen
c,1.0,d,3.0,g,5.0,fifteen
d,3.0,a,4.0,a,2.0,six
b,1.0,b,6.0,f,4.0,fifteen
a,1.0,h,4.0,d,1.0,eleven
c,1.0,b,1.0,f,6.0,fourteen
d,2.0,f,5.0,b,1.0,four
d,1.0,b,5.0,h,4.0,twelve
b,1.0,g,3.0,e,7.0,fourteen
d,1.0,b,6.0,h,8.0,fourteen
d,4.0,d,5.0,h,3.0,seven
d,2.0,e,5.0,g,1.0,six
d,2.0,c,1.0,h,7.0,eleven
b,1.0,h,4.0,a,7.0,eleven
c,1.0,e,8.0,g,8.0,ten
d,2.0,h,6.0,g,5.0,fourteen
d,2.0,f,1.0,h,5.0,ten
c,1.0,c,6.0,h,4.0,fourteen
c,1.0,e,5.0,g,2.0,nine
d,1.0,d,3.0,f,4.0,fourteen
d,2.0,f,3.0,e,7.0,thirteen
c,1.0,a,3.0,e,1.0,eight
c,1.0,g,5.0,c,5.0,fourteen
c,1.0,a,3.002873,f,1.0,nine
b,1.0,g,7.0,d,4.0,sixteen
b,1.0,e,6.0,a,3.0,eleven
d,2.0,a,1.0,f,3.0,fourteen
c,3.0,f,1.0,g,2.0,ten
b,1.0,e,7.0,c,5.0,fourteen
d,3.0,a,8.0,h,4.0,eleven
d,4.0,a,2.0,f,4.0,eleven
b,2.0,a,8.0,f,3.0,fourteen
d,2.0,h,1.0,e,4.0,thirteen
d,4.0,f,7.0,h,2.0,eight
b,2.0,e,7.0,f,1.0,twelve
d,3.0,c,4.0,g,3.0,nine
d,1.0,c,2.0,f,3.0,fourteen
b,1.0,e,5.0,h,6.0,thirteen
c,1.0,h,7.0,g,4.0,fourteen
c,1.0,a,4.0,a,1.0,zero
c,2.0,h,1.0,b,5.0,thirteen
d,4.0,g,3.0,f,4.0,draw
d,2.0,b,8.0,b,8.0,draw
b,1.0,g,5.0,b,3.0,twelve
b,1.0,h,7.0,a,2.0,eleven
d,4.0,e,2.0,d,2.0,draw
d,2.0,a,8.0,f,6.0,thirteen
d,1.0,d,6.0,c,3.0,thirteen
d,3.0,f,1.0,a,7.0,nine
c,1.0,f,2.0,h,3.0,twelve
b,1.0,e,3.0,e,2.0,draw
d,3.0,e,8.0,a,1.0,five
b,1.0,h,4.0,f,3.0,eleven
c,2.0,a,1.0,g,6.0,thirteen
d,3.0,b,7.0,e,6.0,twelve
d,3.0,g,4.0,g,4.0,draw
d,3.0,b,8.0,g,3.0,nine
b,2.0,f,7.0,d,4.0,fifteen
b,1.0,e,7.0,c,4.0,fourteen
c,1.0,g,7.0,f,3.0,twelve
d,3.0,g,7.0,g,3.0,eight
a,1.0,g,1.0,f,5.0,fifteen
b,1.0,e,5.0,a,7.0,eleven
d,2.0,b,1.0,g,7.0,thirteen
b,1.0,g,7.0,c,3.0,fourteen
a,1.0,g,1.0,c,1.0,fourteen
c,1.0,b,8.0,b,5.0,fourteen
c,2.0,h,4.0,g,6.0,twelve
c,2.0,b,8.0,f,3.0,fourteen
c,1.0,a,1.0,d,7.0,fourteen
d,1.0,e,3.0,g,2.0,nine
d,3.0,a,4.0,g,1.0,eight
d,3.0,d,6.0,h,5.0,ten
d,2.0,f,8.0,d,6.0,fourteen
d,1.0,b,5.0,a,3.0,twelve
d,1.0,d,5.0,b,7.0,twelve
a,1.0,c,8.0,e,3.0,sixteen
b,2.0,h,8.0,h,2.0,eleven
d,4.0,a,6.0,f,1.0,eight
c,3.0,b,7.0,e,2.0,eleven
b,1.0,d,4.0,h,7.0,fourteen
d,1.0,a,4.0,e,6.0,fourteen
c,1.0,d,4.0,g,7.0,twelve
b,2.0,f,3.0,d,5.0,fourteen
c,1.0,g,4.0,d,8.0,fourteen
d,3.0,f,7.0,f,6.0,thirteen
b,2.0,h,7.0,e,3.0,fifteen
d,2.0,b,7.0,d,8.0,draw
c,2.0,h,1.0,c,5.0,thirteen
b,1.0,f,3.0,f,7.0,fourteen
d,3.0,a,7.0,d,6.0,twelve
d,2.0,g,1.0,g,7.0,twelve
a,1.0,b,7.0,g,3.0,fifteen
a,1.0,f,5.0,f,2.0,fifteen
c,1.0,a,4.0,e,5.0,fourteen
a,1.0,f,3.0,h,2.0,eight
d,2.0,f,3.0,g,4.0,ten
b,2.0,e,7.0,f,1.0,eleven
c,1.0,d,4.0,f,5.0,thirteen
a,1.0,f,2.0,f,3.0,sixteen
c,2.0,g,4.0,e,2.0,ten
d,2.0,g,2.0,e,8.0,thirteen
a,1.0,h,7.0,f,4.0,sixteen
d,1.0,f,8.0,g,7.0,eleven
c,2.0,h,2.0,a,4.0,twelve
c,1.0,h,4.0,g,3.0,draw
b,2.0,a,3.0,h,5.0,thirteen
c,1.0,d,1.0,e,7.0,fourteen
d,2.0,f,5.0,c,5.0,thirteen
d,1.0,b,3.0,h,1.0,six
d,3.0,a,1.0,a,1.0,five
c,3.0,b,3.0,h,7.0,eleven
d,3.0,d,6.0,f,7.0,ten
c,2.0,g,3.0,f,8.0,thirteen
b,1.0,b,2.0,a,2.0,draw
c,2.0,a,2.0,e,7.0,thirteen
b,2.0,g,2.0,h,6.0,nine
d,1.0,d,3.0,h,8.0,twelve
d,2.0,b,2.0,g,8.0,thirteen
c,1.0,d,5.0,h,6.0,thirteen
d,3.0,f,2.0,f,2.0,draw
d,3.0,c,5.0,e,8.0,twelve
a,1.0,h,3.0,g,2.0,ten
d,1.0,d,8.0,b,7.0,draw
c,1.0,d,3.0,g,7.0,thirteen
c,1.0,e,3.0,d,6.0,fourteen
b,1.0,c,1.0,f,4.0,fifteen
a,1.0,a,7.0,g,2.0,fifteen
b,2.0,d,8.0,d,2.0,fifteen
b,1.0,c,3.0,f,1.0,eight
c,2.0,a,4.0,h,2.0,eight
d,2.0,b,1.0,c,3.0,six
d,1.0,h,8.0,b,1.0,five
d,2.0,d,6.0,g,2.0,eight
d,2.0,c,7.0,d,4.0,fourteen
b,1.0,d,7.0,d,7.0,draw
b,1.0,c,3.0,g,2.0,ten
c,2.0,d,7.0,a,5.0,twelve
c,2.0,h,7.0,d,4.0,thirteen
c,2.0,d,1.0,a,6.0,thirteen
d,1.0,d,5.0,h,2.0,thirteen
d,3.0,b,1.0,a,1.0,draw
d,2.0,c,5.0,f,3.0,fourteen
d,3.0,c,8.0,d,6.0,twelve
d,1.0,d,7.0,b,2.0,eleven
c,2.0,e,6.0,g,7.0,twelve
d,1.0,e,2.0,f,4.0,twelve
c,1.0,f,6.0,h,8.0,eleven
c,2.0,b,3.0,h,1.0,seven
a,1.0,c,2.0,g,5.0,fifteen
b,1.0,a,1.0,e,8.0,fourteen
c,2.0,c,4.0,h,2.0,eight
d,3.0,a,6.0,d,6.0,draw
c,2.0,f,4.0,e,4.0,draw
b,2.0,g,6.0,d,2.0,twelve
d,1.0,d,3.0,h,8.0,fourteen
d,1.0,e,7.0,d,6.0,draw
d,3.0,e,3.0,a,2.0,six
a,1.0,d,7.0,g,2.0,thirteen
c,2.0,a,3.0,h,1.0,eight
c,2.0,h,2.0,g,3.0,draw
d,3.0,e,2.3489122,g,2.0,eight
c,2.0,e,2.0,a,7.0,nine
b,1.0,g,8.0,g,6.0,fourteen
c,3.0,f,4.0,f,1.0,five
d,2.0,e,7.0,f,3.0,thirteen
d,3.0,e,7.0,g,8.0,ten
c,2.0,a,1.0,e,7.0,thirteen
d,3.0,h,3.0,g,2.0,six
d,4.0,a,2.0,e,2.0,ten
d,2.0,f,6.0,a,1.0,four
d,2.0,d,5.0,b,6.0,draw
d,2.0,a,1.0,c,8.0,eleven
c,1.0,c,5.0,g,5.0,fourteen
d,1.0,b,4.0,a,2.0,five
c,1.0,f,3.0,h,4.0,eleven
d,1.0,a,8.0,a,5.0,twelve
c,2.0,e,6.0,b,6.0,twelve
b,2.0,c,4.0,h,6.0,thirteen
d,2.0,a,3.0,g,8.0,eleven
d,2.0,c,5.0,g,2.6243134,eight
d,3.0,d,8.0,e,1.0,nine
c,2.0,f,7.0,h,4.0,eleven
b,2.0,h,5.0,g,4.0,draw
